Metric,Value
PCC_protein_mean,0.8703573942184448
PCC_protein_median,0.8778840899467468
PCC_protein_std,0.05962477624416351
PCC_cell_mean,0.9417615532875061
PCC_cell_median,0.9691507816314697
PCC_cell_std,0.07618948817253113
CMD_cell,0.030075640634338652
CMD_protein,0.004301700960222088
RMSE,0.5092008246104986
