function,function_index,dimension,instance,best_f_cma,best_f_berw,label,misranking_rd,variance_rel_sd,pred_misranking,pred_variance
101,1,40,1,1.421085472e-14,4.263256415e-14,cma,0.035555555555555556,0.005124160083969961,cma,cma
101,1,40,2,5.684341886e-14,5.684341886e-14,tie,0.02666666666666667,0.004051908196776518,cma,cma
101,1,40,3,2.842170943e-14,5.684341886e-14,cma,0.017777777777777778,0.05048774400971748,cma,berw
101,1,40,4,2.842170943e-14,2.842170943e-14,tie,0.02666666666666667,0.0591800104441651,cma,berw
101,1,40,5,3.552713679e-15,6.720433987e-09,cma,0.017777777777777778,0.016817252858337326,cma,cma
101,1,40,6,2.842170943e-14,2.842170943e-14,tie,0.008888888888888889,0.30979906240610633,cma,berw
101,1,40,7,1.136868377e-13,1.136868377e-13,tie,0.02666666666666667,0.0022470836458303636,cma,cma
101,1,40,8,7.105427358e-15,7.105427358e-15,tie,0.04444444444444444,0.005773616787735789,cma,cma
101,1,40,9,1.421085472e-14,3.838185307e-07,cma,0.05333333333333334,0.022083497057674113,cma,cma
101,1,40,10,4.440892099e-16,4.586486746e-10,cma,0.0,0.013270202785165695,cma,cma
101,1,40,11,2.842170943e-14,2.842170943e-14,tie,0.02666666666666667,0.0032342396264215226,cma,cma
101,1,40,12,5.684341886e-14,1.148237061e-11,cma,0.02666666666666667,0.0023695000421808878,cma,cma
101,1,40,13,1.421085472e-14,1.421085472e-14,tie,0.017777777777777778,0.01872451807277072,cma,cma
101,1,40,14,7.105427358e-15,1.401410543e-09,cma,0.035555555555555556,0.01642552153648203,cma,cma
101,1,40,15,2.842170943e-14,2.842170943e-14,tie,0.008888888888888889,0.005934684934685095,cma,cma
102,2,40,1,1.421085472e-14,1.421085472e-14,tie,0.07111111111111111,0.013549996859850224,cma,cma
102,2,40,2,5.684341886e-14,5.684341886e-14,tie,0.06222222222222222,0.009788405551571766,cma,cma
102,2,40,3,2.842170943e-14,2.842170943e-14,tie,0.07111111111111111,0.1280381233271314,cma,berw
102,2,40,4,2.842170943e-14,2.842170943e-14,tie,0.017777777777777778,0.09886626276406987,cma,berw
102,2,40,5,3.552713679e-15,3.552713679e-15,tie,0.02666666666666667,0.030160775470306676,cma,cma
102,2,40,6,5.684341886e-14,2.842170943e-14,berw,0.08888888888888888,2.9939844446977526,cma,berw
102,2,40,7,1.136868377e-13,1.136868377e-13,tie,0.04444444444444444,0.005292259348607676,cma,cma
102,2,40,8,7.105427358e-15,7.105427358e-15,tie,0.08,0.031660241013007386,cma,cma
102,2,40,9,1.421085472e-14,1.421085472e-14,tie,0.035555555555555556,0.05958858717418363,cma,berw
102,2,40,10,4.440892099e-16,4.440892099e-16,tie,0.07111111111111111,0.021667601978843952,cma,cma
102,2,40,11,2.842170943e-14,2.842170943e-14,tie,0.06222222222222222,0.01165063999981198,cma,cma
102,2,40,12,5.684341886e-14,5.684341886e-14,tie,0.04444444444444444,0.008619059546232103,cma,cma
102,2,40,13,1.421085472e-14,1.421085472e-14,tie,0.04444444444444444,0.05809095010047973,cma,berw
102,2,40,14,7.105427358e-15,7.105427358e-15,tie,0.08,0.028269863926012197,cma,cma
102,2,40,15,2.842170943e-14,2.842170943e-14,tie,0.09777777777777777,0.011579339484723982,cma,cma
103,3,40,1,1.421085472e-14,0.0001012774325,cma,0.0,0.00020461389488269055,cma,cma
103,3,40,2,5.684341886e-14,0.006653991205,cma,0.0,0.0,cma,cma
103,3,40,3,2.842170943e-14,0.001565195926,cma,0.0,1.68464191508978e-16,cma,cma
103,3,40,4,2.842170943e-14,0.00221571124,cma,0.0,1.3703166301456608e-16,cma,cma
103,3,40,5,3.552713679e-15,7.991260885e-05,cma,0.0,3.435207370902959e-05,cma,cma
103,3,40,6,2.842170943e-14,0.007639114228,cma,0.0,0.006398908451698376,cma,cma
103,3,40,7,1.136868377e-13,6.135937838e-07,cma,0.0,1.4610157003590538e-16,cma,cma
103,3,40,8,7.105427358e-15,0.001497610144,cma,0.0,4.5303586733835525e-05,cma,cma
103,3,40,9,1.421085472e-14,0.005077704634,cma,0.0,0.0,cma,cma
103,3,40,10,1.33226763e-15,8.04065855e-05,cma,0.0,5.26874568130302e-05,cma,cma
103,3,40,11,2.842170943e-14,0.002071679442,cma,0.0,4.678150149853467e-06,cma,cma
103,3,40,12,5.684341886e-14,1.573228474e-06,cma,0.0,4.487941988450963e-06,cma,cma
103,3,40,13,1.421085472e-14,0.000195036549,cma,0.0,0.0,cma,cma
103,3,40,14,7.105427358e-15,8.543196444e-06,cma,0.0,1.2793755990354964e-16,cma,cma
103,3,40,15,2.842170943e-14,0.0006808126431,cma,0.0,0.0,cma,cma
104,4,40,1,110.1680834,38.48797786,berw,0.008888888888888889,0.01250795899128705,cma,cma
104,4,40,2,39.51523567,39.28178863,berw,0.0,0.01286393726669165,cma,cma
104,4,40,3,39.17549674,39.38178724,cma,0.0,0.011220391104576127,cma,cma
104,4,40,4,38.01123856,38.84665768,cma,0.02666666666666667,0.012288412119248592,cma,cma
104,4,40,5,38.9547162,37.75991735,berw,0.008888888888888889,0.011724362752604283,cma,cma
104,4,40,6,38.75769811,38.14970217,berw,0.008888888888888889,0.00443256054672171,cma,cma
104,4,40,7,38.40998691,39.50883484,cma,0.0,0.0143250828907697,cma,cma
104,4,40,8,38.15188079,38.55459691,cma,0.008888888888888889,0.0085987076536515,cma,cma
104,4,40,9,39.82246411,38.88094469,berw,0.017777777777777778,0.00951221141665949,cma,cma
104,4,40,10,38.21387512,37.16245923,berw,0.0,0.007908006063588288,cma,cma
104,4,40,11,38.0836527,38.13935912,cma,0.017777777777777778,0.010030500667741766,cma,cma
104,4,40,12,37.8405688,37.87330416,cma,0.008888888888888889,0.012590350117426223,cma,cma
104,4,40,13,109.2943605,37.37000112,berw,0.008888888888888889,0.010815015684409703,cma,cma
104,4,40,14,39.1445681,38.62192157,berw,0.0,0.006956163834755506,cma,cma
104,4,40,15,37.68864948,38.84320852,cma,0.008888888888888889,0.008316515856502688,cma,cma
105,5,40,1,40.47240798,39.79199152,berw,0.017777777777777778,0.0166517147588934,cma,cma
105,5,40,2,39.30508311,38.90139309,berw,0.017777777777777778,0.01607647544662007,cma,cma
105,5,40,3,33.79327605,39.92301383,cma,0.02666666666666667,0.016782614257647165,cma,cma
105,5,40,4,183.8176487,39.0071839,berw,0.02666666666666667,0.017581643578709696,cma,cma
105,5,40,5,38.74127822,35.77504274,berw,0.04444444444444444,0.015927860185345855,cma,cma
105,5,40,6,39.71879109,39.94463482,cma,0.008888888888888889,0.016181319362149442,cma,cma
105,5,40,7,36.47302651,40.68465003,cma,0.008888888888888889,0.015868385835011344,cma,cma
105,5,40,8,106.9160624,40.0560639,berw,0.008888888888888889,0.011532065128271358,cma,cma
105,5,40,9,38.27069135,39.54732558,cma,0.02666666666666667,0.020599113555529354,cma,cma
105,5,40,10,40.77154062,40.3385924,berw,0.008888888888888889,0.023925109549439168,cma,cma
105,5,40,11,39.60091091,106.2250832,cma,0.0,0.014504998445883596,cma,cma
105,5,40,12,39.67745907,38.91032863,berw,0.008888888888888889,0.01629929431793058,cma,cma
105,5,40,13,38.31545633,38.89387132,cma,0.017777777777777778,0.022041424996486925,cma,cma
105,5,40,14,38.44904191,39.60600783,cma,0.017777777777777778,0.016287926756922356,cma,cma
105,5,40,15,153.1789937,125.7660539,berw,0.0,0.018022896833636056,cma,cma
106,6,40,1,26.51098281,35.42021909,cma,0.0,3.033492127633134e-08,cma,cma
106,6,40,2,28.15777648,36.72860505,cma,0.0,8.3235851094342e-08,cma,cma
106,6,40,3,28.16665053,39.27431073,cma,0.0,5.748355163993594e-08,cma,cma
106,6,40,4,31.95949163,35.95461994,cma,0.0,1.2565602787734029e-08,cma,cma
106,6,40,5,26.84466787,37.32765745,cma,0.0,1.766342894159909e-16,cma,cma
106,6,40,6,26.98182081,37.67518,cma,0.0,0.0,cma,cma
106,6,40,7,32.66712036,36.22933366,cma,0.0,0.0,cma,cma
106,6,40,8,27.96179417,38.10706498,cma,0.0,8.903036434161802e-09,cma,cma
106,6,40,9,28.01632615,37.76354705,cma,0.0,1.092423982011747e-06,cma,cma
106,6,40,10,27.88311001,37.38830939,cma,0.0,0.0,cma,cma
106,6,40,11,27.93865588,35.69475067,cma,0.0,1.4257845651352041e-16,cma,cma
106,6,40,12,28.0879632,35.69776133,cma,0.0,9.667671416818184e-08,cma,cma
106,6,40,13,27.70054917,38.05442022,cma,0.0,1.518640637212464e-08,cma,cma
106,6,40,14,27.96683969,36.21268805,cma,0.0,2.1423229017478954e-07,cma,cma
106,6,40,15,28.78818483,36.6156442,cma,0.0,0.0,cma,cma
107,7,40,1,165.8600446,98.86974589,berw,0.28444444444444444,0.7958650082576215,berw,berw
107,7,40,2,152.8467861,156.440991,cma,0.36444444444444446,0.4718390950415687,berw,berw
107,7,40,3,178.3672899,130.3612802,berw,0.29333333333333333,4.924530210619124,berw,berw
107,7,40,4,151.5283657,120.4162081,berw,0.32,1.715235239585366,berw,berw
