probe_value_key,threshold,n_non_ties,accuracy,correct,pred_berw_count,pred_berw_rate,pred_cma_label_cma,pred_cma_label_berw,pred_berw_label_cma,pred_berw_label_berw
variance_rel_sd,0.0,428,0.4929906542056075,211,428,1.0,0,0,217,211
variance_rel_sd,0.005,428,0.7032710280373832,301,268,0.6261682242990654,125,35,92,176
variance_rel_sd,0.01,428,0.7126168224299065,305,258,0.602803738317757,132,38,85,173
variance_rel_sd,0.015,428,0.7172897196261683,307,246,0.5747663551401869,139,43,78,168
variance_rel_sd,0.02,428,0.7172897196261683,307,232,0.5420560747663551,146,50,71,161
variance_rel_sd,0.025,428,0.719626168224299,308,227,0.530373831775701,149,52,68,159
variance_rel_sd,0.03,428,0.719626168224299,308,227,0.530373831775701,149,52,68,159
variance_rel_sd,0.035,428,0.719626168224299,308,227,0.530373831775701,149,52,68,159
variance_rel_sd,0.04,428,0.719626168224299,308,227,0.530373831775701,149,52,68,159
variance_rel_sd,0.045,428,0.719626168224299,308,227,0.530373831775701,149,52,68,159
variance_rel_sd,0.05,428,0.719626168224299,308,227,0.530373831775701,149,52,68,159
variance_rel_sd,0.055,428,0.7219626168224299,309,226,0.5280373831775701,150,52,67,159
variance_rel_sd,0.06,428,0.7219626168224299,309,226,0.5280373831775701,150,52,67,159
variance_rel_sd,0.065,428,0.7219626168224299,309,226,0.5280373831775701,150,52,67,159
variance_rel_sd,0.07,428,0.7219626168224299,309,226,0.5280373831775701,150,52,67,159
variance_rel_sd,0.075,428,0.719626168224299,308,225,0.5257009345794392,150,53,67,158
variance_rel_sd,0.08,428,0.7219626168224299,309,224,0.5233644859813084,151,53,66,158
variance_rel_sd,0.085,428,0.7219626168224299,309,224,0.5233644859813084,151,53,66,158
variance_rel_sd,0.09,428,0.7219626168224299,309,224,0.5233644859813084,151,53,66,158
variance_rel_sd,0.095,428,0.7219626168224299,309,224,0.5233644859813084,151,53,66,158
variance_rel_sd,0.1,428,0.7219626168224299,309,224,0.5233644859813084,151,53,66,158
variance_rel_sd,0.105,428,0.719626168224299,308,223,0.5210280373831776,151,54,66,157
variance_rel_sd,0.11,428,0.719626168224299,308,223,0.5210280373831776,151,54,66,157
variance_rel_sd,0.115,428,0.719626168224299,308,223,0.5210280373831776,151,54,66,157
variance_rel_sd,0.12,428,0.719626168224299,308,223,0.5210280373831776,151,54,66,157
variance_rel_sd,0.125,428,0.719626168224299,308,223,0.5210280373831776,151,54,66,157
variance_rel_sd,0.13,428,0.719626168224299,308,223,0.5210280373831776,151,54,66,157
variance_rel_sd,0.135,428,0.719626168224299,308,223,0.5210280373831776,151,54,66,157
variance_rel_sd,0.14,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.145,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.15,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.155,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.16,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.165,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.17,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.17500000000000002,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.18,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.185,428,0.7172897196261683,307,222,0.5186915887850467,151,55,66,156
variance_rel_sd,0.19,428,0.7149532710280374,306,221,0.5163551401869159,151,56,66,155
variance_rel_sd,0.195,428,0.7172897196261683,307,220,0.514018691588785,152,56,65,155
variance_rel_sd,0.2,428,0.719626168224299,308,219,0.5116822429906542,153,56,64,155
variance_rel_sd,0.20500000000000002,428,0.719626168224299,308,219,0.5116822429906542,153,56,64,155
variance_rel_sd,0.21,428,0.719626168224299,308,219,0.5116822429906542,153,56,64,155
variance_rel_sd,0.215,428,0.7172897196261683,307,218,0.5093457943925234,153,57,64,154
variance_rel_sd,0.22,428,0.7172897196261683,307,218,0.5093457943925234,153,57,64,154
variance_rel_sd,0.225,428,0.7172897196261683,307,218,0.5093457943925234,153,57,64,154
variance_rel_sd,0.23,428,0.7172897196261683,307,218,0.5093457943925234,153,57,64,154
variance_rel_sd,0.23500000000000001,428,0.7172897196261683,307,218,0.5093457943925234,153,57,64,154
variance_rel_sd,0.24,428,0.7172897196261683,307,218,0.5093457943925234,153,57,64,154
variance_rel_sd,0.245,428,0.7172897196261683,307,218,0.5093457943925234,153,57,64,154
variance_rel_sd,0.25,428,0.7149532710280374,306,217,0.5070093457943925,153,58,64,153
variance_rel_sd,0.255,428,0.7149532710280374,306,217,0.5070093457943925,153,58,64,153
variance_rel_sd,0.26,428,0.7149532710280374,306,217,0.5070093457943925,153,58,64,153
variance_rel_sd,0.265,428,0.7102803738317757,304,215,0.5023364485981309,153,60,64,151
variance_rel_sd,0.27,428,0.7102803738317757,304,215,0.5023364485981309,153,60,64,151
variance_rel_sd,0.275,428,0.7102803738317757,304,215,0.5023364485981309,153,60,64,151
variance_rel_sd,0.28,428,0.7102803738317757,304,215,0.5023364485981309,153,60,64,151
variance_rel_sd,0.28500000000000003,428,0.7079439252336449,303,214,0.5,153,61,64,150
variance_rel_sd,0.29,428,0.7079439252336449,303,214,0.5,153,61,64,150
variance_rel_sd,0.295,428,0.7079439252336449,303,214,0.5,153,61,64,150
variance_rel_sd,0.3,428,0.7102803738317757,304,213,0.4976635514018692,154,61,63,150
