INFO - main.py - 2026-03-22 00:50:40,658 - Namespace(dataname='ACS_income_AZ', gpu=0, log_path='./classification_process/discrete_log_42/ACS_income_AZ/train/EDM_3.0_train_260322_00-50-40', mode='train', comment='EDM_3.0_None', use_weight=False, temperature=None, weight_criterion=None, method='several_sigma_error_diff', non_param_dro=False, chi2_eta=None, cvar_alpha=None, kappa=None, tau=None, alpha=1, error_reflection=None, timestep_weight_criterion=None, single_sigma_index=None, selected_several_sigma_indices=None, eval_attribute=None, evaluated_model_path=None, seed=42, baseline_method=None, K=32, device='cuda:0')
INFO - main.py - 2026-03-22 00:50:41,181 - the number of parameters: 1633794
INFO - main.py - 2026-03-22 00:50:42,435 - Update model in epoch 0, 0.58 < inf
INFO - main.py - 2026-03-22 00:50:42,442 - Epoch 0, training loss: 0.58
INFO - main.py - 2026-03-22 00:50:42,470 - Epoch 0, test acc: 0.77
INFO - main.py - 2026-03-22 00:50:42,588 - Update model in epoch 1, 0.46 < 0.58
INFO - main.py - 2026-03-22 00:50:42,715 - Update model in epoch 2, 0.44 < 0.46
INFO - main.py - 2026-03-22 00:50:42,928 - Update model in epoch 3, 0.43 < 0.44
INFO - main.py - 2026-03-22 00:50:43,058 - Update model in epoch 4, 0.42 < 0.43
INFO - main.py - 2026-03-22 00:50:43,184 - Update model in epoch 5, 0.41 < 0.42
INFO - main.py - 2026-03-22 00:50:43,311 - Update model in epoch 6, 0.41 < 0.41
INFO - main.py - 2026-03-22 00:50:43,434 - Update model in epoch 7, 0.40 < 0.41
INFO - main.py - 2026-03-22 00:50:43,554 - Update model in epoch 8, 0.40 < 0.40
INFO - main.py - 2026-03-22 00:50:43,679 - Update model in epoch 9, 0.40 < 0.40
INFO - main.py - 2026-03-22 00:50:43,899 - Update model in epoch 10, 0.39 < 0.40
INFO - main.py - 2026-03-22 00:50:43,906 - Epoch 10, training loss: 0.39
INFO - main.py - 2026-03-22 00:50:43,918 - Epoch 10, test acc: 0.81
INFO - main.py - 2026-03-22 00:50:44,040 - Update model in epoch 11, 0.39 < 0.39
INFO - main.py - 2026-03-22 00:50:44,163 - Update model in epoch 12, 0.39 < 0.39
INFO - main.py - 2026-03-22 00:50:44,288 - Update model in epoch 13, 0.38 < 0.39
INFO - main.py - 2026-03-22 00:50:44,411 - Update model in epoch 14, 0.38 < 0.38
INFO - main.py - 2026-03-22 00:50:44,533 - Update model in epoch 15, 0.38 < 0.38
INFO - main.py - 2026-03-22 00:50:44,654 - Update model in epoch 16, 0.37 < 0.38
INFO - main.py - 2026-03-22 00:50:44,866 - Update model in epoch 17, 0.37 < 0.37
INFO - main.py - 2026-03-22 00:50:44,987 - Update model in epoch 18, 0.37 < 0.37
INFO - main.py - 2026-03-22 00:50:45,111 - Update model in epoch 19, 0.36 < 0.37
INFO - main.py - 2026-03-22 00:50:45,235 - Update model in epoch 20, 0.36 < 0.36
INFO - main.py - 2026-03-22 00:50:45,242 - Epoch 20, training loss: 0.36
INFO - main.py - 2026-03-22 00:50:45,254 - Epoch 20, test acc: 0.81
INFO - main.py - 2026-03-22 00:50:45,483 - Update model in epoch 22, 0.36 < 0.36
INFO - main.py - 2026-03-22 00:50:45,604 - Update model in epoch 23, 0.35 < 0.36
INFO - main.py - 2026-03-22 00:50:45,823 - Update model in epoch 24, 0.35 < 0.35
INFO - main.py - 2026-03-22 00:50:45,947 - Update model in epoch 25, 0.34 < 0.35
INFO - main.py - 2026-03-22 00:50:46,071 - Update model in epoch 26, 0.34 < 0.34
INFO - main.py - 2026-03-22 00:50:46,310 - Update model in epoch 28, 0.33 < 0.34
INFO - main.py - 2026-03-22 00:50:46,432 - Update model in epoch 29, 0.32 < 0.33
INFO - main.py - 2026-03-22 00:50:46,555 - Epoch 30, training loss: 0.33
INFO - main.py - 2026-03-22 00:50:46,568 - Epoch 30, test acc: 0.81
INFO - main.py - 2026-03-22 00:50:46,774 - Update model in epoch 31, 0.32 < 0.32
INFO - main.py - 2026-03-22 00:50:46,901 - Update model in epoch 32, 0.31 < 0.32
INFO - main.py - 2026-03-22 00:50:47,139 - Update model in epoch 34, 0.31 < 0.31
INFO - main.py - 2026-03-22 00:50:47,264 - Update model in epoch 35, 0.31 < 0.31
INFO - main.py - 2026-03-22 00:50:47,389 - Update model in epoch 36, 0.31 < 0.31
INFO - main.py - 2026-03-22 00:50:47,726 - Update model in epoch 38, 0.29 < 0.31
INFO - main.py - 2026-03-22 00:50:47,850 - Update model in epoch 39, 0.28 < 0.29
INFO - main.py - 2026-03-22 00:50:47,974 - Epoch 40, training loss: 0.28
INFO - main.py - 2026-03-22 00:50:47,986 - Epoch 40, test acc: 0.81
INFO - main.py - 2026-03-22 00:50:48,105 - Update model in epoch 41, 0.28 < 0.28
INFO - main.py - 2026-03-22 00:50:48,473 - Update model in epoch 44, 0.27 < 0.28
INFO - main.py - 2026-03-22 00:50:48,724 - Update model in epoch 45, 0.26 < 0.27
INFO - main.py - 2026-03-22 00:50:49,092 - Update model in epoch 48, 0.26 < 0.26
INFO - main.py - 2026-03-22 00:50:49,215 - Update model in epoch 49, 0.26 < 0.26
INFO - main.py - 2026-03-22 00:50:49,342 - Update model in epoch 50, 0.24 < 0.26
INFO - main.py - 2026-03-22 00:50:49,348 - Epoch 50, training loss: 0.24
INFO - main.py - 2026-03-22 00:50:49,360 - Epoch 50, test acc: 0.81
INFO - main.py - 2026-03-22 00:50:49,476 - Update model in epoch 51, 0.24 < 0.24
INFO - main.py - 2026-03-22 00:50:49,715 - Update model in epoch 52, 0.24 < 0.24
INFO - main.py - 2026-03-22 00:50:49,956 - Update model in epoch 54, 0.23 < 0.24
INFO - main.py - 2026-03-22 00:50:50,079 - Update model in epoch 55, 0.23 < 0.23
INFO - main.py - 2026-03-22 00:50:50,321 - Update model in epoch 57, 0.23 < 0.23
INFO - main.py - 2026-03-22 00:50:50,790 - Epoch 60, training loss: 0.23
INFO - main.py - 2026-03-22 00:50:50,803 - Epoch 60, test acc: 0.79
INFO - main.py - 2026-03-22 00:50:51,046 - Update model in epoch 62, 0.22 < 0.23
INFO - main.py - 2026-03-22 00:50:51,174 - Update model in epoch 63, 0.21 < 0.22
INFO - main.py - 2026-03-22 00:50:51,650 - Update model in epoch 66, 0.20 < 0.21
INFO - main.py - 2026-03-22 00:50:51,777 - Update model in epoch 67, 0.20 < 0.20
INFO - main.py - 2026-03-22 00:50:51,903 - Update model in epoch 68, 0.19 < 0.20
INFO - main.py - 2026-03-22 00:50:52,026 - Update model in epoch 69, 0.18 < 0.19
