dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
ParkinsonsTelemonitoring_sample_4700,985772,0.00035251702818186044,0.0002248103840258662,-36.227085203416465,0.001953125,True,[0]
ParkinsonsTelemonitoring_sample_4700,305711,0.0006816918777619861,0.00019592532436939889,-71.25896159821835,0.0009765625,True,"[17, 15, 16, 3]"
ParkinsonsTelemonitoring_sample_4700,435829,0.0004476392301578936,0.00019859229105332655,-55.6356374343513,0.001953125,True,"[0, 1]"
ParkinsonsTelemonitoring_sample_4700,117952,0.00039633490473297927,0.00026988896744093105,-31.903810585958357,0.0009765625,True,"[13, 2, 6, 4]"
ParkinsonsTelemonitoring_sample_4700,963395,0.00039178073958755027,0.00016883965979009886,-56.90455330503334,0.0009765625,True,"[19, 15, 5]"
ParkinsonsTelemonitoring_sample_4700,152315,0.0003687412448972234,0.00025659416340491066,-30.413489959218065,0.0009765625,True,"[14, 15, 11]"
ParkinsonsTelemonitoring_sample_4700,882371,0.000223143269363589,0.0002117965372715961,-5.084953771787115,0.0029296875,True,"[0, 16]"
ParkinsonsTelemonitoring_sample_4700,359783,0.0004528942228825135,0.00020961675122274453,-53.71617904759148,0.0322265625,True,"[17, 14, 16, 2]"
ParkinsonsTelemonitoring_sample_4700,304137,0.0005032502057166485,0.00024394117742376713,-51.52685986955831,0.0009765625,True,[14]
ParkinsonsTelemonitoring_sample_4700,122579,0.0003594196296134543,0.0002029174281798235,-43.54303119224304,0.0009765625,True,"[15, 11]"
ParkinsonsTelemonitoring_sample_4700,610581,0.0002775157643070125,0.00018084344651289418,-34.83489236567147,0.001953125,True,"[14, 17, 15, 11]"
ParkinsonsTelemonitoring_sample_4700,448242,0.0006601116414536983,0.00031759622106754205,-51.8874988527499,0.009765625,True,[1]
ParkinsonsTelemonitoring_sample_4700,374564,0.00038665834292819177,0.00015538850397120996,-59.81245282477509,0.0009765625,True,"[8, 7, 10, 12, 9]"
ParkinsonsTelemonitoring_sample_4700,735831,0.00035651993098486767,0.00016394882951032512,-54.014119475052894,0.0009765625,True,[11]
ParkinsonsTelemonitoring_sample_4700,736326,0.0004740408889538804,0.00019302176570171152,-59.28162101634851,0.001953125,True,"[14, 13]"
