M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,2762.401,3836.192,3277.383,3025.212,2873.433
1024,3095.145,4421.891,3730.303,3355.870,3345.002
2048,3016.251,4378.881,3571.256,3330.229,3180.463
4096,3170.408,4418.438,3545.246,3358.292,3216.620
8192,3218.470,4350.967,3562.518,3376.698,3212.081
16384,3219.100,4404.389,3549.509,3375.526,3231.822
32768,3264.574,1094.482,3548.704,3371.166,3220.044
65536,2107.013,4368.144,3558.884,3381.938,3207.514
