M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.29,1.07,1.03,0.97
1024,1.00,1.15,0.92,0.86,0.83
2048,1.00,1.14,0.92,0.88,0.84
4096,1.00,1.15,0.94,0.87,0.83
8192,1.00,1.13,0.94,0.88,0.84
16384,1.00,1.03,3.18,2.98,2.79
32768,1.00,1.12,0.93,0.85,0.82
65536,1.00,1.18,0.99,0.91,0.29
