M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,4975.012,6149.806,5309.060,5292.382,4836.084
1024,5481.695,7548.716,6525.702,6084.758,5729.435
2048,5565.226,7738.641,6598.712,6242.050,6032.596
4096,5656.363,7754.021,6438.478,6110.866,5926.079
8192,2276.537,7633.785,6426.661,5790.859,5748.822
16384,5795.375,1345.148,6456.412,6145.026,779.919
32768,5836.867,7776.509,6483.843,6110.222,5901.610
65536,,,,,
