M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,6.12,5.26,5.19,4.71
1024,1.00,1.34,1.18,1.14,1.07
2048,1.00,1.41,1.25,1.19,1.12
4096,1.00,1.45,1.31,1.24,1.17
8192,1.00,1.32,1.21,1.13,1.07
16384,1.00,1.31,1.18,1.12,1.07
32768,1.00,2.98,3.43,3.26,3.14
65536,1.00,1.28,1.13,1.08,1.04
