M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,11196.589,15597.419,10766.710,14071.154,13231.895
1024,13171.383,17408.674,15605.058,15267.272,14756.647
2048,13682.908,18827.567,16292.018,15926.623,15522.596
4096,12973.018,17581.123,15128.107,14971.390,14510.944
8192,13401.054,17267.820,14933.183,14736.906,14547.226
16384,13625.210,17451.289,15057.822,14843.967,14584.271
32768,13655.027,17536.230,15282.948,14922.223,14690.332
65536,,,,,
