M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.39,0.96,1.26,1.18
1024,1.00,1.32,1.18,1.16,1.12
2048,1.00,1.38,1.19,1.16,1.13
4096,1.00,1.36,1.17,1.15,1.12
8192,1.00,1.29,1.11,1.10,1.09
16384,1.00,1.28,1.11,1.09,1.07
32768,1.00,1.28,1.12,1.09,1.08
65536,,,,,
