M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.39,1.19,1.10,1.04
1024,1.00,1.43,1.21,1.08,1.08
2048,1.00,1.45,1.18,1.10,1.05
4096,1.00,1.39,1.12,1.06,1.01
8192,1.00,1.35,1.11,1.05,1.00
16384,1.00,1.37,1.10,1.05,1.00
32768,1.00,0.34,1.09,1.03,0.99
65536,1.00,2.07,1.69,1.61,1.52
