M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.10,0.98,0.92,0.92
1024,1.00,1.04,0.93,0.90,0.86
2048,1.00,1.06,0.94,0.88,0.86
4096,1.00,1.06,0.93,0.91,0.85
8192,1.00,1.05,0.94,0.91,0.87
16384,1.00,1.06,0.97,0.93,0.89
32768,1.00,1.06,0.97,0.92,0.89
65536,1.00,1.06,0.95,0.90,0.88
