M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,13952.679,15009.611,14205.569,14137.711,13307.468
1024,16089.841,17196.481,15481.165,15011.828,14587.683
2048,17060.668,18317.488,15828.006,15211.387,14707.676
4096,16570.282,17061.255,14887.258,14421.861,14136.316
8192,16148.672,17285.399,14992.234,14489.856,14043.344
16384,16260.236,17540.622,15301.940,14748.026,14171.706
32768,16378.413,17225.163,15152.567,14374.442,14346.466
65536,,,,,
