M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,3172.121,4104.510,3385.675,3281.057,3069.899
1024,3748.390,4327.266,3435.508,3240.489,3121.936
2048,3664.865,4176.480,3357.413,3226.789,3068.688
4096,3731.952,4273.251,3522.621,3243.763,3086.431
8192,3708.823,4207.099,3489.766,3265.043,3102.661
16384,1102.274,1131.803,3500.213,3280.735,3074.939
32768,3700.560,4152.619,3445.056,3154.487,3026.508
65536,3514.066,4147.107,3493.956,3192.931,1034.332
