M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.16,1.01,1.00,0.96
1024,1.00,1.10,0.96,0.91,0.86
2048,1.00,1.08,0.97,0.91,0.86
4096,1.00,1.06,0.95,0.89,0.85
8192,1.00,1.08,0.96,0.88,0.87
16384,1.00,1.08,0.96,0.90,0.87
32768,1.00,1.08,0.96,0.87,0.88
65536,1.00,1.09,0.86,0.91,0.88
