file                                 , total          , up             , down           , avg_compute   , node_fail, full_recovery, stack1, stack2, stack3, stack4, stack5, stack6, stack7, stack8, stack9, stack10, stack11, stack12, stack13, stack14, stack15, stack16, stack17, stack18, stack19, stack20, stack21, stack22, stack23, stack24, stack25, stack26, recompute
run_2_dpr_exponential_N1000_r9.log   ,  6963643.911117,  6783998.287522,   179645.623594, 3758584.778821,     20041,            25,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r10.log  ,  7686109.671298,  7516137.538639,   169972.132659, 3975362.420287,     21447,            24,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r11.log  ,  8420566.661919,  8253734.409986,   166832.251932, 4182259.880016,     22488,            24,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r12.log  ,  9164603.607240,  8990570.919469,   174032.687771, 4455481.395356,     23655,            24,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r13.log  ,  9898972.372212,  9726827.188810,   172145.183403, 4576920.335892,     25013,            24,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r14.log  , 10669125.356924, 10484451.357557,   184673.999368, 4978776.488395,     26279,            26,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r15.log  , 11397143.700540, 11214024.387862,   183119.312678, 5012809.803575,     27289,            25,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r16.log  , 12102220.621018, 11926952.689876,   175267.931142, 5209587.108491,     28409,            25,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r17.log  , 12868031.003146, 12682230.854145,   185800.149001, 5425345.393550,     29615,            26,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r18.log  , 13579999.602142, 13405390.400771,   174609.201371, 5441568.809912,     30240,            25,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r19.log  , 14340857.656849, 14149455.059829,   191402.597020, 5710602.664431,     31963,            27,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r20.log  , 15060991.926914, 14880651.440271,   180340.486643, 5808387.445870,     32132,            26,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r21.log  , 15815334.366880, 15625829.517224,   189504.849655, 5987622.138046,     33297,            27,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r22.log  , 16525759.264990, 16328210.408242,   197548.856749, 6094610.703851,     34348,            28,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r23.log  , 17280328.479902, 17079203.395003,   201125.084898, 6403528.686168,     35281,            28,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_exponential_N1000_r24.log  , 17986271.835447, 17793328.881054,   192942.954393, 6366713.066309,     35711,            27,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
