file                                 , total          , up             , down           , avg_compute   , node_fail, full_recovery, stack1, stack2, stack3, stack4, stack5, stack6, stack7, stack8, stack9, stack10, stack11, stack12, stack13, stack14, stack15, stack16, stack17, stack18, stack19, stack20, stack21, stack22, stack23, stack24, stack25, stack26, recompute
run_3_dpr_exponential_N1000_r25.log  , 18751487.939887, 18547568.205324,   203919.734563, 6718200.856538,     36978,            29,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_3_dpr_exponential_N1000_r26.log  , 19454326.673421, 19254302.381577,   200024.291844, 6738542.498222,     37651,            29,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r2.log        ,  6290513.172545,  1984051.586127,  4306461.586418, 1513666.228723,     20379,           554,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r3.log        ,  4003599.133015,  2440458.321960,  1563140.811055, 1761705.936474,     13254,           199,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r4.log        ,  4071077.100596,  3113020.246423,   958056.854173, 2080383.760790,     13535,           124,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r5.log        ,  4522834.854785,  3812675.796938,   710159.057847, 2343845.118913,     14369,            94,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r6.log        ,  5277884.596813,  4552428.054656,   725456.542157, 2688888.857131,     16559,            94,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r7.log        ,  5854515.896758,  5239001.030488,   615514.866271, 2807161.958124,     17629,            78,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r8.log        ,  6547362.384763,  5946754.388068,   600607.996695, 3005455.630812,     19589,            78,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r9.log        ,  7277473.700258,  6664795.411374,   612678.288884, 3246591.619807,     20729,            78,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r10.log       ,  7985114.430122,  7390536.011014,   594578.419108, 3371534.164875,     22200,            76,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r11.log       ,  8731446.236426,  8130597.929178,   600848.307248, 3593664.253025,     23503,            78,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N200_r12.log       ,  9431593.408975,  8841601.313243,   589992.095732, 3698686.696943,     24902,            75,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r2.log        ,  3765607.563960,  1811301.385056,  1954306.178904, 1419966.207096,     12369,           264,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r3.log        ,  2990425.386538,  2391762.746242,   598662.640296, 1801892.810275,     10231,            83,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r4.log        ,  3507538.541533,  3105163.691686,   402374.849847, 2229238.634715,     11635,            55,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r5.log        ,  4149320.351997,  3818854.849569,   330465.502428, 2571929.759431,     13724,            45,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r6.log        ,  4794166.367462,  4530729.207312,   263437.160150, 2839614.074483,     15273,            36,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r7.log        ,  5567977.001375,  5275814.157848,   292162.843526, 3219548.830968,     16964,            39,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r8.log        ,  6221963.548712,  5993873.597572,   228089.951141, 3295753.419996,     18575,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r9.log        ,  6976519.833483,  6733351.972855,   243167.860628, 3677558.663186,     19633,            33,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r10.log       ,  7709298.383148,  7468132.469982,   241165.913167, 3863700.823434,     21358,            33,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r11.log       ,  8416461.294666,  8188742.218239,   227719.076427, 4061251.619252,     22341,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r12.log       ,  9184130.843479,  8932629.898282,   251500.945196, 4315553.382189,     23987,            34,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r13.log       ,  9876062.857999,  9656220.240909,   219842.617090, 4372433.508470,     24978,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r14.log       , 10607895.227119, 10388013.725346,   219881.501772, 4525768.289711,     25532,            30,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r15.log       , 11325575.444209, 11102964.132395,   222611.311814, 4596071.999785,     26885,            30,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r16.log       , 12062170.525891, 11844631.338554,   217539.187337, 4904903.035844,     27765,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r17.log       , 12763191.430993, 12544165.455137,   219025.975856, 4894429.525500,     28520,            30,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r18.log       , 13523776.562394, 13292761.662731,   231014.899663, 5217274.836227,     29527,            32,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r19.log       , 14272707.185183, 14029732.047535,   242975.137648, 5354135.041506,     30810,            33,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N600_r20.log       , 15010666.551921, 14763358.987564,   247307.564357, 5562329.916833,     31621,            34,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r2.log       ,  3155728.425168,  1781638.387675,  1374090.037493, 1382061.047743,     10832,           190,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r3.log       ,  2870899.448119,  2420942.427887,   449957.020232, 1842876.189429,      9786,            63,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r4.log       ,  3390813.976616,  3119490.861260,   271323.115356, 2255753.351185,     11614,            38,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r5.log       ,  4063496.911959,  3842852.983061,   220643.928898, 2649739.588296,     13614,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r6.log       ,  4756790.673911,  4574303.124832,   182487.549079, 2966795.358680,     15361,            26,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r7.log       ,  5469780.921318,  5303855.156037,   165925.765281, 3222928.538445,     16969,            23,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r8.log       ,  6197893.079167,  6031012.185503,   166880.893664, 3511690.532800,     18651,            23,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r9.log       ,  6942437.175042,  6783166.300818,   159270.874224, 3818484.450210,     19663,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r10.log      ,  7666336.278830,  7514109.953525,   152226.325305, 4025706.614080,     21311,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r11.log      ,  8404957.923737,  8253474.202755,   151483.720982, 4182707.280260,     22459,            21,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r12.log      ,  9135370.095716,  8978750.899966,   156619.195750, 4460635.648252,     23787,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r13.log      ,  9856011.366075,  9715232.982309,   140778.383766, 4569212.359725,     24774,            20,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r14.log      , 10605322.023140, 10461070.256957,   144251.766183, 4698441.054954,     26039,            20,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r15.log      , 11312575.727024, 11177097.961438,   135477.765586, 4830789.128590,     26417,            19,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r16.log      , 12050830.897832, 11905470.571550,   145360.326282, 5047940.699983,     27935,            20,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r17.log      , 12791856.305970, 12646628.048687,   145228.257283, 5195756.604903,     28849,            20,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r18.log      , 13542765.301659, 13389712.644485,   153052.657174, 5493503.050193,     29651,            21,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r19.log      , 14302141.311013, 14140092.901156,   162048.409857, 5776584.984572,     30671,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r20.log      , 15006427.365928, 14853197.323808,   153230.042120, 5693481.311386,     31489,            21,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r21.log      , 15740123.830510, 15577400.239731,   162723.590778, 5965204.224467,     32457,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r22.log      , 16427100.430552, 16287051.590918,   140048.839634, 5767093.478045,     32949,            20,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r23.log      , 17195940.415348, 17034147.490637,   161792.924712, 6130050.053651,     34591,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r24.log      , 17899742.166591, 17749880.347838,   149861.818753, 6148317.825478,     34403,            21,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r25.log      , 18655388.061932, 18500637.127941,   154750.933991, 6378384.576500,     35198,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_1_dpr_weibull_N1000_r26.log      , 19391070.652106, 19235438.014901,   155632.637205, 6552657.152070,     36108,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r2.log        ,  6799429.004935,  2019003.121714,  4780425.883222, 1546710.658016,     22078,           623,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r3.log        ,  3910407.454229,  2440539.072985,  1469868.381245, 1755202.623359,     12996,           191,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r4.log        ,  3989362.666799,  3098702.179938,   890660.486860, 2058582.874947,     12855,           117,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r5.log        ,  4547760.846724,  3805200.543064,   742560.303660, 2333207.135099,     14531,            96,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r6.log        ,  5356321.405435,  4557788.998387,   798532.407048, 2744350.801617,     16286,           102,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r7.log        ,  5877565.509862,  5239255.163333,   638310.346530, 2834961.567315,     17880,            83,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r8.log        ,  6557264.606855,  5961562.591287,   595702.015567, 3014894.351211,     19423,            77,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r9.log        ,  7316507.022767,  6684074.652194,   632432.370573, 3330596.191634,     20849,            82,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r10.log       ,  7936425.398639,  7373199.715783,   563225.682856, 3317577.879642,     22105,            72,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r11.log       ,  8731197.866104,  8133422.696226,   597775.169878, 3673152.322948,     23284,            79,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N200_r12.log       ,  9452960.131622,  8859757.190004,   593202.941619, 3779405.200734,     24740,            77,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r2.log        ,  3796732.146816,  1807543.511352,  1989188.635464, 1418392.870980,     12494,           274,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r3.log        ,  2949221.136244,  2386994.816968,   562226.319276, 1788030.188840,      9833,            77,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r4.log        ,  3510236.924444,  3100990.964243,   409245.960200, 2208121.230185,     11702,            55,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r5.log        ,  4093574.620386,  3808016.096383,   285558.524003, 2517269.465336,     13471,            40,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r6.log        ,  4829032.906752,  4544697.670028,   284335.236724, 2899904.440131,     15156,            39,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r7.log        ,  5548354.184281,  5271699.872946,   276654.311335, 3177273.764195,     17311,            37,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r8.log        ,  6237044.380154,  5991301.323901,   245743.056253, 3355523.994791,     18611,            33,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r9.log        ,  6989679.763130,  6740731.234089,   248948.529042, 3688062.733795,     20039,            34,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r10.log       ,  7695556.239889,  7463643.924573,   231912.315316, 3823009.707024,     21327,            32,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r11.log       ,  8408526.905590,  8178932.957518,   229593.948072, 3990910.955214,     22554,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r12.log       ,  9147430.717217,  8917526.004887,   229904.712330, 4214279.637784,     23614,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r13.log       ,  9872338.398467,  9649727.371349,   222611.027118, 4370383.877093,     24665,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r14.log       , 10623783.638483, 10395664.888563,   228118.749921, 4673169.930612,     25859,            32,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r15.log       , 11342916.075138, 11122361.601843,   220554.473295, 4715845.655511,     26984,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r16.log       , 12081982.654021, 11843961.479039,   238021.174983, 4976000.748809,     27611,            32,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r17.log       , 12765708.313208, 12550437.341126,   215270.972082, 5050911.130573,     28441,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r18.log       , 13499915.818910, 13276105.181066,   223810.637844, 4977083.905223,     29711,            30,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r19.log       , 14231956.726773, 14004694.267588,   227262.459186, 5162889.162764,     30185,            30,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N600_r20.log       , 14992933.673555, 14746717.017017,   246216.656538, 5412272.410565,     31984,            32,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r2.log       ,  3039403.704506,  1765630.576307,  1273773.128199, 1367721.923730,     10285,           179,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r3.log       ,  2876939.628273,  2418647.450756,   458292.177517, 1845965.639199,      9808,            65,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r4.log       ,  3424547.360391,  3125648.850820,   298898.509570, 2277127.458780,     11650,            41,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r5.log       ,  4083520.509969,  3850254.022974,   233266.486995, 2656888.217912,     13540,            31,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r6.log       ,  4741332.364590,  4568063.893137,   173268.471453, 2901934.250909,     15105,            24,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r7.log       ,  5487667.804262,  5313066.903922,   174600.900340, 3270945.612594,     16942,            24,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r8.log       ,  6197172.660384,  6038371.624446,   158801.035938, 3497385.648328,     18233,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r9.log       ,  6938109.382383,  6780154.734533,   157954.647849, 3807847.821006,     19744,            22,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r10.log      ,  7667442.596720,  7509833.042296,   157609.554425, 4026665.410482,     21126,            21,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r11.log      ,  8408376.318883,  8253611.583341,   154764.735542, 4253098.700385,     22345,            21,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
run_2_dpr_weibull_N1000_r12.log      ,  9129995.994224,  8984119.447422,   145876.546803, 4454467.283285,     23634,            21,      0,      0,      0,      0,      0,      0,      0,      0,      0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,         0
