Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,30706,10382,41088,0.7473,1.000
Rand,22754,18334,41088,0.5538,1.766
LRU,5236,35852,41088,0.1274,3.453
Marker,17312,23776,41088,0.4213,2.290
OnlineMin,20217,20871,41088,0.492,2.010
Predict[POPU],29566,11522,41088,0.7196,1.110
PredMark[POPU],24447,16641,41088,0.595,1.603
LMarker[POPU],23513,17575,41088,0.5723,1.693
LNonMarker[POPU],24283,16805,41088,0.591,1.619
FollowerRobust[POPUState],23929,17159,41088,0.5824,1.653
PredictiveOnlineMin[POPU]-msf-100,25210,15878,41088,0.6136,1.529
RPB-OnlineMin[POPU]-msf-100-pb-0,25211,15877,41088,0.6136,1.529
RPB-OnlineMin[POPU]-msf-100-pb-1,25282,15806,41088,0.6153,1.522
RPB-OnlineMin[POPU]-msf-100-pb-2,25389,15699,41088,0.6179,1.512
RPB-OnlineMin[POPU]-msf-100-pb-4,25726,15362,41088,0.6261,1.480
RPB-OnlineMin[POPU]-msf-100-pb-8,26331,14757,41088,0.6408,1.421
RPB-OnlineMin[POPU]-msf-100-pb-16,27094,13994,41088,0.6594,1.348
RPB-OM-A[POPU]-msf-100-pb-0,25469,15619,41088,0.6199,1.504
RPB-OM-A[POPU]-msf-100-pb-1,25647,15441,41088,0.6242,1.487
RPB-OM-A[POPU]-msf-100-pb-2,25770,15318,41088,0.6272,1.475
RPB-OM-A[POPU]-msf-100-pb-4,26056,15032,41088,0.6342,1.448
RPB-OM-A[POPU]-msf-100-pb-8,26611,14477,41088,0.6477,1.394
RPB-OM-A[POPU]-msf-100-pb-16,27315,13773,41088,0.6648,1.327
RPB-OM-B[POPU]-msf-100-pb-0-c-2.0,25323,15765,41088,0.6163,1.518
RPB-OM-B[POPU]-msf-100-pb-1-c-2.0,25371,15717,41088,0.6175,1.514
RPB-OM-B[POPU]-msf-100-pb-4-c-2.0,25936,15152,41088,0.6312,1.459
RPB-OM-B[POPU]-msf-100-pb-16-c-2.0,27297,13791,41088,0.6644,1.328
RPB-OM-B[POPU]-msf-100-pb-4-c-1.5,26272,14816,41088,0.6394,1.427
RPB-OM-B[POPU]-msf-100-pb-4-c-1.2,26885,14203,41088,0.6543,1.368
"CombDet[Predict[POPU], LRU]",29564,11524,41088,0.7195,1.110
"CombineRandom[Predict[POPU], LRU]",29566,11522,41088,0.7196,1.110
