Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,4915,3725,8640,0.5689,1.000
Rand,3267,5373,8640,0.3781,1.442
LRU,3895,4745,8640,0.4508,1.274
Marker,3721,4919,8640,0.4307,1.321
OnlineMin,3149,5491,8640,0.3645,1.474
Predict[PLECO],2484,6156,8640,0.2875,1.653
PredMark[PLECO],3635,5005,8640,0.4207,1.344
LMarker[PLECO],3674,4966,8640,0.4252,1.333
LNonMarker[PLECO],3645,4995,8640,0.4219,1.341
FollowerRobust[PLECOState],3665,4975,8640,0.4242,1.336
PredictiveOnlineMin[PLECO]-msf-100,3504,5136,8640,0.4056,1.379
RPB-OnlineMin[PLECO]-msf-100-pb-0,3471,5169,8640,0.4017,1.388
RPB-OnlineMin[PLECO]-msf-100-pb-1,3494,5146,8640,0.4044,1.381
RPB-OnlineMin[PLECO]-msf-100-pb-2,3469,5171,8640,0.4015,1.388
RPB-OnlineMin[PLECO]-msf-100-pb-4,3451,5189,8640,0.3994,1.393
RPB-OnlineMin[PLECO]-msf-100-pb-8,3415,5225,8640,0.3953,1.403
RPB-OnlineMin[PLECO]-msf-100-pb-16,3377,5263,8640,0.3909,1.413
RPB-OM-A[PLECO]-msf-100-pb-0,3501,5139,8640,0.4052,1.380
RPB-OM-A[PLECO]-msf-100-pb-1,3508,5132,8640,0.406,1.378
RPB-OM-A[PLECO]-msf-100-pb-2,3471,5169,8640,0.4017,1.388
RPB-OM-A[PLECO]-msf-100-pb-4,3486,5154,8640,0.4035,1.384
RPB-OM-A[PLECO]-msf-100-pb-8,3402,5238,8640,0.3937,1.406
RPB-OM-A[PLECO]-msf-100-pb-16,3364,5276,8640,0.3894,1.416
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,3523,5117,8640,0.4078,1.374
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,3490,5150,8640,0.4039,1.383
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,3504,5136,8640,0.4056,1.379
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,3367,5273,8640,0.3897,1.416
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,3481,5159,8640,0.4029,1.385
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,3438,5202,8640,0.3979,1.397
"CombDet[Predict[PLECO], LRU]",3764,4876,8640,0.4356,1.309
"CombineRandom[Predict[PLECO], LRU]",2662,5978,8640,0.3081,1.605
