Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,11039,79393,90432,0.1221,1.000
Rand,3640,86792,90432,0.0403,1.093
LRU,2601,87831,90432,0.0288,1.106
Marker,3677,86755,90432,0.0407,1.093
OnlineMin,3462,86970,90432,0.0383,1.095
Predict[PLECO],314,90118,90432,0.0035,1.135
PredMark[PLECO],4245,86187,90432,0.0469,1.086
LMarker[PLECO],4245,86187,90432,0.0469,1.086
LNonMarker[PLECO],4001,86431,90432,0.0442,1.089
FollowerRobust[PLECOState],3777,86655,90432,0.0418,1.091
PredictiveOnlineMin[PLECO]-msf-100,1070,89362,90432,0.0118,1.126
RPB-OnlineMin[PLECO]-msf-100-pb-0,1104,89328,90432,0.0122,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-1,1098,89334,90432,0.0121,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-2,1104,89328,90432,0.0122,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-4,1098,89334,90432,0.0121,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-8,1085,89347,90432,0.012,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-16,1081,89351,90432,0.012,1.125
RPB-OM-A[PLECO]-msf-100-pb-0,1099,89333,90432,0.0122,1.125
RPB-OM-A[PLECO]-msf-100-pb-1,1102,89330,90432,0.0122,1.125
RPB-OM-A[PLECO]-msf-100-pb-2,1070,89362,90432,0.0118,1.126
RPB-OM-A[PLECO]-msf-100-pb-4,1104,89328,90432,0.0122,1.125
RPB-OM-A[PLECO]-msf-100-pb-8,1100,89332,90432,0.0122,1.125
RPB-OM-A[PLECO]-msf-100-pb-16,1100,89332,90432,0.0122,1.125
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,1088,89344,90432,0.012,1.125
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,1093,89339,90432,0.0121,1.125
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,1094,89338,90432,0.0121,1.125
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,1093,89339,90432,0.0121,1.125
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,1082,89350,90432,0.012,1.125
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,1075,89357,90432,0.0119,1.126
"CombDet[Predict[PLECO], LRU]",2458,87974,90432,0.0272,1.108
"CombineRandom[Predict[PLECO], LRU]",594,89838,90432,0.0066,1.132
