Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,24274,73486,97760,0.2483,1.000
Rand,2125,95635,97760,0.0217,1.301
LRU,0,97760,97760,0.0,1.330
Marker,21,97739,97760,0.0002,1.330
OnlineMin,1829,95931,97760,0.0187,1.305
Predict[PLECO],463,97297,97760,0.0047,1.324
PredMark[PLECO],113,97647,97760,0.0012,1.329
LMarker[PLECO],113,97647,97760,0.0012,1.329
LNonMarker[PLECO],116,97644,97760,0.0012,1.329
FollowerRobust[PLECOState],615,97145,97760,0.0063,1.322
PredictiveOnlineMin[PLECO]-msf-100,10604,87156,97760,0.1085,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-0,10602,87158,97760,0.1084,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-1,10604,87156,97760,0.1085,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-2,10600,87160,97760,0.1084,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-4,10596,87164,97760,0.1084,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-8,10590,87170,97760,0.1083,1.186
RPB-OnlineMin[PLECO]-msf-100-pb-16,10587,87173,97760,0.1083,1.186
RPB-OM-A[PLECO]-msf-100-pb-0,10594,87166,97760,0.1084,1.186
RPB-OM-A[PLECO]-msf-100-pb-1,10595,87165,97760,0.1084,1.186
RPB-OM-A[PLECO]-msf-100-pb-2,10600,87160,97760,0.1084,1.186
RPB-OM-A[PLECO]-msf-100-pb-4,10596,87164,97760,0.1084,1.186
RPB-OM-A[PLECO]-msf-100-pb-8,10600,87160,97760,0.1084,1.186
RPB-OM-A[PLECO]-msf-100-pb-16,10593,87167,97760,0.1084,1.186
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,10607,87153,97760,0.1085,1.186
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,10605,87155,97760,0.1085,1.186
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,10611,87149,97760,0.1085,1.186
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,10609,87151,97760,0.1085,1.186
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,10605,87155,97760,0.1085,1.186
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,10600,87160,97760,0.1084,1.186
"CombDet[Predict[PLECO], LRU]",463,97297,97760,0.0047,1.324
"CombineRandom[Predict[PLECO], LRU]",463,97297,97760,0.0047,1.324
