Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,30706,10382,41088,0.7473,1.000
Rand,22787,18301,41088,0.5546,1.763
LRU,5236,35852,41088,0.1274,3.453
Marker,17491,23597,41088,0.4257,2.273
OnlineMin,19934,21154,41088,0.4852,2.038
Predict[PLECO],27297,13791,41088,0.6644,1.328
PredMark[PLECO],25554,15534,41088,0.6219,1.496
LMarker[PLECO],25336,15752,41088,0.6166,1.517
LNonMarker[PLECO],24110,16978,41088,0.5868,1.635
FollowerRobust[PLECOState],21604,19484,41088,0.5258,1.877
PredictiveOnlineMin[PLECO]-msf-100,29524,11564,41088,0.7186,1.114
RPB-OnlineMin[PLECO]-msf-100-pb-0,29524,11564,41088,0.7186,1.114
RPB-OnlineMin[PLECO]-msf-100-pb-1,29553,11535,41088,0.7193,1.111
RPB-OnlineMin[PLECO]-msf-100-pb-2,29586,11502,41088,0.7201,1.108
RPB-OnlineMin[PLECO]-msf-100-pb-4,29627,11461,41088,0.7211,1.104
RPB-OnlineMin[PLECO]-msf-100-pb-8,29652,11436,41088,0.7217,1.102
RPB-OnlineMin[PLECO]-msf-100-pb-16,29678,11410,41088,0.7223,1.099
RPB-OM-A[PLECO]-msf-100-pb-0,29578,11510,41088,0.7199,1.109
RPB-OM-A[PLECO]-msf-100-pb-1,29595,11493,41088,0.7203,1.107
RPB-OM-A[PLECO]-msf-100-pb-2,29604,11484,41088,0.7205,1.106
RPB-OM-A[PLECO]-msf-100-pb-4,29630,11458,41088,0.7211,1.104
RPB-OM-A[PLECO]-msf-100-pb-8,29665,11423,41088,0.722,1.100
RPB-OM-A[PLECO]-msf-100-pb-16,29683,11405,41088,0.7224,1.099
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,29534,11554,41088,0.7188,1.113
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,29574,11514,41088,0.7198,1.109
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,29645,11443,41088,0.7215,1.102
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,29680,11408,41088,0.7224,1.099
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,29659,11429,41088,0.7218,1.101
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,29680,11408,41088,0.7224,1.099
"CombDet[Predict[PLECO], LRU]",27290,13798,41088,0.6642,1.329
"CombineRandom[Predict[PLECO], LRU]",27224,13864,41088,0.6626,1.335
