Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,9348,18396,27744,0.3369,1.000
Rand,1281,26463,27744,0.0462,1.439
LRU,0,27744,27744,0.0,1.508
Marker,321,27423,27744,0.0116,1.491
OnlineMin,1685,26059,27744,0.0607,1.417
Predict[PLECO],1075,26669,27744,0.0387,1.450
PredMark[PLECO],829,26915,27744,0.0299,1.463
LMarker[PLECO],829,26915,27744,0.0299,1.463
LNonMarker[PLECO],823,26921,27744,0.0297,1.463
FollowerRobust[PLECOState],819,26925,27744,0.0295,1.464
PredictiveOnlineMin[PLECO]-msf-100,4245,23499,27744,0.153,1.277
RPB-OnlineMin[PLECO]-msf-100-pb-0,4264,23480,27744,0.1537,1.276
RPB-OnlineMin[PLECO]-msf-100-pb-1,4244,23500,27744,0.153,1.277
RPB-OnlineMin[PLECO]-msf-100-pb-2,4269,23475,27744,0.1539,1.276
RPB-OnlineMin[PLECO]-msf-100-pb-4,4220,23524,27744,0.1521,1.279
RPB-OnlineMin[PLECO]-msf-100-pb-8,4210,23534,27744,0.1517,1.279
RPB-OnlineMin[PLECO]-msf-100-pb-16,4316,23428,27744,0.1556,1.274
RPB-OM-A[PLECO]-msf-100-pb-0,4239,23505,27744,0.1528,1.278
RPB-OM-A[PLECO]-msf-100-pb-1,4247,23497,27744,0.1531,1.277
RPB-OM-A[PLECO]-msf-100-pb-2,4213,23531,27744,0.1519,1.279
RPB-OM-A[PLECO]-msf-100-pb-4,4228,23516,27744,0.1524,1.278
RPB-OM-A[PLECO]-msf-100-pb-8,4195,23549,27744,0.1512,1.280
RPB-OM-A[PLECO]-msf-100-pb-16,4257,23487,27744,0.1534,1.277
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,4281,23463,27744,0.1543,1.275
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,4223,23521,27744,0.1522,1.279
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,4217,23527,27744,0.152,1.279
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,4279,23465,27744,0.1542,1.276
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,4191,23553,27744,0.1511,1.280
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,4224,23520,27744,0.1522,1.279
"CombDet[Predict[PLECO], LRU]",1075,26669,27744,0.0387,1.450
"CombineRandom[Predict[PLECO], LRU]",1075,26669,27744,0.0387,1.450
