Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,16938,4022,20960,0.8081,1.000
Rand,12259,8701,20960,0.5849,2.163
LRU,13375,7585,20960,0.6381,1.886
Marker,13216,7744,20960,0.6305,1.925
OnlineMin,12775,8185,20960,0.6095,2.035
Predict[PLECO],10803,10157,20960,0.5154,2.525
PredMark[PLECO],12997,7963,20960,0.6201,1.980
LMarker[PLECO],13054,7906,20960,0.6228,1.966
LNonMarker[PLECO],12905,8055,20960,0.6157,2.003
FollowerRobust[PLECOState],12921,8039,20960,0.6165,1.999
PredictiveOnlineMin[PLECO]-msf-100,12999,7961,20960,0.6202,1.979
RPB-OnlineMin[PLECO]-msf-100-pb-0,12955,8005,20960,0.6181,1.990
RPB-OnlineMin[PLECO]-msf-100-pb-1,12972,7988,20960,0.6189,1.986
RPB-OnlineMin[PLECO]-msf-100-pb-2,12964,7996,20960,0.6185,1.988
RPB-OnlineMin[PLECO]-msf-100-pb-4,12932,8028,20960,0.617,1.996
RPB-OnlineMin[PLECO]-msf-100-pb-8,12861,8099,20960,0.6136,2.014
RPB-OnlineMin[PLECO]-msf-100-pb-16,12918,8042,20960,0.6163,2.000
RPB-OM-A[PLECO]-msf-100-pb-0,12958,8002,20960,0.6182,1.990
RPB-OM-A[PLECO]-msf-100-pb-1,12961,7999,20960,0.6184,1.989
RPB-OM-A[PLECO]-msf-100-pb-2,12945,8015,20960,0.6176,1.993
RPB-OM-A[PLECO]-msf-100-pb-4,12941,8019,20960,0.6174,1.994
RPB-OM-A[PLECO]-msf-100-pb-8,12881,8079,20960,0.6146,2.009
RPB-OM-A[PLECO]-msf-100-pb-16,12913,8047,20960,0.6161,2.001
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,12942,8018,20960,0.6175,1.994
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,12956,8004,20960,0.6181,1.990
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,12941,8019,20960,0.6174,1.994
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,12913,8047,20960,0.6161,2.001
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,12879,8081,20960,0.6145,2.009
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,12777,8183,20960,0.6096,2.035
"CombDet[Predict[PLECO], LRU]",13265,7695,20960,0.6329,1.913
"CombineRandom[Predict[PLECO], LRU]",11266,9694,20960,0.5375,2.410
