Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,29461,39979,69440,0.4243,1.000
Rand,12316,57124,69440,0.1774,1.429
LRU,14191,55249,69440,0.2044,1.382
Marker,14041,55399,69440,0.2022,1.386
OnlineMin,10847,58593,69440,0.1562,1.466
Predict[PLECO],6832,62608,69440,0.0984,1.566
PredMark[PLECO],14045,55395,69440,0.2023,1.386
LMarker[PLECO],14094,55346,69440,0.203,1.384
LNonMarker[PLECO],13750,55690,69440,0.198,1.393
FollowerRobust[PLECOState],13866,55574,69440,0.1997,1.390
PredictiveOnlineMin[PLECO]-msf-100,10981,58459,69440,0.1581,1.462
RPB-OnlineMin[PLECO]-msf-100-pb-0,10995,58445,69440,0.1583,1.462
RPB-OnlineMin[PLECO]-msf-100-pb-1,11032,58408,69440,0.1589,1.461
RPB-OnlineMin[PLECO]-msf-100-pb-2,11049,58391,69440,0.1591,1.461
RPB-OnlineMin[PLECO]-msf-100-pb-4,11101,58339,69440,0.1599,1.459
RPB-OnlineMin[PLECO]-msf-100-pb-8,11021,58419,69440,0.1587,1.461
RPB-OnlineMin[PLECO]-msf-100-pb-16,11012,58428,69440,0.1586,1.461
RPB-OM-A[PLECO]-msf-100-pb-0,10984,58456,69440,0.1582,1.462
RPB-OM-A[PLECO]-msf-100-pb-1,10960,58480,69440,0.1578,1.463
RPB-OM-A[PLECO]-msf-100-pb-2,11027,58413,69440,0.1588,1.461
RPB-OM-A[PLECO]-msf-100-pb-4,10999,58441,69440,0.1584,1.462
RPB-OM-A[PLECO]-msf-100-pb-8,11055,58385,69440,0.1592,1.460
RPB-OM-A[PLECO]-msf-100-pb-16,10973,58467,69440,0.158,1.462
RPB-OM-B[PLECO]-msf-100-pb-0-c-2.0,11059,58381,69440,0.1593,1.460
RPB-OM-B[PLECO]-msf-100-pb-1-c-2.0,11017,58423,69440,0.1587,1.461
RPB-OM-B[PLECO]-msf-100-pb-4-c-2.0,10967,58473,69440,0.1579,1.463
RPB-OM-B[PLECO]-msf-100-pb-16-c-2.0,11017,58423,69440,0.1587,1.461
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.5,11028,58412,69440,0.1588,1.461
RPB-OM-B[PLECO]-msf-100-pb-4-c-1.2,11101,58339,69440,0.1599,1.459
"CombDet[Predict[PLECO], LRU]",13834,55606,69440,0.1992,1.391
"CombineRandom[Predict[PLECO], LRU]",9596,59844,69440,0.1382,1.497
