algorithm,seed,max_evals,evaluations,best_noisy,post_true,post_return_mean,post_loss_median,post_loss_cvar20
CMA-ES-sep,18,328,328,541.719602180306,1119.6876797446869,-1119.6876797446869,1105.2891747397362,1598.0868945832497
CMA-ES-sep,19,328,328,682.998921106591,782.4774539318082,-782.4774539318082,676.1039342220015,1148.4918631734906
CMA-ES-sep,20,328,328,856.1018301312033,1096.2310185612773,-1096.2310185612773,1183.897037026169,1347.1007695019591
CMA-ES-sep,21,328,328,520.7392501363972,1027.5866353551796,-1027.5866353551796,1196.4917960101666,1500.034781304103
CMA-ES-sep,22,328,328,535.3580847907316,1190.1507161081797,-1190.1507161081797,1193.9159696546446,1335.6993485000885
CMA-ES-sep,23,328,328,755.7304659402337,855.1449037745722,-855.1449037745722,852.5790523439556,1384.6041929011503
CMA-ES-sep,24,328,328,774.5641624615844,1108.4994427636557,-1108.4994427636557,1094.0300581847969,1320.1946327943929
CMA-ES-sep,25,328,328,0.2856403751553981,1124.3165864941536,-1124.3165864941536,1358.8592040330818,1502.7368830564521
CMA-ES-sep,26,328,328,645.486952330061,1231.1254877608576,-1231.1254877608576,1175.3220593098467,1472.12775612029
CMA-ES-sep,27,328,328,743.9498985860721,1051.8754143933727,-1051.8754143933727,1074.9013584680993,1486.1755315720718
CMA-ES-sep,28,328,328,825.1592569536446,1083.740240422854,-1083.740240422854,1058.0548814404708,1477.6906402097472
CMA-ES-sep,29,328,328,0.39978046557475927,841.9389259006391,-841.9389259006391,1106.0808374405922,1325.6508063999524
CMA-ES-sep,30,328,328,12.489616760745983,970.3632608861361,-970.3632608861361,979.4650029242598,1095.6323709369694
CMA-ES-sep,31,328,328,812.7291091524585,1105.2759243630233,-1105.2759243630233,1042.0093088453698,1380.680471770769
CMA-ES-sep,32,328,328,950.6549211475328,1081.898789209124,-1081.898789209124,1030.4432283043236,1414.5658726941174
CMA-ES-sep,33,328,328,0.7452071932097157,1095.9167747742104,-1095.9167747742104,1016.8343503311312,1479.382931826346
CMA-ES-sep,34,328,328,2.5630926645664323,1130.0062994759937,-1130.0062994759937,1077.4922113150424,1437.4418574224278
CMA-ES-sep,35,328,328,6.344123427426925,1003.8002904214662,-1003.8002904214662,1013.2256969210171,1286.7179086831022
CMA-ES-sep,36,328,328,594.8417940044227,811.0445276546046,-811.0445276546046,773.6067547147387,933.6780674176659
CMA-ES-sep,37,328,328,672.7375461003242,1202.0978289997372,-1202.0978289997372,1187.876977683565,1506.0839058956701
CMA-ES-sep,38,328,328,642.4740405611216,913.4206104762264,-913.4206104762264,741.3917057794245,1481.5378740541635
CMA-ES-sep,39,328,328,829.1619322676856,801.2074799628426,-801.2074799628426,788.2675435027611,1015.9570352335497
CMA-ES-sep,40,328,328,542.0163591953049,1015.759353808113,-1015.759353808113,1035.684403362209,1123.8454348469797
CMA-ES-sep,41,328,328,626.3024490260433,1020.5420450984404,-1020.5420450984404,944.4304439927914,1499.4979807006114
CMA-ES-sep,42,328,328,399.3157804944968,1008.2685734273884,-1008.2685734273884,1061.6980923828528,1501.9835321009332
CMA-ES-sep,43,328,328,738.610575075218,942.2779395534748,-942.2779395534748,1040.5423111205937,1203.8252984290323
CMA-ES-sep,44,328,328,747.0717074276398,1136.2945421498362,-1136.2945421498362,1151.011254921579,1297.0364146348131
CMA-ES-sep,45,328,328,12.26280436062476,1049.7556525082584,-1049.7556525082584,1159.9475663360258,1234.8800396361255
CMA-ES-sep,46,328,328,809.029021834145,1145.7829207212126,-1145.7829207212126,1129.5971425059047,1246.4493655565425
CMA-ES-sep,47,328,328,125.36197220402158,824.2413744833314,-824.2413744833314,1033.5726543573464,1495.0978839515597
CMA-ES-sep,48,328,328,519.7025153399131,719.1338150379431,-719.1338150379431,518.3554096121815,1477.6002598610326
CMA-ES-sep,49,328,328,627.2386801845424,1072.3955111986324,-1072.3955111986324,1127.1182051276096,1222.401112947468
CMA-ES-sep,50,328,328,814.4780119044497,1080.470414941637,-1080.470414941637,1114.8799180707658,1197.940821339225
