dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
227_cpu_small_sample_6552,985772,0.0007342938858389416,0.0007275279923473205,-0.9214149296491814,0.009765625,True,"[9, 5, 10]"
227_cpu_small_sample_6552,305711,0.0006962128554147442,0.0006752704080251654,-3.008052383218799,0.0009765625,True,"[11, 9, 5]"
227_cpu_small_sample_6552,435829,0.0006768406761654263,0.0006625414480852102,-2.112643135047229,0.0009765625,True,"[9, 5, 3, 2]"
227_cpu_small_sample_6552,117952,0.0007502308650241563,0.0007083611476902792,-5.580911061627541,0.0009765625,True,"[9, 5]"
227_cpu_small_sample_6552,963395,0.0006898730071559986,0.0006532904471142238,-5.302796262834857,0.0009765625,True,"[11, 9, 5, 3, 2]"
227_cpu_small_sample_6552,152315,0.0009371243638697876,0.0006953303356396032,-25.801701199157108,0.0029296875,True,"[11, 9]"
227_cpu_small_sample_6552,882371,0.0006936460774502991,0.0006935959558368928,-0.007225819482835961,0.0009765625,True,"[11, 9, 5]"
227_cpu_small_sample_6552,359783,0.0007847120676587116,0.0007429748988490558,-5.3187876840207,0.0009765625,True,"[11, 9]"
227_cpu_small_sample_6552,304137,0.0007532575918384957,0.0007496224567715032,-0.4825885734679473,0.0009765625,True,"[11, 9]"
227_cpu_small_sample_6552,122579,0.0006831971916502991,0.0006744552294548695,-1.2795664710378756,0.013671875,True,"[11, 9, 5]"
227_cpu_small_sample_6552,610581,0.0006875020630134775,0.0006740681356485706,-1.9540199350126892,0.0009765625,True,"[11, 9, 5]"
227_cpu_small_sample_6552,448242,0.000683123521500329,0.0006369018141839858,-6.766229804944723,0.001953125,True,"[11, 9, 3]"
227_cpu_small_sample_6552,374564,0.0006503671782751571,0.0006422293743310629,-1.25126301202292,0.0029296875,True,"[11, 9, 5, 3, 2]"
227_cpu_small_sample_6552,735831,0.0007345668256209626,0.0007463488523523075,1.6039421221323213,0.4609375,False,"[11, 9, 5]"
227_cpu_small_sample_6552,736326,0.0007356529028558136,0.0007078419331415294,-3.7804472199214714,0.0009765625,True,"[11, 9, 5, 3]"
