n_agents,mse,relative_mse
144,0.0018752932467679256,36.93281498857139
196,0.005077580052720657,100.0
256,0.02247998780050864,442.7303472736676
324,0.03812451256036757,750.8402066441038
400,0.07134385794818299,1405.0759851625714
484,0.09869594054364494,1943.7594192288889
576,0.1323151627568649,2605.8705403564854
676,0.15810711464021365,3113.8281031235947
784,0.3875943466645707,7633.446300012362
900,0.366508301327658,7218.168842680804
1024,0.5178671496585103,10199.093747050389
