"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.0201319697393195,0,5.66882533299061e-06,9.10938393521116e-26,0,4.07342163140277e-86,1.27385363018578e-38,0,1.42521731248764e-160,0.00905251085492775,0,0,1.97250793624321e-132,0,5.44693061026298e-54,0,0.00491693290350432,0,1.7032154388899e-91,9.43044071867866e-05,0,1.28992149896183e-139,4.34496659975903e-57,0,8.17482724010363e-202,1.03801516309909e-106,3.19765633062731e-11,8.94249206333669e-64,0.0589174287810052,1.65307061983517e-166,0,0.633980924243281,9.20331312696015e-46,0
0.020131969739347,NA,1.57509970934571e-191,0,0,0,4.15552753459461e-241,3.48608326722601e-11,2.72755154566535e-80,1.13162061217985e-40,2.51935709978223e-09,1.33978989455643e-67,8.49066817597359e-130,0.0143261598687529,0,0,0,9.56201091929639e-233,4.39904009428763e-55,1.41138168324769e-97,1.15758729322308e-26,2.96397269980431e-264,6.0511239907832e-125,0,0,3.50657416275239e-310,1.27887750772684e-199,1.01714208001e-09,2.45676834856688e-94,0.0169121478042071,1.06552811210905e-48,3.69424131706147e-102,2.33056994200702e-73,1.21888450681154e-173,0
0,1.57509970933677e-191,NA,1.55983203334503e-30,6.25133465528531e-65,2.34149368409647e-44,1.90617694131259e-08,1.25290467545876e-51,1.61397832866611e-84,0.00711159321919684,0.335879145894792,8.9327811676231e-78,4.03383782402897e-128,7.79736424823222e-50,1.36867838327142e-31,1.5884062457995e-05,4.11210069480798e-27,1.40526481800094e-175,0.000465333998877619,1.11668386067526e-34,7.99307263237717e-137,2.82023905526784e-08,1.34808663227474e-08,1.14970508083565e-314,2.5186147153571e-10,9.02314359840822e-75,1.69708095532959e-17,9.87698715966845e-09,8.70151554276638e-47,3.69961706735636e-117,1.13876470978306e-60,0,3.36563354363701e-208,0.526533539904175,2.45459109703838e-86
5.66882533300136e-06,0,1.55983203334131e-30,NA,0,0,0,1.05754147933031e-36,1.22035416946795e-29,1.04862647980843e-18,2.71952450154469e-05,2.42332933210446e-06,1.27255353966621e-06,7.37925923021565e-16,2.089791689903e-57,0,0,0.00397140211379293,0,0,1.5256759052495e-243,0,0,0,0,0,0,2.36106423133281e-43,0,0,0,7.42758777998141e-11,2.39601242077115e-142,0,0
9.10938393523224e-26,0,6.25133465530503e-65,0,NA,0,0,3.04515882399352e-49,2.85980957360655e-49,1.88995711282202e-08,3.25839570182689e-07,0.00514411029140081,0.010896357244628,1.00585416141562e-10,1.39110654755627e-48,0,0,0.272932562378985,0,0,1.17910319631453e-162,0,0,0,0,0,0,1.4033586957989e-45,0,0,0,1.95414944380402e-09,8.49859217597583e-92,0,0
0,0,2.34149368409437e-44,0,0,NA,0,0,0,0,0.000390445484572763,0,0,2.92457641574581e-96,1.93651051741127e-10,5.2758372141739e-269,0,1.94172438628077e-135,0,0,8.94666143397522e-105,0,0,0,0,0,0,1.21920356556445e-18,0,8.53032361863503e-36,0,1.66082235414918e-138,7.4030655525306e-271,0,0
4.07342163143016e-86,4.15552753449465e-241,1.90617694130936e-08,0,0,0,NA,0,2.27938513573569e-135,0,7.79360707051409e-05,3.64403831578259e-44,4.85312446694278e-43,1.87648410250422e-09,2.39408807482278e-15,4.15938639719416e-184,0,2.56620739572364e-23,0,0,8.93502692751438e-19,0,0,0,0,0,0,2.06582706775229e-35,0,2.41077841641828e-151,0,1.7513846225533e-85,0.212242079197831,0,0
1.27385363019279e-38,3.48608326721767e-11,1.25290467545794e-51,1.0575414793261e-36,3.04515882398062e-49,0,0,NA,2.18186134193183e-16,6.81251929172771e-193,0.516749702860385,1.84443095455416e-17,3.51497821990406e-39,5.0304702226075e-12,4.20846422325522e-07,1.42625474390123e-63,0,9.05813492374107e-89,0,0,0,0,0,0,1.92559264044964e-297,0,0,2.48566039701022e-06,7.971089188796e-212,1.39286750652455e-289,2.19159688755972e-273,0.0215177073307655,0,0,0
0,2.72755154565853e-80,1.61397832866465e-84,1.22035416946581e-29,2.8598095736009e-49,0,2.27938513573247e-135,2.18186134193132e-16,NA,2.92004411896722e-141,0.122140328289816,0,0,2.25006908333787e-75,2.39625882774719e-05,1.10827003391967e-67,0,4.14476549466087e-06,1.57112875377516e-321,3.8267216727922e-148,3.29172875051002e-06,1.00535543507184e-158,2.06667504376101e-167,5.1197449758141e-108,5.25168855510797e-284,4.86537845846776e-238,2.79973040176499e-216,0.144182023030267,3.40477048055978e-32,4.84487026984295e-35,1.50030158903055e-135,3.10314193128109e-119,2.5771845483669e-40,1.09681370776252e-53,2.44664753856678e-283
1.42521731248312e-160,1.13162061217701e-40,0.00711159321919651,1.04862647981111e-18,1.88995711282502e-08,0,0,6.81251929172269e-193,2.92004411896406e-141,NA,0.0478871073548091,0,0,1.13847007584772e-141,3.71712371675572e-94,1.21708097516803e-06,1.13142299969431e-169,6.94840510332267e-103,0,0,4.82318747610332e-250,3.65354172092544e-206,0,0,6.72363716298483e-275,0,0,0.0277751062480332,3.16497556637658e-24,0,1.02642683723493e-06,2.44799020745089e-93,0,8.27149771491613e-69,4.80573702197511e-177
0.00905251085492862,2.51935709978186e-09,0.335879145894792,2.71952450154456e-05,3.25839570182675e-07,0.000390445484572786,7.79360707051439e-05,0.516749702860378,0.122140328289816,0.0478871073548078,NA,0.0592042328857501,0.000295530450744961,0.769706557918461,0.19786357310017,0.205228066862212,6.26694922408695e-06,0.122552976386014,2.06010338083207e-05,0.00885694045407959,0.27081267084685,3.03076118719558e-05,0.00220553595055694,0.00240634825562013,0.00875438414348498,1.83258668490472e-05,0.122766414592454,0.0544412340720963,0.00168720070434719,0.588168436274579,0.0258016068877684,0.598668245274123,0.0184939257338777,0.0476758547973714,0.000232541968857123
0,1.33978989454797e-67,8.93278116765697e-78,2.42332933211161e-06,0.00514411029139224,0,3.64403831577025e-44,1.84443095455221e-17,0,0,0.0592042328857489,NA,0,1.20771878310255e-224,0.0163200041955638,8.64153190952269e-98,0,3.11498275778316e-88,0,5.85031152542828e-287,4.91107418455027e-152,0,0,0,0,0,0,0.000629685873920462,3.01591918120671e-13,3.1801139610365e-210,1.66000657777096e-27,0,5.56644999949303e-190,8.19223266980459e-10,0
0,8.49066817591866e-130,4.0338378240352e-128,1.27255353967028e-06,0.0108963572446108,0,4.85312446692419e-43,3.51497821989624e-39,0,0,0.000295530450744945,0,NA,0,0.398279616576825,2.95125025067314e-54,0,1.44859854875519e-90,0,3.47382269675166e-282,2.1105497898589e-156,0,0,0,0,0,0,0.000433592219030251,1.97403354486847e-15,1.7462229629369e-172,1.17578543752753e-34,0,3.95046713234158e-154,9.25702843244816e-11,0
1.97250793624286e-132,0.0143261598687557,7.79736424823986e-50,7.37925923022809e-16,1.00585416141724e-10,2.92457641574147e-96,1.876484102503e-09,5.03047022260637e-12,2.25006908333772e-75,1.13847007584721e-141,0.769706557918458,1.20771878310173e-224,0,NA,0.392645458383461,6.70848501162451e-19,8.66551055559132e-45,1.47459721988915e-15,2.81793342317605e-119,1.72858036931201e-58,5.1097485272686e-45,9.81391087054754e-51,1.75239240813037e-67,5.18299408183004e-41,1.78560267754103e-108,2.40338055855069e-97,2.17910245443812e-105,0.39070085260293,0.694140491759133,1.01660624587672e-32,3.64887186176379e-07,2.16435527654235e-42,9.71331123238731e-34,0.146510519182203,8.10023157558385e-49
0,0,1.36867838327127e-31,2.08979168991449e-57,1.3911065475615e-48,1.93651051741354e-10,2.3940880748181e-15,4.20846422325003e-07,2.39625882774781e-05,3.71712371676144e-94,0.197863573100166,0.0163200041955697,0.398279616576852,0.392645458383469,NA,4.27178960585472e-14,0.00118047747809816,1.78455894426468e-35,0.000127123583836002,3.18154116928351e-09,0.00788397396685946,3.17382195464699e-104,7.35605519004017e-05,0.00664041844723666,3.98136273526838e-39,7.01554254931892e-06,3.35503190797208e-141,0.357598119026623,0.799880457471076,6.05925032146417e-120,5.18107819212749e-24,6.51608566279372e-05,2.16780678888706e-74,7.10780655660537e-14,1.98734306389958e-152
