"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.0615127328834128,0,2.08603183107094e-07,1.06972107420506e-28,0,9.42111592582631e-90,1.1933697036877e-51,0,9.46422858092774e-168,0.00575939278776869,0,0,3.99558700014913e-137,0,8.5241279498409e-69,0,0.000611318124784525,0,2.15847087734164e-105,0.00155279027633667,0,7.73608257106495e-148,2.2310297256525e-61,0,4.74483174243986e-220,1.46212490385548e-119,7.97910467643025e-12,1.72566726675851e-72,0.000922760534060622,4.5006270887193e-167,0,0.717832881710645,8.35534277889504e-48,0
0.0615127328833301,NA,2.73427586599152e-226,0,0,1.08623703190319e-290,1.60027650063458e-197,7.15332075240501e-07,2.85920372166015e-81,1.22272532948609e-35,3.80107577159423e-06,1.5339217054876e-63,5.18538488766819e-116,0.00028911572063624,0,0,0,1.11155089819869e-229,7.62641776095267e-36,3.38158390241623e-76,7.65781069505705e-33,3.63206651176637e-210,3.59977803981531e-93,0,0,8.39453273126456e-292,3.86231945334769e-180,5.09133860960936e-08,4.62986694970032e-81,0.67627890400615,1.74652000546816e-43,9.4769083192029e-114,7.82854622868165e-102,1.82520493282106e-155,0
0,2.73427586596154e-226,NA,3.25087010421178e-31,2.30130170138065e-68,1.71572354287905e-40,6.40477255684943e-06,3.05659647232948e-47,2.26534632154938e-88,0.0258447841346232,0.0620528077663834,2.93353684346842e-115,6.18929926018693e-155,2.69328620741911e-48,2.39362115633379e-17,4.5334233640471e-08,3.60407106839e-29,1.68152855377967e-173,3.07475428600238e-09,2.80436438878686e-26,2.20896609796679e-144,0.00234818914257692,1.37310669473534e-15,2.95979980437397e-299,5.44278600041131e-22,1.86598702151895e-69,3.38960698489143e-21,1.04702749745451e-10,2.24162362818945e-57,1.02999460706397e-129,1.94418772571401e-58,0,6.80089268424395e-224,0.0748905585919179,1.25539614861311e-95
2.08603183106495e-07,0,3.25087010421212e-31,NA,0,0,0,1.23608928310274e-34,1.37527158658111e-28,5.36868474720118e-17,0.000255821025792484,0.0143394685421507,7.50590922469553e-08,3.90215991068078e-24,2.79104062808177e-65,0,0,4.61954027813447e-05,0,0,4.53776653750034e-244,0,0,0,0,0,0,3.73140319728824e-39,0,0,0,1.61230907070652e-08,4.5845348584752e-115,0,0
1.06972107419804e-28,0,2.30130170137405e-68,0,NA,0,0,2.26369799429538e-45,6.97767333683091e-46,1.30414972588281e-06,3.70340235821364e-05,3.68050313279392e-06,0.087211885974742,9.14373623643073e-17,5.85921650358304e-55,0,0,0.517770704587786,0,0,6.92317023529135e-164,0,0,0,0,0,0,7.16636048791879e-40,0,0,0,1.29842728492011e-07,3.8817548860592e-71,0,0
0,1.0862370319288e-290,1.71572354287611e-40,0,0,NA,0,0,0,0,0.411873927819987,0,0,8.49601964178936e-94,9.94422591581637e-06,2.03741461668249e-268,0,4.16390472580556e-101,0,0,2.55816176931732e-100,0,0,0,0,0,0,4.45155356314523e-14,0,4.32137631440606e-38,0,3.51853403088027e-132,1.23879833985428e-265,0,0
9.42111592579059e-90,1.6002765006508e-197,6.40477255685847e-06,0,0,0,NA,0,1.83094909849886e-145,0,0.0421648879445662,4.7093091613111e-43,3.88807901666083e-36,9.23298387762132e-11,6.55703204741736e-18,1.04638145138102e-185,0,3.70943539472941e-18,0,0,1.1707940249652e-21,0,0,0,0,0,0,3.53691155042397e-28,0,1.23749385731531e-140,0,1.59399962107067e-82,0.125426959353287,0,0
1.19336970368754e-51,7.15332075242332e-07,3.05659647234051e-47,1.2360892831102e-34,2.26369799431212e-45,0,0,NA,1.08684806636257e-13,2.02066196273164e-197,0.000232837420245231,1.27416077968648e-18,3.43574495183004e-38,1.21601378448009e-12,9.43592731172447e-12,3.15019962474483e-60,4.98018171007977e-321,2.7355222651364e-69,0,0,5.860843941292e-316,0,0,0,2.77516486050546e-270,0,0,9.21542339902024e-05,1.09745587944229e-214,3.69986012769996e-306,3.51645928753824e-305,9.93659708231504e-06,0,0,0
0,2.85920372166599e-81,2.26534632155613e-88,1.37527158658545e-28,6.97767333685818e-46,0,1.83094909850103e-145,1.08684806636235e-13,NA,4.73971258751783e-171,0.66527533393315,0,0,8.05173149895901e-74,1.85631935470971e-09,6.43147683204996e-57,8.393963250518e-311,3.45058824503918e-05,0,2.51819835360308e-167,3.63170112265528e-07,1.18151609792273e-164,1.43475055907837e-180,3.74036051375976e-108,7.8922797594824e-282,1.38291242956604e-231,4.08946182965273e-226,0.00207127386855614,7.89899381453238e-28,2.72269023735475e-38,5.54049706442449e-108,1.55057456128273e-97,1.31924647360998e-43,2.20861183610936e-56,1.78769719311455e-257
9.46422858094633e-168,1.2227253294904e-35,0.0258447841346287,5.36868474718466e-17,1.30414972588029e-06,0,0,2.02066196273595e-197,4.73971258752347e-171,NA,0.000728154307007052,0,0,1.356066785946e-124,5.48237622201552e-98,4.8675752210249e-13,3.20878337285313e-183,3.50908563874804e-76,0,0,1.68022652729815e-253,9.55000065053033e-216,6.43086571681456e-314,0,2.02953702414489e-278,0,0,0.308661505824923,1.11242793102479e-20,0,8.08850222090443e-10,1.31158916857516e-89,0,5.89946277042884e-81,3.62017637497661e-191
