"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.126002555403946,0,5.0493068060926e-07,5.25920015046264e-27,0,2.54706818476502e-89,1.28548539579719e-49,0,5.03212115331595e-160,4.62322080200007e-05,0,0,2.06762903792617e-135,0,5.8840336927156e-57,0,0.0230401849435604,0,8.31265408004419e-107,0.0253747198513324,0,1.11425464947606e-154,7.24662291841824e-66,0,4.7516258601649e-233,1.9742149696129e-127,5.96380545817894e-09,1.46751518491619e-65,0.364708986941768,1.88245757785968e-181,0,0.246532612565987,1.56806773918649e-52,0
0.126002555403922,NA,4.62407414322954e-192,0,0,1.9103177476791e-282,1.13612406587183e-212,5.91370048896255e-07,4.07155084658851e-74,2.9637335291794e-42,0.000143482131884837,2.67441356493695e-51,1.98701382269208e-96,0.00177160733545006,0,0,0,3.25661214615184e-204,5.3713510891313e-36,2.06519259300691e-76,4.94467025552374e-17,2.20464494694828e-209,5.67879408289792e-96,0,0,1.80018110573555e-262,6.05299963937827e-183,4.38232112540355e-07,1.30631728101597e-78,0.314235817609874,9.0075741601443e-47,3.35481660958158e-104,6.43851437272846e-79,1.73830818490005e-158,0
0,4.62407414323246e-192,NA,6.30022359627036e-22,5.14129991477838e-51,3.41109786004049e-32,0.000126171973038423,1.32117698845194e-43,2.43397762405125e-87,0.0198778921933217,0.321289727500126,5.57401826872027e-106,3.86355237527526e-157,1.65855155901885e-60,2.19167276197329e-21,0.000642539954484513,2.95759761200656e-26,4.22311423060396e-166,6.00676251915536e-15,6.79805811178312e-21,1.46631378839263e-120,0.261085154238312,1.20882038973473e-21,1.10942307514354e-288,1.85208537030746e-20,7.92990457553786e-57,8.52488653956626e-22,1.38503346076931e-08,3.08292483627461e-63,6.41194572861985e-117,1.09957513472344e-72,0,1.38359781304659e-188,0.0325111169924964,1.08169075709154e-103
5.04930680608924e-07,0,6.3002235962634e-22,NA,0,0,0,5.39468624326356e-27,2.4588299314139e-28,1.10354587707966e-11,0.000645766530680393,1.93936554857522e-05,8.17658814426604e-11,3.36621104575994e-17,3.99783712045436e-75,0,0,1.5381434562129e-05,0,0,3.45695501251995e-270,0,0,0,0,0,0,1.39112643532866e-42,0,0,0,2.85517952755033e-11,4.34827977592641e-118,0,0
5.25920015046061e-27,0,5.1412999147511e-51,0,NA,0,0,1.59696053971e-37,7.35261951162369e-46,5.24648640006184e-05,0.000143656166682291,0.00471270908519351,0.792912383717561,5.35552414621561e-11,4.38059576112101e-62,0,0,0.591459822715812,0,0,7.85200613820684e-190,0,0,0,0,0,0,2.46530071837804e-41,0,0,0,1.73709435540118e-09,1.94595271337648e-78,0,0
0,1.91031774767862e-282,3.41109786003854e-32,0,0,NA,0,0,4.98116984137145e-320,0,0.00360365143796384,0,0,2.77846934208252e-108,5.69917122925655e-10,9.69475301065660e-253,0,6.28931198315673e-121,0,0,1.73541128428935e-105,0,0,0,0,0,0,3.22998011164993e-15,0,2.07334075151434e-35,0,5.7570051078269e-131,7.72445179610917e-257,0,0
2.54706818476266e-89,1.13612406587397e-212,0.000126171973038304,0,0,0,NA,0,5.04277865040304e-129,0,0.000658204280554771,1.13028538048751e-45,2.01224103924092e-38,7.04915804184397e-14,2.71842173600476e-11,8.67750312304986e-190,0,1.36338470481329e-18,0,0,4.33513272481402e-17,0,0,0,0,0,0,2.43621289813135e-30,0,2.24776885562729e-140,0,6.49878332800854e-76,0.128182921205649,0,0
1.28548539579658e-49,5.91370048896473e-07,1.32117698845168e-43,5.39468624327001e-27,1.59696053971227e-37,0,0,NA,2.42604328138425e-16,3.27177176364097e-224,0.0666794105769248,1.04707240250784e-25,1.8518356701227e-48,2.41565630206859e-17,3.7746819493688e-08,2.47835039769193e-68,0,5.29758126893951e-78,0,0,0,0,0,0,1.69944514821522e-309,0,0,0.00203971841991996,3.37335608452575e-197,0,2.1717907696712e-296,4.61706007098142e-06,0,0,0
0,4.07155084659036e-74,2.43397762405125e-87,2.45882993141478e-28,7.35261951162928e-46,4.98116984137145e-320,5.04277865040737e-129,2.4260432813845e-16,NA,3.96142575467236e-149,0.166548086595078,0,0,1.68639047061574e-63,4.76924446035899e-09,8.9228030907244e-43,8.11034079568412e-308,0.0448683332058933,0,2.09944251481848e-165,0.000500074927287047,7.50332696909425e-169,3.29575973058744e-162,9.50259338487168e-104,1.05216503656532e-270,6.31387444745841e-225,2.7412043021523e-230,0.00128247096152625,6.46579736271003e-33,8.37039618279295e-37,2.29473012215643e-124,1.39844011909175e-101,8.72467519391506e-40,1.62721066953302e-67,7.51239927314655e-262
5.03212115330775e-160,2.96373352917948e-42,0.0198778921933259,1.10354587707984e-11,5.24648640006179e-05,0,0,3.27177176364097e-224,3.96142575467016e-149,NA,0.000232652222141968,0,0,2.23235712545594e-135,1.7569119354695e-102,2.21649722002629e-09,4.49225223728311e-180,1.20090952220833e-98,0,0,2.6547795123414e-249,1.57921773508436e-209,4.35807737591984e-301,0,6.90071058344918e-301,0,0,0.0269950010876521,1.21243758105283e-17,0,1.75797089006949e-12,2.48593259632062e-86,0,6.50552490181041e-88,1.16902404803097e-175
