"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.000593565720470741,0,1.68137154581319e-07,6.66616359483639e-30,0,2.81935816948145e-92,2.15546436397351e-41,0,8.50490264529768e-152,4.59126467109012e-07,0,0,5.20176784831787e-132,0,9.4839461986966e-58,0,0.00886143249085027,0,2.02040212560455e-102,0.0903202675385347,0,1.64953566321823e-144,3.60794848219288e-62,0,1.16839924797874e-206,4.37420265467342e-125,0.000114451273439642,7.12290452953339e-57,0.591415330237085,1.1242572224982e-157,0,0.0300000793524457,2.32510628740799e-42,0
0.000593565720470354,NA,2.89921060513939e-217,0,0,3.44835696537569e-316,5.88056395799148e-240,1.04996293812938e-08,1.61401503737542e-84,6.68824837681599e-37,4.97057974388748e-07,2.90363375156587e-65,1.32221402647818e-110,0.00155531326815697,0,0,0,3.54585570495614e-239,4.45931276188616e-44,1.19649445896099e-89,4.3640881278141e-30,8.87178008078325e-240,1.47003967377538e-116,0,0,3.06612944994118e-314,1.86743210386691e-204,1.06006438274943e-06,1.28666140588033e-83,0.0869581139404481,1.07004676585634e-49,7.05426924554561e-101,6.38270273039477e-79,9.22939396153924e-155,0
0,2.89921060515269e-217,NA,7.89836075767916e-30,1.19094502867509e-65,5.62458205747148e-29,0.00240144788412248,2.16782052113482e-32,3.37940566355639e-81,0.0439964297705729,0.379689971325738,1.07716914912315e-105,5.56066420353676e-156,3.20863834823639e-54,1.45631970207063e-18,1.21437403621041e-05,5.19723651866188e-27,2.27217349486727e-160,4.7135369574917e-13,1.46805192597503e-20,5.0472162383062e-127,0.00250172941885919,1.08516062581434e-16,2.24083403082715e-294,1.44249703252549e-22,5.84358812374285e-66,6.57982081188342e-28,3.18622235861546e-12,2.9276296309946e-59,5.89443019809106e-108,6.89333012982161e-70,0,1.96498745008361e-177,0.000827031194537442,3.98904121183446e-117
1.68137154581159e-07,0,7.89836075767483e-30,NA,0,0,0,5.67769256864228e-28,4.68885214823693e-24,1.74191905655051e-19,0.000537480117698898,1.70032444500324e-07,2.90705151052366e-11,1.03522756159077e-17,3.61864128110185e-68,0,0,1.41026977890236e-05,0,0,7.41742212498457e-253,0,0,0,0,0,0,1.29079308002406e-38,0,0,0,3.91133521417344e-07,1.01241116976796e-132,0,0
6.66616359481917e-30,0,1.1909450286777e-65,0,NA,0,0,2.07302316204702e-38,4.33701027491573e-42,1.2164014663108e-08,6.52537220013572e-05,0.0396142871014103,0.526218330415939,6.96986059774923e-12,5.24485840530989e-57,0,0,0.784578785578386,0,0,1.33686496469753e-166,0,0,0,0,0,0,1.37897602174885e-36,0,0,0,1.17499793967454e-06,3.02013200825688e-87,0,0
0,3.44835696537569e-316,5.62458205747519e-29,0,0,NA,0,0,0,0,7.70137471361574e-05,0,0,2.84208347463349e-121,6.72670594278095e-10,3.63864251005584e-234,0,2.45722362131797e-119,0,0,5.68631425098548e-114,0,0,0,0,0,0,1.68299998257092e-10,0,1.49430335475896e-40,0,4.32587942758368e-143,2.31318123230404e-259,0,0
2.81935816948023e-92,5.88056395800947e-240,0.00240144788412052,0,0,0,NA,0,2.7949576403451e-137,0,0.000644221333446019,5.79808186608137e-38,2.28528449443329e-40,4.54514512076484e-15,1.52654619827265e-12,1.20872472162926e-167,0,3.02211795063004e-22,0,0,3.79315711766297e-19,0,0,0,0,0,0,6.10382948163275e-19,0,4.56868597923317e-150,0,2.79151933814321e-100,0.998315287750627,0,0
2.1554643639746e-41,1.04996293813052e-08,2.167820521135e-32,5.67769256864574e-28,2.07302316204908e-38,0,0,NA,1.7869227890061e-13,2.17607065237496e-165,0.37866209475795,1.40312356733504e-12,3.6537237797064e-32,2.56550102639838e-13,5.30805041545626e-05,1.35831317058191e-72,7.2133584292822e-322,1.66274755398233e-71,0,0,1.65464652536012e-313,0,0,0,1.59824391731866e-314,0,0,0.0352671311704581,6.97947519798412e-219,1.00318114840539e-293,7.80729198027994e-271,2.65323992212125e-06,0,0,0
0,1.61401503737598e-84,3.37940566356098e-81,4.68885214823864e-24,4.33701027492089e-42,0,2.79495764034362e-137,1.78692278900574e-13,NA,3.11565095549927e-160,0.000766142790706797,0,0,3.0503716555676e-85,4.38274794018531e-06,1.60172143511098e-49,0,2.41244674874973e-08,0,9.7878629311353e-151,8.25640606502848e-12,1.29009953187976e-164,3.29569251716038e-160,1.06104737285977e-129,1.85333211715063e-290,2.42437760403973e-228,3.31760022287266e-229,0.644073384499873,2.26303312291838e-26,1.46433773358137e-52,1.80426748540653e-109,1.36977879090191e-88,3.44669348573262e-58,3.01416853315627e-59,6.54722931589698e-273
8.50490264529053e-152,6.68824837682266e-37,0.0439964297705709,1.74191905654983e-19,1.21640146631007e-08,0,0,2.17607065237496e-165,3.11565095550047e-160,NA,0.821984404811033,0,0,7.33294670563345e-134,1.72474997399862e-103,4.76322185259149e-05,1.40178677091096e-160,4.29790488773117e-90,0,0,4.74374522515306e-266,2.85285313987576e-204,6.33576176719346e-297,0,3.57585148926917e-277,0,0,0.000243987104172151,6.32313639282824e-19,0,6.76949620787597e-08,8.79052212796188e-95,0,1.13720580002335e-69,3.28529934381805e-178
4.59126467108975e-07,4.97057974388787e-07,0.379689971325732,0.000537480117698911,6.52537220013609e-05,7.70137471361547e-05,0.000644221333446008,0.378662094757955,0.00076614279070679,0.821984404811028,NA,2.0800886709346e-05,2.05184980807373e-08,0.907236468576236,0.316890492121431,0.0932718718480029,0.00240178527537502,0.0688035246476043,0.00019916054942704,0.0277486742685478,0.366989463354693,0.00461067024014518,0.00349567345764629,0.0347868987297233,0.000918107134090484,0.00668934123444083,0.0844234165275724,0.113958022719544,0.00612688207757441,0.0853378608282764,0.00700756745437218,0.0211623462625107,0.000222154429830516,0.0982760582749433,2.55033011955727e-05
0,2.90363375156816e-65,1.0771691491244e-105,1.70032444500258e-07,0.0396142871014273,0,5.79808186608297e-38,1.40312356733468e-12,0,0,2.08008867093467e-05,NA,0,2.85690338407058e-219,0.00863653530236615,2.27563058882305e-67,0,2.01022663587472e-87,0,1.51665858662681e-272,1.51289220497118e-160,0,0,1.21072403483585e-308,0,0,0,0.0100479879414826,1.31429657589012e-19,3.24064006187335e-200,3.77058131613113e-23,0,8.87193805434716e-176,0.000110576569681481,0
