"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.00478419070386871,0,1.49558695039591e-06,6.2832060462785e-30,0,1.58738212610014e-88,4.31265471443288e-40,0,4.93287384501229e-167,1.18386060609398e-06,0,0,8.47486935545394e-129,0,1.69239905274965e-55,0,0.0302402496073565,0,1.06858756210412e-100,0.030475941194924,0,8.03198458384911e-139,8.49733181020656e-71,0,3.86207252962487e-214,2.41631299364883e-120,8.84948934093588e-09,2.81667845606553e-69,0.0138054051455257,4.36036472713204e-196,0,0.84773168752642,2.25112901172554e-47,0
0.00478419070386549,NA,1.75945646610299e-198,0,0,2.54706241612962e-286,7.88432151324317e-205,3.61846902848923e-05,1.0206751032874e-83,3.7386530226797e-40,0.0001610550249974,1.89297801504358e-64,3.20025515324463e-110,0.0016713250316803,0,0,0,5.29955905110719e-228,5.45342312316418e-34,8.07624301053317e-72,1.26976279295477e-30,9.32286845262808e-210,1.03232940343475e-90,0,0,8.74398897814292e-266,5.55528683976582e-175,5.95458560926588e-05,3.21675889230098e-70,0.323254001606499,4.17596471828786e-30,6.19256472764695e-105,4.27807689214048e-80,1.02019811115669e-153,0
0,1.75945646610751e-198,NA,1.52621518661414e-25,5.01567864176045e-57,3.93821865614286e-36,7.20119989739023e-05,3.41026211818752e-46,8.75247225396288e-89,0.0111551054312344,0.0921559736931799,4.16948385169861e-111,3.94668394052273e-162,2.00487660329033e-42,7.99440588521823e-24,1.40578818658782e-11,7.84974805628636e-21,9.59954543936339e-164,1.4187961037371e-08,5.498602115333e-27,1.50382226735078e-135,0.00558193225633253,1.75923172306026e-13,3.12239558985852e-289,1.80714440761071e-19,6.86821770437569e-72,4.52803142662693e-19,1.31589981952225e-11,4.97519792469504e-55,1.55787859407577e-123,1.01621583184351e-75,0,6.04633770692473e-207,0.722054025230763,4.21273814909603e-115
1.49558695039332e-06,0,1.52621518661145e-25,NA,0,0,0,3.90088105350405e-21,3.28792713689439e-28,1.7759604362749e-16,0.000109319792565045,0.00106290867258571,6.1679047724152e-09,3.48957925254998e-19,8.68015418822331e-68,0,0,0.00196393481082174,0,0,1.94616757900207e-240,0,0,0,0,0,0,7.94151346172068e-35,0,0,0,5.03875389581947e-07,2.86355629259238e-140,0,0
6.28320604626048e-30,0,5.01567864176856e-57,0,NA,0,0,4.98759440803218e-31,4.8745006236319e-49,5.23240996766643e-07,1.40606322762604e-05,2.76678669126218e-05,0.197511564475817,1.99969429902753e-13,9.83731803906708e-57,0,0,0.414187229314568,0,0,6.88913622476312e-160,0,0,0,0,0,0,6.48271904018373e-35,0,0,0,7.30105088277844e-07,2.88028074142785e-93,0,0
0,2.54706241614272e-286,3.9382186561524e-36,0,0,NA,0,0,0,0,0.072707153916286,0,0,1.95119603925661e-109,9.57854906411106e-09,6.91733149359664e-258,0,5.24733244363928e-136,0,0,3.2752183269815e-114,0,0,0,0,0,0,4.87837608100342e-18,0,5.61963305631751e-32,0,8.28516794216724e-132,5.00818197796713e-240,0,0
1.58738212610059e-88,7.88432151326372e-205,7.20119989738995e-05,0,0,0,NA,0,5.44029429051164e-122,0,0.0142861588549853,6.84777883593237e-39,1.48188749541869e-32,2.83890909503458e-09,1.00696208820831e-12,9.50017176611153e-177,0,1.06751472376099e-23,0,0,1.14072196873403e-19,0,0,0,0,0,0,7.99430499223767e-32,0,1.30052470629986e-161,0,1.76709329640122e-75,0.31568585443235,0,0
4.31265471443145e-40,3.61846902848983e-05,3.41026211818622e-46,3.90088105350438e-21,4.98759440803269e-31,0,0,NA,2.59493890555033e-11,6.9234456066661e-206,0.00491984367213156,3.5068101810268e-23,4.26406373093401e-35,4.27264485868338e-10,9.87648708544382e-09,6.01498445434395e-53,0,1.06104103782536e-85,0,0,0,0,0,0,1.28646484332165e-305,0,0,9.3199830956495e-05,5.88966063741452e-185,0,2.30024549250674e-267,0.0075623019779775,0,0,2.76954832173505e-279
0,1.02067510328881e-83,8.75247225396786e-89,3.2879271368973e-28,4.8745006236319e-49,0,5.44029429050618e-122,2.59493890555042e-11,NA,9.12145990407647e-153,0.00276832880900669,0,0,4.52072569270738e-79,1.83755030626155e-10,8.45175416465933e-48,0,1.399772377628e-06,0,1.20152267699075e-159,3.61632911323788e-10,9.52989799793873e-169,3.75947423711626e-163,7.22894470396591e-120,8.36811651688883e-302,2.75162278342806e-227,2.53933182025134e-237,0.358064748846906,1.90304124590013e-32,4.61790217187575e-39,3.30573916132227e-115,3.82493477220249e-113,8.08525930772329e-43,9.05721340045527e-56,1.07527132496078e-275
4.93287384499924e-167,3.73865302268431e-40,0.0111551054312373,1.77596043627334e-16,5.23240996766624e-07,0,0,6.92344560666384e-206,9.12145990407647e-153,NA,0.0485618108960675,0,0,2.38019221002876e-122,3.35282614794623e-98,1.11438262323365e-11,1.77315230637165e-173,3.61461122812461e-100,0,0,1.1609598891804e-273,1.55132222319434e-205,5.98130578265336e-306,0,1.46843097920155e-278,0,0,0.091371519758354,5.76244191585893e-30,0,1.94500589424235e-05,3.28677201772078e-88,0,3.04728561381901e-72,1.11452239253929e-187
1.18386060609398e-06,0.000161055024997401,0.0921559736931787,0.000109319792565048,1.40606322762605e-05,0.0727071539162872,0.0142861588549855,0.00491984367213148,0.00276832880900673,0.0485618108960668,NA,0.000340532057669894,0.000126187361986965,0.701508170734124,4.98530709349836e-05,0.000414060760892067,0.00843402360070645,0.0215570965751228,0.0288327243293123,0.100675946631462,0.00707996367592136,0.00272538764803501,0.00346575155641586,0.12358543712585,0.0071443640790782,0.0063803334896921,0.640954129445434,0.000439216469349552,0.000451365345594627,0.733183651563267,0.0166621860155869,0.000954653943148859,0.306888198919025,0.183522645815606,4.85277267003198e-08
0,1.89297801504724e-64,4.16948385168963e-111,0.00106290867258523,2.76678669126136e-05,0,6.84777883592279e-39,3.50681018102642e-23,0,0,0.000340532057669892,NA,0,4.27659809044486e-248,0.0834234924659491,9.86173245013139e-101,0,5.50463038867433e-92,0,2.73975802299734e-285,1.97672593885425e-171,0,0,0,0,0,0,1.90759473465011e-06,1.23099427833669e-13,1.23984170253176e-199,1.52675787626175e-32,0,6.83133282984651e-184,5.22709638109431e-09,0
0,3.20025515325403e-110,3.9466839405033e-162,6.16790477240584e-09,0.197511564475805,0,1.48188749541648e-32,4.26406373093467e-35,0,0,0.000126187361986965,0,NA,0,0.692340651661715,2.09957068558556e-49,0,9.79700481745716e-88,0,1.846963376993e-275,3.81676974425382e-167,0,8.5652056833841e-294,0,0,0,0,0.000307301451813999,8.25381545055505e-21,4.52961399070818e-179,7.48658895804334e-38,0,4.65603469732792e-158,2.0708384573509e-07,0
8.4748693554452e-129,0.00167132503168025,2.00487660328945e-42,3.48957925254908e-19,1.99969429902757e-13,1.951196039258e-109,2.83890909503475e-09,4.27264485868406e-10,4.5207256927089e-79,2.38019221003016e-122,0.701508170734124,4.27659809044896e-248,0,NA,0.204283186456825,5.06167909120732e-20,1.80646721665921e-51,4.25327523278855e-15,7.36180760581644e-110,1.38701707457208e-56,3.24968912196225e-44,2.28421023919189e-49,3.95854644966919e-50,3.91466299840599e-40,3.00245336353828e-116,2.22637114660909e-87,1.4575783294092e-103,0.55136468382831,0.785486187224157,6.97510682258142e-41,1.73304243210122e-11,4.1381656545848e-37,7.31415900900169e-37,0.47009098925172,9.19488945030824e-32
0,0,7.99440588521852e-24,8.68015418818671e-68,9.83731803902225e-57,9.57854906410674e-09,1.00696208820926e-12,9.87648708544729e-09,1.8375503062608e-10,3.35282614794171e-98,4.98530709349842e-05,0.083423492465922,0.692340651661683,0.204283186456827,NA,1.5134987353742e-08,4.3336019072696e-06,3.16667657307643e-30,1.13794938457098e-06,2.37056989837556e-06,0.00202603917511658,5.5382361200365e-114,0.00322482460720954,0.167756674732071,7.43694976943741e-27,4.16760075586504e-12,6.69934565320505e-116,0.688272801325996,0.486089155033849,1.3478618522378e-106,1.0205950382583e-14,0.110032102141788,9.29421207183273e-67,6.63831712700179e-09,3.23908445671724e-158
1.69239905274752e-55,0,1.40578818658998e-11,0,0,6.91733149361521e-258,9.50017176612206e-177,6.01498445434345e-53,8.45175416466547e-48,1.11438262323402e-11,0.000414060760892069,9.86173245013962e-101,2.09957068558949e-49,5.06167909120866e-20,1.51349873537605e-08,NA,0,5.587919013858e-70,1.07730467216355e-191,4.00934162503459e-209,0.242674571690328,0,3.65233317708031e-210,3.26236829937862e-255,0,0,2.15916221984866e-270,7.47554652919018e-06,2.49118509538236e-148,2.71756698057221e-24,2.32192404707202e-40,0.0134116294843742,6.41177635065814e-06,2.01577723406329e-80,0
0,0,7.8497480562787e-21,0,0,0,0,0,0,1.77315230637271e-173,0.00843402360070632,0,0,1.80646721665745e-51,4.33360190726699e-06,0,NA,0,0,0,5.97739976555095e-37,0,0,0,0,0,0,2.5084325976291e-14,0,1.73856399548469e-21,0,9.01313712689738e-18,4.71784892426175e-43,0,0
