"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.00057824922792082,0,2.08783822770965e-07,2.1586462212488e-31,0,3.19120475089544e-95,7.62936056339527e-46,0,2.0949963369344e-185,8.60404764346831e-05,0,0,9.59863276672729e-160,0,3.81267200272674e-66,0,0.0693268289094968,0,3.48516763768845e-100,0.00514433594255426,0,8.72419703221179e-145,9.25895019842772e-70,0,1.79599127315866e-225,3.45786030109333e-137,6.35853150143712e-10,2.07639844149291e-61,0.104646640475847,9.99166064633755e-165,0,0.192925004660611,1.43416420669062e-46,0
0.000578249227919816,NA,8.6309351360358e-215,0,0,2.43318382759421e-290,2.2605532790468e-214,0.0020407419513563,5.63659028716531e-99,4.41005942553442e-36,3.9310704378475e-06,1.76298927065488e-58,2.24257312039523e-118,0.0489648103573911,0,0,0,5.57939697682012e-233,6.09070024539589e-38,1.68086284681465e-78,3.69451062234726e-26,3.32673048515744e-218,4.26969148633552e-98,0,0,6.0024174040563e-295,1.6148375654115e-192,4.19804750742509e-10,1.76400161349935e-90,0.0484493275462382,2.21323423792808e-45,3.24654205222722e-91,1.75806571060126e-75,4.52243270370405e-159,0
0,8.63093513600412e-215,NA,2.75506031966377e-31,5.59867931454181e-68,2.00913345952734e-34,0.000146156314288289,7.57866603596211e-45,2.46111687469304e-88,1.51787199822492e-05,0.0675489615851876,2.38115522328542e-107,9.29976906182878e-149,2.45382334995507e-42,1.31300179874286e-20,3.07284734161939e-06,1.21321383846027e-29,1.30030580607456e-162,1.45490172568137e-10,5.48630327297733e-25,4.36254081595735e-155,0.00510043037086566,2.58963744296216e-16,0,1.50835316471213e-23,1.55472385158779e-73,3.59223206073267e-18,1.9716377145498e-13,2.29546478952593e-57,1.51864139682259e-121,5.36418146281932e-77,0,2.09326617748272e-210,0.280763461146073,9.336686481661e-98
2.08783822770342e-07,0,2.75506031966911e-31,NA,0,0,0,6.48636162365067e-16,8.50188243207211e-33,8.74176179285284e-20,5.49108989574986e-06,4.87578369152971e-06,6.01634117728798e-09,6.90988091091389e-19,7.87133724472543e-81,0,0,0.00276034053657923,0,0,1.76872561455259e-273,0,0,0,0,0,0,2.73833468024103e-41,0,0,0,7.77285787307601e-06,5.74673533754315e-160,0,0
2.15864622123733e-31,0,5.59867931453556e-68,0,NA,0,0,4.0508414596495e-24,2.16467863829848e-51,7.20710923024859e-09,1.43912374224711e-06,0.00283698162647643,0.120371713619397,1.05962531894997e-11,1.04723498503355e-70,0,0,0.257956200008225,0,0,3.91397839956305e-185,0,0,0,0,0,0,6.45692494982134e-42,0,0,0,1.99153499218394e-05,6.15294988779386e-104,0,0
0,2.43318382763013e-290,2.00913345953846e-34,0,0,NA,0,0,0,0,0.00029093118802091,0,0,1.95766242803608e-103,6.97793830097141e-11,1.99163705753805e-227,0,7.66963850094268e-140,0,0,1.47428767090833e-107,0,0,0,0,0,0,5.6012976921573e-08,0,4.34899649872238e-45,0,2.52552279789316e-145,1.28452647005976e-271,0,0
3.19120475087238e-95,2.26055327910986e-214,0.000146156314288595,0,0,0,NA,0,9.21372081957343e-137,0,4.57296201520375e-06,9.50768995529411e-41,8.9203517642536e-44,1.59468537170498e-11,3.6833749774354e-11,3.90112053032321e-157,0,3.29083076322736e-28,0,0,1.97321485511074e-21,0,0,0,0,0,0,1.00206758615913e-18,0,1.8086961195301e-141,0,2.37381198662932e-90,0.625378934010961,0,0
7.62936056338462e-46,0.0020407419513566,7.57866603597409e-45,6.48636162365454e-16,4.05084145965208e-24,0,0,NA,1.79597344448277e-14,3.58286729023812e-212,0.312340820056102,9.05859599541429e-20,6.81143315575862e-43,3.59815728340286e-16,5.53801550519793e-07,1.07966452347286e-46,1.09016238523923e-307,1.06483202263876e-91,0,0,0,0,0,0,2.76884804478182e-289,0,0,0.189007476531405,4.93890023913608e-189,0,1.22197984716928e-281,2.49299741732959e-05,0,0,1.9677514034159e-314
0,5.63659028717463e-99,2.46111687469706e-88,8.50188243208698e-33,2.16467863830197e-51,0,9.21372081959873e-137,1.79597344448328e-14,NA,2.95296126354704e-159,0.00988292756390208,0,0,6.31299637855639e-82,4.158297294935e-11,1.34205981510696e-68,0,2.89144293758287e-07,1.8464894424498e-313,2.89686846374681e-150,3.56389580721434e-11,7.24913023741494e-147,8.93167867534959e-144,6.66574416391757e-107,3.05389885282347e-292,1.58593646460804e-234,3.47090942610264e-232,0.115413131894478,4.02871049227754e-32,3.07420255146151e-40,3.22300410853594e-116,3.8573298754551e-105,8.11051224856106e-45,2.14558503145712e-57,1.31307640954867e-265
2.09499633693202e-185,4.41005942554708e-36,1.51787199822617e-05,8.74176179283539e-20,7.20710923024063e-09,0,0,3.5828672902405e-212,2.95296126354619e-159,NA,0.0108788827519758,0,0,2.03630037686229e-132,5.70554065982666e-77,1.97606065615639e-08,1.19480050484119e-175,1.44761286941276e-109,0,0,4.59568317772048e-262,7.7716854561835e-223,8.79204850823263e-306,0,1.34276043689018e-292,0,0,0.0339335937269939,4.71428537190231e-24,0,4.41092538090066e-07,1.04886838114185e-97,0,1.62741437195048e-67,8.31928892460239e-173
8.60404764346787e-05,3.93107043784787e-06,0.0675489615851866,5.49108989575055e-06,1.43912374224722e-06,0.000290931188020914,4.57296201520383e-06,0.3123408200561,0.00988292756390196,0.0108788827519759,NA,4.69835413184693e-05,8.98997389204421e-11,0.504111568739627,0.216433912210621,1.06285485846763e-08,6.28794802288014e-05,0.0263912002952729,0.000827714511709353,0.0056796313897111,0.570117748660248,0.0011897250899228,0.000369793559794288,0.197304854283407,1.00942998209905e-06,8.19853398362186e-05,0.0133369137090693,0.0533475593393679,2.33432721970301e-05,0.265844504134287,0.000236586289942228,0.00175495580867699,0.200046241217024,0.314009325983578,0.00184767982411701
0,1.76298927066471e-58,2.38115522327703e-107,4.8757836915158e-06,0.002836981626481,0,9.5076899553268e-41,9.05859599542244e-20,0,0,4.69835413184723e-05,NA,0,2.03953768700269e-249,0.433787079884235,7.7239270804296e-89,0,5.54425950409485e-75,0,8.23168286574025e-244,4.6818788643997e-152,0,0,2.66449402190309e-309,0,0,0,1.95402587215873e-05,2.47654200202623e-18,2.46059744875575e-193,1.80471972652411e-24,0,1.39584336489369e-177,6.90163068851066e-06,0
0,2.24257312041776e-118,9.29976906181589e-149,6.01634117726696e-09,0.120371713619504,0,8.92035176428896e-44,6.81143315576931e-43,0,0,8.98997389204521e-11,0,NA,0,0.155377409986003,1.83703101571744e-50,0,4.66886247374807e-80,0,1.6599193114206e-258,6.89230297928459e-154,0,2.02025593608589e-288,0,0,0,0,1.05262270932053e-06,5.37009719185477e-20,2.27100535767579e-172,1.67103829862231e-28,0,3.58679462933002e-159,4.54393732548123e-09,0
9.59863276673833e-160,0.0489648103573833,2.45382334995429e-42,6.9098809109022e-19,1.05962531894862e-11,1.9576624280412e-103,1.59468537170595e-11,3.59815728340387e-16,6.31299637855898e-82,2.03630037686229e-132,0.50411156873963,2.03953768700514e-249,0,NA,0.882133389096839,1.7803864791629e-20,5.39028259603872e-63,2.75625668040178e-13,9.52975332352638e-122,2.89465594995711e-55,2.03058818589841e-52,2.02111274288758e-56,3.37992219050687e-55,1.28888566820719e-50,9.36848807176761e-124,2.6832518005778e-98,5.30127437990702e-106,0.0122321483847413,0.728337793364089,5.71770132637282e-44,1.03781951211061e-11,1.58583476469839e-44,1.82621340330691e-45,0.00592853392070556,1.64197965129279e-57
