"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.00230443885516776,0,3.76403762407158e-05,2.2672589436738e-25,0,1.0020926862325e-85,4.47143463375313e-39,0,1.63485669144331e-173,0.0666177205743582,0,0,2.10971517598188e-136,0,1.06920107642244e-49,0,0.0101368322181128,0,5.9639445217048e-92,0.00293467689866534,0,2.47030281497867e-147,1.44180615914339e-61,0,3.42916459674406e-203,2.37228691415554e-116,5.72591304488425e-09,1.21450737166157e-59,0.0986859554864934,1.42975671741187e-158,0,0.762821963343528,7.87458647306635e-41,0
0.00230443885516829,NA,1.58778627689936e-206,0,0,4.06858354977203e-297,1.67284338508029e-223,1.09311326245116e-07,5.38232898606188e-96,7.12632389626013e-50,4.80602240860021e-08,6.96709404013587e-57,1.42708883294395e-117,0.011661425979665,0,0,0,3.53339435528589e-211,3.91161286081275e-40,4.31436615136932e-84,1.33008098260142e-26,6.42231605693556e-209,1.4146805090422e-104,0,0,3.29066682828898e-276,3.03379860793518e-186,5.54677678681924e-10,7.69152596706922e-87,0.6653293237887,1.36343911901569e-50,2.02095646400946e-106,3.8114877322318e-95,3.03010652558402e-181,0
0,1.58778627690559e-206,NA,6.49552856281336e-32,1.12656126410229e-65,1.57161742124501e-46,2.71453991231947e-09,6.59980435892984e-47,6.8079012732056e-81,2.36230482661928e-06,0.573368170406893,6.40406502979848e-99,1.38758747194806e-136,2.10670423977909e-49,8.53706746981273e-20,3.29484523655798e-05,7.44181116725367e-32,1.44823811760517e-173,0.000731810543162944,2.30333772501785e-37,5.84799299878952e-129,4.5294854068989e-06,2.79036774915231e-10,0,5.09428360293471e-16,1.12645138890057e-74,1.07460526131561e-14,8.31875905360587e-07,1.16171135732429e-54,1.90251267933647e-132,4.24046889003209e-69,0,1.49427354553217e-224,0.86699366876346,7.45476993250925e-84
3.76403762406881e-05,0,6.49552856279137e-32,NA,0,0,0,5.38147179499862e-27,1.25709406032474e-26,1.16028100514606e-14,9.68293597906624e-09,2.1166958229951e-06,2.29063702464027e-10,1.65083055195667e-24,4.19324905347484e-65,0,0,1.56120381962411e-05,0,0,3.04477618641947e-268,0,0,0,0,0,0,4.85003717007147e-31,0,0,0,2.87656512794917e-09,1.45865204089391e-122,0,0
2.26725894366919e-25,0,1.12656126409659e-65,0,NA,0,0,3.96065885001509e-38,2.27460872308326e-46,3.98732262902054e-05,3.28450600735196e-09,0.0057128342106617,0.217532956565651,3.0609622350023e-16,5.19374382553271e-57,0,0,0.547574908831775,0,0,6.85556561738824e-183,0,0,0,0,0,0,5.88070621199595e-33,0,0,0,1.03095906442263e-07,3.55425981436714e-77,0,0
0,4.06858354978908e-297,1.57161742124867e-46,0,0,NA,0,0,0,0,0.0187375726588651,0,0,2.26770539294158e-99,2.56285982630594e-06,6.35539324454916e-273,0,1.28947386624593e-126,0,0,3.33143667453146e-115,0,0,0,0,0,0,5.32392142084977e-16,0,5.33698657847552e-44,0,3.55865728995102e-119,6.30852101311899e-282,0,0
1.0020926862311e-85,1.67284338508788e-223,2.71453991232056e-09,0,0,0,NA,0,9.35058538030755e-147,0,0.000133814785236346,5.26653002401391e-42,3.16218826652081e-42,2.16974578851671e-08,4.66026009179478e-18,7.07343059185813e-186,0,2.2876891321227e-21,0,0,6.30239828051738e-16,0,0,0,0,0,0,1.48400598330701e-20,0,3.82125193617161e-141,0,5.57886430841311e-68,0.0381880073970606,0,0
4.47143463374519e-39,1.09311326245128e-07,6.59980435894085e-47,5.38147179500775e-27,3.96065885002212e-38,0,0,NA,3.94370720557269e-13,3.92086855233826e-179,0.277796409659092,2.49131149306515e-14,1.27767661960291e-37,2.92854324695728e-11,1.24556992183235e-10,9.50025561570918e-72,0,1.02224779989133e-80,0,0,0,0,0,0,1.94553781337941e-302,0,0,0.00248740727115589,7.99536361351577e-212,1.18559174611634e-297,4.16129865602552e-297,0.00399522250615205,0,0,0
0,5.38232898606507e-96,6.80790127321345e-81,1.25709406032696e-26,2.27460872308866e-46,0,9.35058538031699e-147,3.94370720557408e-13,NA,1.40200223928505e-182,0.252394170271774,0,0,1.56428568035621e-81,5.92781976354636e-13,4.78148462583622e-39,0,1.95451905896363e-09,0,2.46590192044552e-158,1.1273264027732e-07,1.41550603845689e-162,9.69408786331785e-166,2.96399465624887e-121,2.40634854586363e-274,1.11791424675395e-243,2.28510298240182e-229,0.000387853699311355,5.92566326305443e-30,1.5053717449944e-49,3.70454298761429e-119,7.6407056997403e-98,1.75197736557111e-51,1.12320665889986e-70,4.70443336958867e-222
1.6348566914438e-173,7.12632389628789e-50,2.36230482662095e-06,1.16028100514374e-14,3.98732262901596e-05,0,0,3.92086855234304e-179,1.40200223928678e-182,NA,0.00172527765703011,0,0,9.5617523914964e-130,8.82284689290634e-92,4.55687261616221e-14,5.59990035404284e-200,5.14948419185262e-104,0,0,2.63819124707131e-267,1.40632874185398e-211,7.50812086301139e-290,0,6.5785103067271e-305,0,0,0.286334581400266,3.0590754234731e-25,0,3.74361272471057e-09,1.61023193530199e-93,0,1.06465483157021e-68,4.78583192884154e-198
