"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.00122910833898679,0,3.52369879952256e-06,4.65069697880711e-29,0,2.66934662567489e-89,4.89785534362304e-40,0,3.56153648225978e-153,8.90799120915803e-05,0,0,2.33697941476511e-124,0,9.36234758970171e-51,0,0.87916518347363,0,2.8177699315639e-99,0.147757931495411,0,1.61172356516687e-146,2.94000081869215e-72,0,9.94388733481657e-222,6.35938636877168e-121,4.13101630392476e-08,2.89351901025555e-62,0.0194023350643242,1.1221628502936e-158,0,0.707788158738175,3.2923716209012e-40,0
0.00122910833898727,NA,3.96477946639064e-211,0,0,5.01158595005376e-300,1.94520289643613e-221,2.19289927379097e-06,1.28028401647199e-101,1.31213384475308e-39,0.0031048825305779,3.97894817341596e-56,6.30846962530956e-123,0.00683187070010682,0,0,0,3.66543960922696e-238,4.97946978494943e-34,2.56919505720991e-69,6.37700356397064e-28,1.77094287909333e-197,1.21139768106912e-92,0,0,7.83553054933862e-268,5.00410033588174e-163,4.257308288038e-06,2.33724833472149e-90,0.944426569395854,1.68915962599683e-52,4.89802148314427e-113,3.07848269665252e-86,6.66378166973568e-167,0
0,3.96477946639326e-211,NA,1.49048732986173e-32,3.69981001585179e-67,8.05803997802751e-41,8.75228469935112e-07,1.18627540794498e-49,9.08108899085897e-78,0.000106205825722747,0.00387878481155828,1.52130888607045e-102,9.23002186058393e-150,1.1390691188112e-44,3.41813304445277e-24,1.60790339061387e-09,1.9631015747425e-32,1.38775300599792e-171,1.01820290296901e-07,3.4507319068632e-26,2.5939855528055e-130,0.00231672954361891,4.01762847856841e-15,2.62507667890835e-304,1.53114702861119e-16,2.36633608100479e-77,6.5645820452944e-18,1.64063675546754e-10,4.0677064434426e-48,3.21014963349561e-124,9.3658541190521e-62,7.88509008136796e-319,1.83469127991048e-216,0.0254410109265422,3.50057593259121e-120
3.52369879952509e-06,0,1.49048732986265e-32,NA,0,0,0,3.01438606618397e-30,1.05483332941407e-27,3.43361461248779e-14,0.00203455889556621,5.00727232474186e-06,6.26458520942411e-07,9.92951978522499e-19,9.07711454101472e-80,0,0,0.00438442359182909,0,0,2.39552945801752e-251,0,0,0,0,0,0,1.26443336700837e-34,0,0,0,3.71808531732816e-08,3.74414511820839e-124,0,0
4.65069697881243e-29,0,3.69981001583854e-67,0,NA,0,0,2.1706794753301e-39,5.68643164281508e-48,1.57934991174211e-05,0.000357660306517924,0.00647125594293056,0.0285254681387726,1.0215347006552e-12,1.22043567729971e-66,0,0,0.201137134517897,0,0,5.19533819046389e-168,0,0,0,0,0,0,1.63782283520498e-34,0,0,0,4.17109427277675e-07,4.64370338921794e-82,0,0
0,5.01158595006959e-300,8.05803997804773e-41,0,0,NA,0,0,0,0,0.00721048345563278,0,0,7.80227000200266e-104,2.87641382082603e-10,1.39331024801337e-278,0,4.95642504972546e-136,0,0,2.59927641636972e-121,0,0,0,0,0,0,3.64149350544133e-16,0,2.47474510563215e-46,0,1.3429246446092e-130,6.44325484831629e-272,0,0
2.66934662568079e-89,1.9452028964425e-221,8.75228469933944e-07,0,0,0,NA,0,1.5782940850256e-153,0,0.00318340522870909,3.45018280638254e-46,4.80775853786955e-51,4.47056676991988e-12,9.42134337576938e-11,1.6781887687443e-191,0,6.77920062614994e-27,0,0,7.00795449671136e-15,0,0,0,0,0,0,2.58262597369719e-26,0,1.25806438033962e-126,0,1.33582682112046e-80,0.0842140675709899,0,0
4.89785534362941e-40,2.19289927379121e-06,1.18627540794385e-49,3.01438606618724e-30,2.170679475333e-39,0,0,NA,4.99666392870165e-15,5.0723913641355e-218,0.927085526578722,1.80616075700204e-16,1.9103938619014e-36,1.67762359949461e-11,1.68852093770672e-07,1.18765022365707e-88,0,1.42681692156791e-70,0,0,0,0,0,0,6.62194613113969e-286,0,0,0.000261674832097679,2.30185008052957e-198,4.2917639451528e-311,2.30362862724733e-252,0.00052125133039822,0,0,1.55136612794151e-321
0,1.2802840164715e-101,9.08108899087649e-78,1.05483332941381e-27,5.68643164281552e-48,0,1.5782940850256e-153,4.99666392870066e-15,NA,2.89945724879238e-175,0.00284441629590509,0,0,9.80501215465152e-80,2.36438582995659e-09,1.76656727391504e-57,0,2.48473705380292e-10,0,1.08616411051575e-177,1.96346119761092e-15,2.80778213078295e-175,1.54869584002526e-179,3.01579308010437e-146,9.54031150411231e-291,5.11066832582722e-262,5.14580046741714e-247,0.720180371865069,8.37730813606256e-27,6.5733632284559e-49,2.14521781800497e-113,2.19328038829487e-96,1.01130707552633e-50,2.88496264118118e-60,2.07047623718182e-290
3.56153648227314e-153,1.31213384475277e-39,0.000106205825722712,3.43361461248805e-14,1.57934991174194e-05,0,0,5.0723913641372e-218,2.89945724879558e-175,NA,0.0309601848143167,0,0,7.05642031557949e-135,5.77933443884728e-99,1.02768238052308e-11,6.73458478091798e-182,7.10542111125081e-96,0,0,4.95267309119828e-268,2.00096939635266e-225,1.0710295782669e-317,0,1.99832312918895e-289,0,0,0.153956196782628,6.1112321090042e-19,0,2.43983101492979e-08,3.4573200637068e-81,0,6.81715416263759e-97,2.42333095713301e-222
