"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.00308846074052938,3.43047366644569e-317,6.15694973384565e-10,4.18100307919892e-35,0,8.02841548827973e-80,4.05202173961663e-42,0,1.41073952878316e-159,1.31294229012261e-09,0,0,7.48573370187657e-124,0,3.97937254716553e-59,0,0.0338795898855298,0,3.30087308324061e-99,0.00225991676179174,0,3.84305962068692e-148,1.17505907249286e-71,0,1.22523656694061e-216,9.9545239650387e-119,3.43749780711888e-09,3.14215544526973e-63,0.264074961912196,3.94962239944858e-169,0,0.035101589522774,6.73530626326167e-40,0
0.00308846074053118,NA,1.9400950872533e-221,0,0,2.80009298226206e-289,4.08221508061246e-207,0.000534397947814916,3.82174030877981e-95,2.00993855562811e-41,2.29381411659118e-12,1.24139705418003e-65,1.02237209752168e-131,0.000471710594877948,0,0,0,1.78947988507444e-219,2.87271343792206e-44,1.06055497490446e-90,2.54336435244601e-29,1.91346104225031e-219,1.19297390170567e-116,0,0,3.02463076255807e-288,6.11871605541125e-186,1.02046166145547e-09,5.18285903636216e-82,0.886069327468839,4.43978652032941e-43,2.60094930850582e-116,2.30011678230678e-91,2.25922493125606e-150,0
3.43047366644569e-317,1.94009508725045e-221,NA,3.38776441592768e-35,1.16271919815675e-72,2.99172575646783e-42,8.27338649351533e-10,1.63615430560643e-59,2.86661798367736e-85,0.012323017557343,0.0559130011626348,8.77361152709531e-106,4.38292792995815e-134,4.61667529580009e-48,5.35366952727693e-25,2.6535760891388e-05,1.89745845573489e-38,5.6200238970863e-182,2.8181350151935e-06,1.79353152318718e-27,8.80286700226838e-132,0.00032991398475325,3.33449071347723e-11,6.2601479506623e-304,1.36586292157818e-12,2.33496475026911e-71,3.2882975544736e-19,5.69451529753181e-07,2.158650908396e-39,2.18521945330263e-116,1.22883134492381e-55,0,6.78570246722824e-202,0.564587248048169,1.57251440399893e-80
6.15694973385452e-10,0,3.38776441593053e-35,NA,0,0,0,1.99937873384419e-27,5.61272959250412e-34,5.99939179879196e-15,1.26637738403647e-08,0.0107920132282851,1.46125231991986e-06,1.37825968638074e-21,1.98934224631159e-68,0,0,8.31240394720576e-05,0,0,2.43961456219209e-242,0,0,0,0,0,0,2.73605983245966e-35,0,0,0,3.08431049106317e-09,8.96086747621576e-129,0,0
4.18100307921361e-35,0,1.16271919815704e-72,0,NA,0,0,3.09511786405364e-38,1.60642413867711e-55,3.6266678071119e-05,3.71338469862439e-10,4.03733529655512e-07,0.00920944767030812,3.39722230357967e-14,1.13742733560861e-57,0,0,0.81186870063818,0,0,1.85003343219173e-162,0,0,0,0,0,0,1.30893566439045e-37,0,0,0,1.05084206847397e-07,6.63200767512321e-82,0,0
0,2.80009298223818e-289,2.99172575644709e-42,0,0,NA,0,0,0,0,0.00098225100037284,0,0,5.93100957030472e-104,6.60610003677501e-08,3.9540331461759e-250,0,3.18094166820067e-124,0,0,5.47050510052401e-113,0,0,0,0,0,0,1.66574638025248e-17,0,1.52897307867098e-33,0,2.82617243414538e-144,3.07218038801681e-252,0,0
8.02841548830084e-80,4.08221508061825e-207,8.27338649351741e-10,0,0,0,NA,0,1.1556476608162e-134,0,0.00291994455611622,2.0745475917666e-42,2.2266355798339e-38,3.7208998175383e-12,1.17954404101447e-11,2.15482604141094e-176,0,1.95395756134697e-24,0,0,3.25942168680381e-21,0,0,0,0,0,0,5.35988873218975e-28,0,1.57243323628157e-149,0,1.02274396463956e-84,0.636713343468699,0,0
4.05202173961929e-42,0.000534397947814755,1.63615430560719e-59,1.99937873384061e-27,3.09511786404706e-38,0,0,NA,7.38218561384561e-12,7.91968387069437e-206,0.197743271134814,5.36709576916402e-16,7.41506883906645e-31,3.50945991072571e-07,6.50055744361969e-10,5.99679157405163e-73,0,3.84686830813907e-83,0,0,1.46792262161875e-302,0,0,0,7.42555188809113e-314,0,0,2.01938275197784e-07,3.53445157764501e-226,4.73615379468702e-286,4.63288962526295e-280,0.000264976720098002,0,0,0
0,3.82174030876826e-95,2.86661798368355e-85,5.61272959249376e-34,1.6064241386728e-55,0,1.15564766081376e-134,7.38218561384452e-12,NA,3.51216403251353e-159,0.000215843560563311,0,0,8.31059613157829e-74,3.59992395761427e-07,1.06083852963932e-56,0,6.96968325456371e-05,0,8.22763656634741e-162,2.83449474617509e-14,3.40253287002152e-170,6.81269488763041e-171,2.28302135971363e-122,1.16798545875213e-286,3.46851572895263e-251,2.89929553983061e-242,5.78093826951953e-05,1.98746336516674e-27,6.37908193962045e-47,3.23584000167625e-115,1.99183364452547e-83,7.17156633807253e-52,1.33267000661835e-59,1.73779764259952e-289
1.41073952878464e-159,2.00993855562439e-41,0.0123230175573449,5.99939179880206e-15,3.62666780711549e-05,0,0,7.91968387068403e-206,3.51216403251453e-159,NA,0.00467645223917177,0,0,7.10212054941098e-143,6.84319813028802e-90,4.53478156618313e-09,2.28126276741232e-202,1.38264022454561e-107,0,0,3.88946657182088e-282,9.51128277190333e-227,0,0,4.43138347199223e-318,0,0,0.246564234793125,2.04172566452477e-15,0,1.93820212646157e-10,2.16303904868569e-86,0,5.01482020210835e-83,2.47066956188829e-180
