"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.0145528866715835,0,2.51684206117092e-08,6.24567630369454e-31,0,1.93288806937955e-95,2.46621911767128e-46,0,6.17356915180876e-144,0.0114556156035711,0,0,1.50694584349668e-131,0,2.50371694634681e-56,0,0.114539801897385,0,7.88387198074426e-96,0.00413217217493517,0,5.71519606486457e-147,2.42373484034759e-69,0,4.27888263020225e-217,2.1162282483096e-116,2.83277829095463e-16,1.14707257487085e-74,0.000104429900415109,3.94660426118801e-191,0,0.288386640938729,8.45848216035525e-49,0
0.0145528866715823,NA,1.9213587138986e-205,0,0,3.40444313183888e-303,5.5226215636275e-214,6.72230854993015e-07,5.54362090310033e-92,1.75198302797298e-49,6.42638299470058e-06,4.76466090497621e-66,5.69340319445984e-123,0.00152985537899183,0,0,0,2.13806473525071e-205,3.02843722132968e-47,3.1789748723057e-83,1.08564030404254e-32,3.84825278604261e-245,6.80414479329158e-104,0,0,2.82858249969059e-304,3.62163865476713e-181,5.63716714090216e-11,3.77257390048387e-78,0.417546408447477,2.88259163993049e-38,5.88650837915626e-97,4.35084814059742e-81,9.38408436402833e-147,0
0,1.92135871389359e-205,NA,8.71027959277197e-22,2.66912269529174e-55,2.78422106786081e-37,1.74538127633215e-05,1.52409170196153e-43,2.7365608864595e-86,0.00070199055918486,0.378139713675418,1.85349753629342e-108,8.40968474843978e-154,1.22320458122709e-45,7.78525278202362e-17,7.47545091324095e-08,1.06111792121749e-22,1.36588795771668e-153,6.17230867284821e-11,1.05709709256999e-19,6.71608132873532e-131,0.0286401697165327,5.85739415548971e-20,2.10952212001723e-296,1.47579884089348e-23,6.57541359110571e-62,7.33862670681405e-26,1.04282300449366e-12,2.10345501942781e-57,4.44788482383907e-128,1.34401083331049e-79,0,5.89515782695842e-215,0.178702626468533,2.23883679174619e-106
2.51684206116779e-08,0,8.71027959280617e-22,NA,0,0,0,1.85746666479689e-23,6.74545733858204e-31,7.86475905051018e-15,0.00408112350253979,0.00418298737353139,1.10344236907794e-07,3.54957150227754e-18,3.58134866767911e-64,0,0,1.00709921742212e-05,0,0,6.06293970545017e-236,0,0,0,0,0,0,7.79641938447719e-36,0,0,0,1.40598452439491e-08,8.61931778240118e-138,0,0
6.24567630368097e-31,0,2.66912269530561e-55,0,NA,0,0,5.58498925712554e-33,2.12202883742675e-52,3.60815976348118e-06,0.000381246354987914,6.4219434684385e-06,0.0404816371295926,2.43436253303348e-12,1.04374473766132e-50,0,0,0.56767827746104,0,0,7.72211157562033e-157,0,0,0,0,0,0,2.97885981675063e-37,0,0,0,1.57072239649879e-07,5.9037966677991e-88,0,0
0,3.40444313180194e-303,2.784221067861e-37,0,0,NA,0,0,0,0,0.0301922253527434,0,0,6.71194552439579e-101,5.26100401831475e-07,6.07742689356055e-257,0,1.66622115383169e-129,0,0,1.06520970797611e-116,0,0,0,0,0,0,4.34529992821131e-17,0,9.90406705928381e-26,0,1.5786146236961e-129,2.49666631241416e-226,0,0
1.93288806937485e-95,5.52262156360175e-214,1.74538127633192e-05,0,0,0,NA,0,1.54208560513151e-134,0,0.00237253194233781,3.19753104334697e-48,4.0335869831769e-47,8.31064847292252e-11,4.3345132883771e-18,7.01853144188893e-180,0,2.20088943794761e-30,0,0,1.02053173667227e-13,0,0,0,0,0,0,5.73398765528723e-26,0,4.43419159948307e-167,0,5.20954364555401e-80,0.326394549214775,0,0
2.4662191176721e-46,6.7223085499287e-07,1.52409170196153e-43,1.85746666479909e-23,5.5849892571339e-33,0,0,NA,1.0868143057905e-12,9.31286783405731e-209,0.176877415585258,2.00006892126226e-18,1.07236393178281e-39,6.09082059124938e-14,7.39431557834988e-09,1.50481794333488e-84,0,2.50658991615094e-96,0,0,0,0,0,0,7.45260712279289e-305,0,0,0.0968491455277045,4.6502914051257e-200,5.15012800467285e-277,3.88232067646166e-268,0.0611031630977958,0,0,0
0,5.5436209031176e-92,2.73656088645471e-86,6.74545733860533e-31,2.12202883743528e-52,0,1.54208560513625e-134,1.08681430579048e-12,NA,3.22301173456065e-149,0.481172603483686,0,0,1.28554206349757e-62,1.49340417875438e-06,2.6166796787288e-55,0,6.0806857543823e-06,0,1.28553270108975e-156,1.15401357696979e-11,9.9919696511854e-167,9.65293566812365e-175,4.26965390290646e-124,9.37165934474441e-295,2.26888630452948e-238,9.32315457778579e-224,0.0138582501491347,5.21603547475553e-29,4.15642187802835e-36,5.61838816736197e-123,6.18031565653406e-124,1.26184801381995e-41,4.53464529708503e-59,6.58500914527996e-284
6.17356915182167e-144,1.75198302797552e-49,0.000701990559184618,7.86475905048812e-15,3.60815976347535e-06,0,0,9.31286783407671e-209,3.22301173456423e-149,NA,0.00660998840201071,0,0,2.67619472703393e-134,1.58567381741269e-96,1.29726708075645e-07,8.26883681315279e-179,6.39801610550604e-105,0,0,1.85723477749707e-284,1.35941220208572e-211,2.53619061896855e-293,0,2.10861161850308e-288,0,0,0.488341178353584,1.61302554708031e-23,0,3.37758718861357e-06,4.34526936820156e-79,0,4.66334549627265e-76,1.67998880520657e-157
0.0114556156035711,6.42638299470075e-06,0.378139713675417,0.00408112350254031,0.000381246354987968,0.0301922253527443,0.00237253194233797,0.176877415585256,0.481172603483685,0.00660998840201082,NA,0.00262730449063798,5.34476291730644e-07,0.879126721014067,0.0428991133975801,6.89263098115953e-05,0.00107045828886202,0.0031837134725118,0.0409399553641873,0.184577348806168,0.0348431224957807,0.0310369228556899,0.0586768263848669,0.261457147555397,0.011906116494012,0.00248376419191723,0.678879443476549,0.0016327542473527,0.0495071379868542,0.921085649277808,0.335667360190012,0.345372255379716,0.0509070535237792,0.138380697225568,0.00173784946903138
0,4.76466090498641e-66,1.85349753629459e-108,0.00418298737352442,6.42194346845257e-06,0,3.19753104335762e-48,2.00006892126242e-18,0,0,0.00262730449063803,NA,0,1.67606146938873e-221,0.142934802126784,2.36619982321894e-85,0,9.99816455420672e-89,0,1.91412384080181e-269,6.10387431649789e-138,0,0,0,0,0,0,6.70609176358711e-09,2.2070330105761e-09,2.1332747224204e-190,2.4966861058892e-38,0,8.49921668064904e-173,3.00076114139048e-12,0
0,5.69340319449329e-123,8.40968474843109e-154,1.10344236907515e-07,0.0404816371296326,0,4.03358698319258e-47,1.07236393178332e-39,0,0,5.34476291730664e-07,0,NA,0,0.621057252001756,6.54086717598248e-42,0,4.76688273251672e-90,0,1.46202083720476e-254,9.88155309484726e-158,0,1.18153536936417e-297,0,0,0,0,1.35926359102739e-10,6.09322810274284e-18,2.63380765552433e-162,4.35343578539242e-44,0,5.53089810095427e-144,6.25322225907698e-09,0
1.50694584349747e-131,0.00152985537899122,1.22320458122743e-45,3.54957150227355e-18,2.43436253303113e-12,6.711945524407e-101,8.31064847292576e-11,6.09082059124954e-14,1.28554206349742e-62,2.67619472703393e-134,0.879126721014069,1.67606146938873e-221,0,NA,0.354233507485562,1.03239689396741e-15,1.90707087104733e-46,2.74248029628681e-17,2.46083592413142e-103,6.64739473575215e-50,4.08443365078624e-50,1.4344863497382e-43,1.68988585930418e-50,1.49522302403371e-43,1.89038487631325e-110,3.39879622876571e-87,6.20851419150656e-106,0.0305732694876356,0.481338094929206,4.82130098722546e-39,2.44280402736251e-14,5.87673756207925e-39,3.06272285101116e-38,0.0466734261463752,3.56533631710935e-39
0,0,7.78525278202596e-17,3.58134866770718e-64,1.04374473766765e-50,5.26100401832481e-07,4.33451328836642e-18,7.39431557834273e-09,1.49340417875478e-06,1.58567381741586e-96,0.0428991133975789,0.142934802126802,0.621057252001648,0.354233507485563,NA,9.41264753359824e-07,0.000931190998558716,3.35688627569515e-29,1.68362141250936e-06,5.49967392454683e-09,0.0110569229128821,1.31011439684032e-109,0.000455379310685491,0.176848696531601,2.39951558490753e-25,5.93272901494731e-09,3.8798362487617e-112,0.763411341344321,0.0697975401838004,1.23579056562418e-120,3.40441990026818e-22,0.0113058014795009,3.85297853799989e-72,1.66056989530309e-09,9.69835707046502e-172
2.50371694634434e-56,0,7.47545091325249e-08,0,0,6.07742689355019e-257,7.01853144189464e-180,1.50481794333342e-84,2.61667967872595e-55,1.29726708075548e-07,6.89263098115932e-05,2.36619982321135e-85,6.54086717597219e-42,1.03239689396675e-15,9.41264753359275e-07,NA,0,3.64086683082031e-72,2.16294751049557e-189,1.81601399889818e-208,0.0102430247813214,0,3.91545199115894e-201,2.24907780675391e-266,0,0,7.04966638502951e-268,0.000491098412412491,1.12234437717165e-148,1.4715332547124e-20,3.59855979143138e-50,7.57817929659336e-05,2.05307114710144e-10,1.61611409591845e-91,0
0,0,1.06111792121663e-22,0,0,0,0,0,0,8.26883681311002e-179,0.00107045828886195,0,0,1.90707087104528e-46,0.000931190998559501,0,NA,0,0,0,1.22605212064165e-35,0,0,0,0,0,0,4.54142947243718e-14,0,1.00290158840055e-24,0,8.73179827476954e-21,2.12955098724571e-37,0,0
0.114539801897376,2.13806473525909e-205,1.36588795771565e-153,1.00709921742122e-05,0.567678277460917,1.66622115383556e-129,2.20088943795023e-30,2.50658991615373e-96,6.0806857543835e-06,6.3980161055105e-105,0.00318371347251182,9.99816455422023e-89,4.76688273252253e-90,2.74248029628719e-17,3.35688627569502e-29,3.64086683082567e-72,0,NA,6.75130059948315e-37,2.86093519591354e-149,4.15015142506647e-322,4.88068707603587e-97,9.16694884442101e-188,0,0,1.17259198626054e-224,2.2294381245283e-149,0.0158579153417378,0.0125056697377149,1.75284231489156e-169,1.04158750124679e-29,1.05416856872429e-50,1.74167684758361e-248,1.08385225430824e-07,0.250742395908189
0,3.02843722132391e-47,6.17230867285232e-11,0,0,0,0,0,0,0,0.0409399553641859,0,0,2.46083592413293e-103,1.68362141251205e-06,2.16294751049353e-189,0,6.75130059947473e-37,NA,0,6.67389697786471e-55,0,0,0,0,0,0,9.19535995126164e-18,0,5.41731262098676e-22,2.32271026987861e-173,1.75690085564244e-212,1.20954173463557e-31,0,0
7.8838719807291e-96,3.17897487230613e-83,1.05709709257127e-19,0,0,0,0,0,1.28553270108622e-156,0,0.184577348806162,1.91412384079179e-269,1.46202083719271e-254,6.64739473574493e-50,5.49967392453506e-09,1.81601399889818e-208,0,2.86093519590586e-149,0,NA,2.12339932041297e-90,0,0,0,0,0,0,5.37114176638169e-10,0,8.67365156380016e-05,1.96941814298435e-180,5.64892477085664e-68,2.2980390940626e-71,0,0
0.00413217217493263,1.08564030404547e-32,6.71608132872543e-131,6.06293970540915e-236,7.72211157557708e-157,1.06520970798055e-116,1.020531736671e-13,0,1.15401357697074e-11,1.85723477750421e-284,0.0348431224957796,6.10387431653155e-138,9.88155309491028e-158,4.08443365078884e-50,0.0110569229128833,0.0102430247813253,1.22605212064495e-35,4.15015142506647e-322,6.6738969778831e-55,2.12339932042014e-90,NA,5.06166213151524e-48,4.4645457868401e-48,0,3.57134465140231e-45,4.95065643852502e-291,1.49301537783998e-86,1.7783423162831e-13,0,0,6.11810180870133e-217,1.37615405287935e-61,0,0.925744214977171,1.64658280084154e-136
0,3.84825278599685e-245,0.0286401697165426,0,0,0,0,0,9.99196965115507e-167,1.35941220207717e-211,0.0310369228556884,0,0,1.43448634973589e-43,1.31011439685526e-109,0,0,4.8806870760217e-97,0,0,5.06166213150025e-48,NA,0,0,0,0,0,1.06819022066791e-24,0,8.7319284427219e-108,4.8128228981322e-217,8.51563537383902e-59,6.12772551530507e-15,0,0
5.71519606486247e-147,6.80414479324386e-104,5.85739415549616e-20,0,0,0,0,0,9.65293566811494e-175,2.53619061895931e-293,0.0586768263848654,0,1.181535369362e-297,1.68988585930486e-50,0.000455379310685138,3.9154519911602e-201,0,9.16694884439337e-188,0,0,4.46454578682757e-48,0,NA,0,0,0,0,6.20247589516124e-15,0,5.45209204729369e-19,8.07856484374356e-255,1.52127918746785e-109,1.66651009632027e-49,0,0
2.42373484034637e-69,0,2.10952212001448e-296,0,0,0,0,0,4.26965390289962e-124,0,0.261457147555391,0,0,1.49522302403245e-43,0.176848696531499,2.24907780675893e-266,0,0,0,0,0,0,0,NA,0,0,0,0.000139054983958718,1.4908004924649e-41,2.35124150394485e-122,5.3986829435073e-21,2.47824296836053e-14,0,0,0
0,0,1.47579884089515e-23,0,0,0,0,7.452607122783e-305,9.37165934470773e-295,2.10861161848893e-288,0.0119061164940115,0,0,1.89038487630935e-110,2.39951558489983e-25,0,0,0,0,0,3.57134465139206e-45,0,0,0,NA,0,0,4.23452273486256e-11,0,2.10640984387484e-11,1.97626258336499e-323,1.36268521471962e-104,2.94389764750171e-30,0,0
4.27888263017593e-217,2.82858249972133e-304,6.57541359115281e-62,0,0,0,0,0,2.26888630452256e-238,0,0.00248376419191708,0,0,3.39879622876595e-87,5.93272901495377e-09,0,0,1.17259198625748e-224,0,0,4.95065643849165e-291,0,0,0,0,NA,0,2.93103840418379e-12,0,2.25975528218471e-29,6.86269417711591e-117,8.07298713463135e-28,1.22876417620948e-302,0,0
2.11622824830908e-116,3.6216386547357e-181,7.33862670683023e-26,0,0,0,0,0,9.32315457776673e-224,0,0.678879443476538,0,0,6.20851419150317e-106,3.87983624873125e-112,7.04966638503477e-268,0,2.2294381245221e-149,0,0,1.49301537783453e-86,0,0,0,0,0,NA,2.3265442315706e-21,0,0.0506307411505183,0,1.09272833095312e-88,3.29086631666777e-70,0,0
2.83277829095375e-16,5.63716714089918e-11,1.04282300449348e-12,7.79641938447754e-36,2.97885981675063e-37,4.3452999282096e-17,5.73398765528637e-26,0.0968491455276999,0.0138582501491333,0.488341178353555,0.00163275424735274,6.70609176358444e-09,1.35926359102666e-10,0.0305732694876331,0.76341134134428,0.000491098412412452,4.54142947243572e-14,0.0158579153417388,9.19535995125909e-18,5.37114176638066e-10,1.77834231628361e-13,1.06819022066761e-24,6.20247589515958e-15,0.000139054983958698,4.23452273486139e-11,2.93103840418296e-12,2.32654423156973e-21,NA,2.29665918875446e-42,2.25615394727325e-27,1.32570954875979e-23,0.10775285751877,2.02619703979114e-13,7.50645051261511e-16,4.38799649445327e-46
