"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.00311902293735394,0,1.97790418134587e-11,1.62882907277249e-38,0,1.25790995114922e-94,6.3239305423281e-40,0,4.26316295813452e-142,0.0230332927063725,0,0,9.60830337052741e-167,0,6.81629684486065e-65,0,0.00025427387185223,0,6.96487301539981e-108,2.12873413801488e-05,0,1.51388210048435e-148,1.66296800196098e-67,0,9.80519167351911e-222,1.02536812038876e-127,1.8882790479214e-13,1.20894219784642e-71,0.00240618649690446,1.05903292545142e-175,0,0.868568056975909,2.62786857498647e-51,0
0.00311902293735231,NA,2.77471797023684e-220,0,0,2.79002035834739e-283,4.51208317018474e-215,0.000675485074817375,2.65821105671073e-84,9.22437438192443e-45,3.45060257003737e-09,3.0223374592721e-60,7.85021665319173e-116,2.8766859002065e-05,0,0,0,2.7553603279238e-201,1.19578294644701e-34,1.11399419055368e-75,4.03867069449084e-24,6.40310845296422e-204,5.5148428474512e-95,0,0,4.64345701060132e-293,3.14072824218062e-158,1.25138811913407e-07,3.56250006959269e-82,0.906363107721016,4.53915136703064e-33,3.76884270807451e-111,2.69563322867481e-85,7.17507690814093e-163,0
0,2.77471797022433e-220,NA,1.82440509394212e-32,3.01697021872568e-69,2.16662913942156e-33,1.99962373850202e-05,1.91059762007708e-35,7.21207926604918e-87,0.000199774013771742,0.0811452890816975,4.11871840605097e-98,4.37385661970382e-148,1.06283323603876e-59,5.14126511609678e-19,0.00446896107493565,1.66534386834224e-25,3.34175676682321e-161,1.4277967547446e-16,5.23313973275259e-18,2.98929609635404e-137,0.349746679976634,5.04978628593912e-21,3.05167551204179e-318,1.19520809994062e-20,6.78466062784812e-64,8.40221078264795e-28,3.00227100972112e-08,4.91629171630668e-60,1.32885494195128e-120,2.50969756758282e-63,0,4.87694971677673e-190,0.13404099891731,1.85576817019744e-90
1.97790418134381e-11,0,1.82440509393925e-32,NA,0,0,0,4.76043500064949e-23,4.27269100641017e-37,2.98626473749797e-15,9.55626817275669e-07,0.0014821083845141,8.67455281113528e-06,9.50664239629089e-20,1.45090967224467e-73,0,0,5.70524776675974e-06,0,0,5.35690389409049e-252,0,0,0,0,0,0,7.26187606193825e-38,0,0,0,2.67128966864014e-10,2.1177103352475e-130,0,0
1.62882907276868e-38,0,3.01697021870109e-69,0,NA,0,0,6.17484370415132e-31,5.11199482575915e-56,3.06649482158711e-06,5.86527651306594e-08,9.71338309161096e-05,0.00910404632010968,4.00576377519367e-13,1.68648480591981e-59,0,0,0.398884483431217,0,0,1.12427742751808e-170,0,0,0,0,0,0,1.31729719901077e-39,0,0,0,9.17555766922591e-10,2.83567340929402e-88,0,0
0,2.79002035835667e-283,2.1666291394203e-33,0,0,NA,0,0,0,0,0.0106592661139404,0,0,4.11846159808255e-118,2.22567490721312e-08,1.58802562597565e-250,0,9.9263464546791e-108,0,0,4.22302470575213e-105,0,0,0,0,0,0,3.01923277496691e-17,0,1.70467077152485e-33,0,7.53738526578697e-132,9.33435394159807e-239,0,0
1.25790995114811e-94,4.51208317017921e-215,1.99962373850336e-05,0,0,0,NA,0,1.09833374133719e-135,0,5.16471328178177e-05,6.04134024547357e-44,5.8756430403258e-53,1.66131144337387e-16,2.2440156544261e-13,6.43972379908298e-176,0,1.12113772414538e-19,0,0,9.57478591284428e-17,0,0,0,0,0,0,2.34877595265521e-28,0,4.10696554941247e-151,0,1.48079624507582e-91,0.843987657474341,0,0
6.32393054232616e-40,0.0006754850748176,1.91059762007615e-35,4.76043500065025e-23,6.17484370415184e-31,0,0,NA,2.03519960475838e-09,4.19720765470325e-168,0.0449328161698001,1.05194167068749e-14,1.66696518466516e-35,6.59390604495809e-15,1.27049093382979e-11,1.62127186260762e-60,2.01654838681696e-298,2.38752195929909e-54,0,0,1.16599492418534e-321,0,0,0,4.65201490190507e-267,0,0,0.000412947205188396,2.99776769548622e-188,6.82774901929894e-292,8.99503361607234e-245,0.000395238374778512,0,0,0
0,2.65821105671515e-84,7.21207926605476e-87,4.27269100641318e-37,5.11199482576303e-56,0,1.09833374133709e-135,2.03519960475822e-09,NA,1.73251088317959e-168,0.334866580027033,0,0,4.44724288741077e-78,5.63428205815518e-09,2.13106144380205e-41,0,0.0124346404172701,0,1.37725531394211e-156,5.22451146959316e-05,4.23645060910944e-162,5.44418235641832e-156,4.28422320125431e-111,8.24149806274371e-287,3.81295525615702e-227,1.7733414701819e-223,0.0144634391645467,4.13047279753997e-31,2.40183119442104e-36,7.0675386073418e-119,7.84443841017335e-97,1.55326358724311e-38,1.12781961397516e-58,9.43770460644745e-252
4.26316295813106e-142,9.22437438193529e-45,0.000199774013771857,2.98626473749429e-15,3.06649482158462e-06,0,0,4.19720765470573e-168,1.73251088318146e-168,NA,0.0660542440406694,0,0,1.52210855834161e-143,3.61428216966799e-120,9.71733901956313e-06,1.36697397856602e-174,1.44856803880101e-91,0,0,8.81138068211031e-254,6.10652483169458e-198,2.52893171649737e-278,0,3.94912661616025e-281,0,0,0.0165127611342124,1.72596199187265e-27,0,0.000277797704235349,3.55334719084903e-82,0,5.45250992771044e-72,3.74518784868481e-171
