"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,0.233478678649069,0,1.12865601433314e-06,3.8773836736408e-27,0,4.13563624128896e-87,8.18789605754303e-51,0,1.55809430548228e-161,1.86344938570797e-08,0,0,4.15838442697402e-124,0,1.81239787623746e-62,0,0.0596803312388959,0,2.73674355254325e-102,0.000369744926086065,0,2.00478305266123e-146,2.4860364484761e-62,0,8.67553564956767e-210,2.17545120598102e-130,2.83378087371559e-06,1.41665098180215e-72,0.0090431448206848,1.09279423299261e-190,0,0.767689932898025,6.8300443000095e-53,0
0.233478678649147,NA,4.26639197565548e-198,0,0,7.6364642258004e-298,5.04568857364071e-219,0.000966653713218233,8.96847224682043e-75,6.98923013473648e-38,1.79905119926137e-05,3.17080929254256e-58,3.18408482841009e-108,0.000576104452779401,0,0,0,3.89056095390352e-239,8.60946374383699e-41,5.15394283797322e-80,2.18936728953918e-27,1.54815768497499e-220,2.01384388208044e-100,0,0,3.22239983203774e-278,8.12502876218293e-191,2.02225418586379e-08,6.8762046805952e-87,0.285047961623762,8.28774956024852e-43,2.69750693969368e-107,3.00254024105418e-76,1.70597484320412e-165,0
0,4.26639197566003e-198,NA,9.98882212831504e-23,3.19977687193411e-55,5.20698904150048e-37,4.6884455717827e-05,4.56585222504151e-44,5.52298479178282e-79,0.000768131775757549,0.0175195420198592,6.70709446654373e-101,4.1571070325895e-145,2.22513344259284e-58,3.28182564240153e-27,6.32552030740792e-05,4.83011269588424e-23,2.01174107516602e-164,1.6852334466375e-08,1.93529878941966e-27,3.82289686148473e-140,0.000578457015231367,1.37280100054755e-12,7.52301879703998e-305,1.23863355093852e-19,1.63146733869245e-71,6.30884493841201e-17,2.87514344718122e-08,1.62821231200431e-61,9.98791102820654e-128,3.15184921740809e-76,0,3.87415653210687e-204,0.16484857654724,3.8386629604825e-87
1.12865601433521e-06,0,9.98882212827037e-23,NA,0,0,0,1.08535923070204e-21,1.73905980250256e-21,4.00271987366369e-20,0.00709527859605279,0.000203394756373774,1.16302207647538e-09,4.40697609862279e-19,3.99796890261049e-72,0,0,0.0207699017753711,0,0,1.82567008960549e-254,0,0,0,0,0,0,1.81480399944791e-33,0,0,0,7.65068282528229e-07,3.46388227278237e-141,0,0
3.87738367365833e-27,0,3.19977687190695e-55,0,NA,0,0,5.8116150465774e-31,1.70319044814631e-38,4.82133486333299e-10,0.00123668429230378,0.000685260811795647,0.392620530161543,8.51293378677533e-13,3.91180715119288e-61,0,0,0.138622772435327,0,0,5.75800226610612e-174,0,0,0,0,0,0,3.90623614422823e-32,0,0,0,2.79330704278474e-06,1.49026756012772e-93,0,0
0,7.63646422579239e-298,5.20698904148747e-37,0,0,NA,0,0,0,0,0.00758833241015417,0,0,8.06690080068375e-95,1.56670240734986e-11,5.65975818955522e-245,0,3.54215308727801e-124,0,0,5.28589086935556e-96,0,0,0,0,0,0,1.76129005840737e-15,0,1.65722136976011e-36,0,1.79707414638889e-124,3.10747690265478e-248,0,0
4.13563624129916e-87,5.0456885736101e-219,4.68844557178218e-05,0,0,0,NA,0,3.6172902762748e-134,0,0.0029081194750042,8.08880718420135e-32,4.76137819786504e-33,1.88437580625444e-09,5.39557856080064e-12,8.14592257261135e-170,0,2.20375082953232e-26,0,0,1.18986775131555e-25,0,0,0,0,0,0,1.482955587191e-25,0,1.66965128394254e-153,0,8.60807366966611e-81,0.861515775127749,0,0
8.1878960575496e-51,0.000966653713217947,4.56585222503402e-44,1.08535923070168e-21,5.81161504657439e-31,0,0,NA,1.95486347336266e-16,6.70410824731675e-173,0.295409472703041,6.335347805475e-16,6.96010022599538e-35,1.53316136428923e-10,2.294395951877e-12,8.16603341257097e-64,4.42849812862051e-318,1.84789198824351e-83,0,0,0,0,0,0,1.74897927530148e-278,0,0,0.10270382625946,5.62224629080962e-185,1.57881280424855e-304,2.861641846351e-268,0.0902678663993556,0,0,2.64162078861939e-318
0,8.96847224678476e-75,5.522984791788e-79,1.7390598025006e-21,1.70319044814445e-38,0,3.61729027626877e-134,1.95486347336223e-16,NA,1.80803244467377e-157,0.00931013133845114,0,0,1.37723453827059e-66,6.83935083983666e-10,9.35726919342535e-51,0,1.03090481212272e-05,0,7.27174291296039e-158,6.06895779056173e-08,1.63383286378888e-155,1.90354473237461e-159,1.47211931153753e-108,2.47343650269225e-270,1.69139865754083e-222,1.11037013716744e-223,0.122191863470671,1.27735702921343e-26,9.57658005921023e-43,8.63200642328435e-120,1.86067084480327e-93,2.53916589653554e-48,2.67125998797376e-53,1.93611417994903e-292
1.55809430548378e-161,6.98923013473567e-38,0.00076813177575745,4.00271987366588e-20,4.82133486333386e-10,0,0,6.70410824731341e-173,1.80803244467377e-157,NA,0.00570499555738674,0,0,1.11014915257606e-123,9.03186482646346e-100,6.77504177794399e-05,1.10701543306094e-151,4.21738792507309e-86,0,0,7.15237169588455e-266,7.11119373641392e-189,2.28615401196994e-272,0,1.24323495564178e-243,0,0,0.122403678280061,2.69256452079604e-27,0,2.33378783300977e-05,2.08462375609087e-98,0,5.25362842657843e-60,4.36401779767689e-165
