"Elevation","TSeason","PSeason","swe","scd","awc","clay","sand","coarse","bulk_density","aspect","slope","tri","dist2fw","dist2cst","dr","As","Cd","Co","Cr","Hg","Mn","Ni","Pb","Sb","Zn","copper","erosion","pH_H2O","OC","CaCO3","P","N","K","parmado_bin"
NA,1.63265325012674e-07,0,8.34238325659422e-15,1.57071621608563e-43,0,3.91159231021299e-108,5.09548314270486e-51,0,8.94728975146263e-150,0.00362859089516798,0,0,1.36367883915061e-136,0,2.93217975175104e-74,0,0.978139896875642,0,1.75944192147252e-110,0.00312001548078473,0,3.10939924572305e-158,8.60728532293257e-79,0,8.0599550958614e-242,1.21229537767832e-134,8.75346575386336e-11,6.84819434095768e-88,0.166143057069389,2.93406927514732e-216,0,0.150606055921144,3.588317781534e-67,0
1.63265325013132e-07,NA,6.86792042393517e-203,0,0,4.59930959852795e-314,2.90441817620247e-226,1.28435110935558e-08,1.70853478579836e-92,1.07412835630566e-41,2.52923724671573e-05,5.82709456691266e-69,4.98932044742062e-125,0.000370189996773686,0,0,0,7.72813957559771e-233,3.49237214244864e-41,2.85164207740293e-77,2.01029488745457e-33,1.43874046043045e-243,2.33112747926611e-105,0,0,8.50084521803803e-278,6.79029610511086e-189,2.84485129839529e-05,7.83791579183095e-88,0.823214116172672,9.783711950766e-48,2.40017369827087e-102,1.08623584570663e-93,8.03081020500517e-177,0
0,6.86792042399753e-203,NA,4.1926532441323e-27,1.58598584821617e-59,1.61357437598373e-32,0.000793070578467394,5.7662801524374e-45,7.45699742707256e-90,0.000461253966439504,0.403020095683891,3.58851230103153e-98,4.29364695007242e-148,1.31557920932367e-55,2.89637019242529e-19,1.69131650909985e-12,3.10253350203552e-22,7.82746385053594e-170,6.6075189985294e-09,1.43119459052864e-24,1.74518144468747e-136,0.0159843024635691,1.6455340993756e-15,5.73135422610115e-299,4.17132792825768e-23,1.61792751136329e-59,3.2750838070137e-22,3.03882804805977e-11,1.67426800635214e-61,5.8892188820884e-113,5.31613926336645e-81,0,4.29435622828679e-190,0.0686892985987079,5.50137993277569e-117
8.34238325659878e-15,0,4.19265324412558e-27,NA,0,0,0,2.37736945904455e-32,1.38968122936315e-23,8.552280837596e-18,3.22564350107521e-05,0.0108702563438906,4.63927536577247e-05,7.18943688224688e-22,1.68590312081291e-71,0,0,0.000338895112345978,0,0,9.43709678002031e-250,0,0,0,0,0,0,6.50736823637753e-31,0,0,0,9.65169498867835e-07,6.38552093695041e-122,0,0
1.57071621609126e-43,0,1.58598584820724e-59,0,NA,0,0,4.94199826853941e-45,6.75692649327105e-43,1.83044960090354e-07,1.69360404788355e-05,1.64654710521973e-06,0.00186264392461889,3.02463704151111e-15,1.2931575010951e-62,0,0,0.497097460188065,0,0,7.20822665057519e-165,0,0,0,0,0,0,1.4928682845468e-30,0,0,0,2.83773936138976e-06,1.81998781236473e-76,0,0
0,4.59930959852795e-314,1.61357437598496e-32,0,0,NA,0,0,1.96563029066648e-318,0,0.0088116345542457,0,0,1.26454071974052e-110,2.13216453254975e-10,2.01203039830765e-299,0,2.00485913120276e-131,0,0,7.22443137641948e-97,0,0,0,0,0,0,2.83718845978824e-19,0,1.26410908709981e-31,0,8.49018510734253e-141,2.00762756033586e-258,0,0
3.91159231023668e-108,2.90441817620115e-226,0.000793070578466708,0,0,0,NA,0,6.1397022998995e-138,0,1.57680951344799e-05,6.41414719057353e-54,3.17424717605226e-52,5.5283850366907e-14,3.93868741866672e-12,4.40540558322503e-202,0,1.48174266747044e-21,0,0,1.35315517002759e-22,0,0,0,0,0,0,1.62927780174912e-29,0,1.26575601033199e-149,0,1.41999779225989e-96,0.16061965660798,0,0
5.0954831427009e-51,1.28435110935665e-08,5.76628015243986e-45,2.37736945904984e-32,4.94199826855432e-45,0,0,NA,2.40462903280755e-11,9.32312113268812e-190,0.614782002418935,2.37735010483683e-20,3.02408825565206e-39,2.25209821466622e-12,8.7974727372656e-07,1.66699694358087e-79,0,1.70169692901863e-96,0,0,9.88131291682493e-324,0,0,0,0,0,0,0.00161726109883755,1.89481961400396e-223,4.95143563451154e-292,1.06585758844226e-279,0.000314928782563931,0,0,0
0,1.70853478580071e-92,7.45699742705655e-90,1.3896812293652e-23,6.75692649327916e-43,1.96563029066648e-318,6.1397022998995e-138,2.404629032807e-11,NA,9.3073700272279e-152,0.290787162846427,0,0,5.8966410915568e-81,1.28538504973901e-07,8.00605303706214e-53,0,1.00838328158149e-07,3.17540450906744e-302,1.25713293166219e-138,8.14891477851442e-11,4.60172615150606e-154,2.60132797217936e-150,3.89544932685177e-113,1.31548455475336e-265,8.68612021006703e-224,2.73523879708674e-212,0.00574564171316149,3.25454601251089e-29,9.36126141759579e-43,3.35123030777396e-120,7.8996222551879e-94,6.70841050302612e-49,6.57527636179886e-65,9.82599959902078e-238
8.94728975139044e-150,1.07412835631046e-41,0.000461253966439481,8.55228083756558e-18,1.83044960090022e-07,0,0,9.32312113269299e-190,9.30737002723398e-152,NA,0.00025872844674673,0,0,5.82864320284451e-140,4.44687100265412e-110,2.03836770364036e-09,2.03131545143915e-182,6.49384744584664e-100,0,0,4.89351537376156e-263,2.4023919017509e-234,2.52092055134038e-319,0,7.18802019447431e-293,0,0,0.29368832465628,1.22685758241828e-19,0,3.77862464720484e-07,1.16357556508e-84,0,1.70054308618598e-84,3.14501923266814e-186
