# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: Llama3.2-1B-INT8
# alg_count: 16, config_count: 16
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: LAYOUT_SEARCH, dtype: int8, outdtype: int32, warmup=5, repeat=30, verify=True
# M_list: [16, 128, 1024, 4096, 16384]
# NK_list: [(3072, 2048), (2048, 2048), (16384, 2048), (2048, 8192)]
M,N,K,layout,tops,lat_us,alg_id,split_k,workspace
128,2048,8192,NN_CR_Row,52.416519,81.939,20,1,0
128,2048,8192,NN_RC_Col,232.157043,18.500,21,5,5242880
128,2048,8192,NN_RC_Row,231.303513,18.569,21,5,5242880
128,2048,8192,NT_CC_Col,51.265972,83.778,20,1,0
128,2048,8192,NT_CC_Row,52.471844,81.853,20,1,0
128,2048,8192,NT_RR_Col,232.130264,18.502,21,5,5242880
128,2048,8192,NT_RR_Row,230.456253,18.637,21,5,5242880
128,2048,8192,TN_CC_Col,231.902985,18.521,21,5,5242880
128,2048,8192,TN_CC_Row,231.303513,18.569,21,5,5242880
128,2048,8192,TN_RR_Col,51.244442,83.813,20,1,0
128,2048,8192,TN_RR_Row,52.410374,81.949,20,1,0
128,2048,8192,TT_CR_Col,232.116882,18.503,21,5,5242880
128,2048,8192,TT_CR_Row,229.562820,18.709,21,5,5242880
128,2048,8192,TT_RC_Col,51.230095,83.837,20,1,0
128,2048,8192,TT_RC_Row,52.416519,81.939,20,1,0
128,3072,2048,NN_CR_Col,48.155041,33.446,20,1,0
128,3072,2048,NN_CR_Row,48.429962,33.257,20,1,0
128,3072,2048,NN_RC_Col,157.171783,10.247,21,1,0
128,3072,2048,NN_RC_Row,157.155441,10.249,21,1,0
128,3072,2048,NT_CC_Col,48.503086,33.206,20,1,0
128,3072,2048,NT_CC_Row,48.598305,33.141,20,1,0
128,3072,2048,NT_RR_Col,156.131683,10.316,21,1,0
128,3072,2048,NT_RR_Row,157.335571,10.237,21,1,0
128,3072,2048,TN_CC_Col,156.926773,10.263,21,1,0
128,3072,2048,TN_CC_Row,156.147842,10.315,21,1,0
128,3072,2048,TN_RR_Col,48.392715,33.282,20,1,0
128,3072,2048,TN_RR_Row,48.859352,32.964,20,1,0
128,3072,2048,TT_CR_Col,157.139069,10.250,21,1,0
128,3072,2048,TT_CR_Row,156.163956,10.314,21,1,0
128,3072,2048,TT_RC_Col,49.112034,32.795,20,1,0
128,3072,2048,TT_RC_Row,48.701759,33.071,20,1,0
128,16384,2048,NN_CR_Col,88.407761,97.163,64,1,0
128,16384,2048,NN_CR_Row,88.278870,97.305,64,1,0
128,16384,2048,NN_RC_Col,262.041626,32.781,21,1,0
128,16384,2048,NN_RC_Row,261.582031,32.838,21,1,0
128,16384,2048,NT_CC_Col,87.877167,97.749,64,1,0
128,16384,2048,NT_CC_Row,88.467979,97.097,64,1,0
128,16384,2048,NT_RR_Col,261.514038,32.847,21,1,0
128,16384,2048,NT_RR_Row,261.565002,32.841,21,1,0
128,16384,2048,TN_CC_Col,261.888245,32.800,21,1,0
128,16384,2048,TN_CC_Row,262.101318,32.773,21,1,0
128,16384,2048,TN_RR_Col,87.634270,98.020,64,1,0
128,16384,2048,TN_RR_Row,88.624733,96.925,64,1,0
128,16384,2048,TT_CR_Col,262.041626,32.781,21,1,0
128,16384,2048,TT_CR_Row,262.058685,32.779,21,1,0
128,16384,2048,TT_RC_Col,88.479652,97.084,64,1,0
128,16384,2048,TT_RC_Row,88.241142,97.346,64,1,0
1024,2048,2048,NN_CR_Col,88.496178,97.066,64,1,0
1024,2048,2048,NN_CR_Row,88.134911,97.463,64,1,0
1024,2048,2048,NN_RC_Col,262.050140,32.780,21,1,0
1024,2048,2048,NN_RC_Row,262.092834,32.774,21,1,0
1024,2048,2048,NT_CC_Col,89.181213,96.320,64,1,0
1024,2048,2048,NT_CC_Row,87.795738,97.840,64,1,0
1024,2048,2048,NT_RR_Col,262.016052,32.784,21,1,0
1024,2048,2048,NT_RR_Row,262.058685,32.779,21,1,0
1024,2048,2048,TN_CC_Col,261.854187,32.804,21,1,0
1024,2048,2048,TN_CC_Row,262.041626,32.781,21,1,0
1024,2048,2048,TN_RR_Col,88.986092,96.531,64,1,0
1024,2048,2048,TN_RR_Row,88.744858,96.794,64,1,0
1024,2048,2048,TT_CR_Col,262.050140,32.780,21,1,0
1024,2048,2048,TT_CR_Row,262.084290,32.775,21,1,0
1024,2048,2048,TT_RC_Col,88.743881,96.795,64,1,0
1024,2048,2048,TT_RC_Row,88.044342,97.564,64,1,0
1024,2048,8192,NN_CR_Col,92.666199,370.790,64,1,0
1024,2048,8192,NN_CR_Row,92.062904,373.220,64,1,0
1024,2048,8192,NN_RC_Col,334.881561,102.603,21,1,0
1024,2048,8192,NN_RC_Row,335.278900,102.481,21,1,0
1024,2048,8192,NT_CC_Col,92.726753,370.548,64,1,0
1024,2048,8192,NT_CC_Row,92.010834,373.431,64,1,0
1024,2048,8192,NT_RR_Col,335.038269,102.555,21,1,0
1024,2048,8192,NT_RR_Row,335.062653,102.547,21,1,0
1024,2048,8192,TN_CC_Col,334.839752,102.615,21,1,0
1024,2048,8192,TN_CC_Row,335.348694,102.460,21,1,0
1024,2048,8192,TN_RR_Col,92.743309,370.482,64,1,0
1024,2048,8192,TN_RR_Row,92.607864,371.024,64,1,0
1024,2048,8192,TT_CR_Col,335.282410,102.480,21,1,0
1024,2048,8192,TT_CR_Row,335.348694,102.460,21,1,0
1024,2048,8192,TT_RC_Col,91.178711,376.839,64,1,0
1024,2048,8192,TT_RC_Row,92.029228,373.357,64,1,0
1024,3072,2048,NN_CR_Col,89.823143,143.447,64,1,0
1024,3072,2048,NN_CR_Row,89.782417,143.513,64,1,0
1024,3072,2048,NN_RC_Col,273.417755,47.125,21,1,0
1024,3072,2048,NN_RC_Row,273.535370,47.105,21,1,0
1024,3072,2048,NT_CC_Col,89.809105,143.470,64,1,0
1024,3072,2048,NT_CC_Row,89.843849,143.414,64,1,0
1024,3072,2048,NT_RR_Col,273.046906,47.189,21,1,0
1024,3072,2048,NT_RR_Row,273.331116,47.140,21,1,0
1024,3072,2048,TN_CC_Col,273.071594,47.185,21,1,0
1024,3072,2048,TN_CC_Row,273.362061,47.135,21,1,0
1024,3072,2048,TN_RR_Col,89.979706,143.198,64,1,0
1024,3072,2048,TN_RR_Row,89.805786,143.475,64,1,0
1024,3072,2048,TT_CR_Col,273.423920,47.124,21,1,0
1024,3072,2048,TT_CR_Row,273.510590,47.109,21,1,0
1024,3072,2048,TT_RC_Col,89.854546,143.397,64,1,0
1024,3072,2048,TT_RC_Row,89.857216,143.393,64,1,0
1024,16384,2048,NN_CR_Col,113.583015,605.015,64,1,0
1024,16384,2048,NN_CR_Row,113.160454,607.275,64,1,0
1024,16384,2048,NN_RC_Col,339.110260,202.646,21,1,0
1024,16384,2048,NN_RC_Row,335.277161,204.963,21,1,0
1024,16384,2048,NT_CC_Col,112.343697,611.690,64,1,0
1024,16384,2048,NT_CC_Row,113.049461,607.871,64,1,0
1024,16384,2048,NT_RR_Col,340.285248,201.947,21,1,0
1024,16384,2048,NT_RR_Row,335.848663,204.614,21,1,0
1024,16384,2048,TN_CC_Col,342.346649,200.731,21,1,0
1024,16384,2048,TN_CC_Row,348.278229,197.312,21,1,0
1024,16384,2048,TN_RR_Col,108.992722,630.496,64,1,0
1024,16384,2048,TN_RR_Row,113.145943,607.353,64,1,0
1024,16384,2048,TT_CR_Col,340.502869,201.818,21,1,0
1024,16384,2048,TT_CR_Row,334.709259,205.311,21,1,0
1024,16384,2048,TT_RC_Col,113.507759,605.417,64,1,0
1024,16384,2048,TT_RC_Row,113.124290,607.469,64,1,0
4096,2048,2048,NN_CR_Col,104.719543,328.112,64,1,0
4096,2048,2048,NN_CR_Row,104.713066,328.132,64,1,0
4096,2048,2048,NN_RC_Col,321.383362,106.912,21,1,0
4096,2048,2048,NN_RC_Row,322.199860,106.641,21,1,0
4096,2048,2048,NT_CC_Col,104.805733,327.842,64,1,0
4096,2048,2048,NT_CC_Row,104.717155,328.119,64,1,0
4096,2048,2048,NT_RR_Col,320.820038,107.100,21,1,0
4096,2048,2048,NT_RR_Row,321.643311,106.826,21,1,0
4096,2048,2048,TN_CC_Col,319.886566,107.412,21,1,0
4096,2048,2048,TN_CC_Row,322.235352,106.629,21,1,0
4096,2048,2048,TN_RR_Col,104.795853,327.873,64,1,0
4096,2048,2048,TN_RR_Row,104.777451,327.931,64,1,0
4096,2048,2048,TT_CR_Col,320.820038,107.100,21,1,0
4096,2048,2048,TT_CR_Row,322.415955,106.570,21,1,0
4096,2048,2048,TT_RC_Col,104.675316,328.251,64,1,0
4096,2048,2048,TT_RC_Row,104.731453,328.075,64,1,0
4096,2048,8192,NN_CR_Col,107.550476,1277.902,64,1,0
4096,2048,8192,NN_CR_Row,107.642220,1276.813,64,1,0
4096,2048,8192,NN_RC_Col,280.021942,490.815,21,2,67108864
4096,2048,8192,NN_RC_Row,281.165222,488.819,21,2,67108864
4096,2048,8192,NT_CC_Col,107.654884,1276.662,64,1,0
4096,2048,8192,NT_CC_Row,107.110344,1283.153,64,1,0
4096,2048,8192,NT_RR_Col,278.968262,492.669,21,2,67108864
4096,2048,8192,NT_RR_Row,281.047455,489.024,21,2,67108864
4096,2048,8192,TN_CC_Col,279.213074,492.237,21,2,67108864
4096,2048,8192,TN_CC_Row,281.100189,488.932,21,2,67108864
4096,2048,8192,TN_RR_Col,107.910858,1273.634,64,1,0
4096,2048,8192,TN_RR_Row,107.469200,1278.868,64,1,0
4096,2048,8192,TT_CR_Col,280.225342,490.459,21,2,67108864
4096,2048,8192,TT_CR_Row,281.377655,488.450,21,2,67108864
4096,2048,8192,TT_RC_Col,107.566544,1277.711,64,1,0
4096,2048,8192,TT_RC_Row,107.459076,1278.989,64,1,0
4096,3072,2048,NN_CR_Col,109.309685,471.501,64,1,0
4096,3072,2048,NN_CR_Row,110.282455,467.342,64,1,0
4096,3072,2048,NN_RC_Col,335.786835,153.489,21,1,0
4096,3072,2048,NN_RC_Row,337.739624,152.602,21,1,0
4096,3072,2048,NT_CC_Col,107.153206,480.990,64,1,0
4096,3072,2048,NT_CC_Row,110.345665,467.074,64,1,0
4096,3072,2048,NT_RR_Col,336.043701,153.372,21,1,0
4096,3072,2048,NT_RR_Row,337.692413,152.623,21,1,0
4096,3072,2048,TN_CC_Col,335.698212,153.530,21,1,0
4096,3072,2048,TN_CC_Row,338.186401,152.400,21,1,0
4096,3072,2048,TN_RR_Col,109.551834,470.459,64,1,0
4096,3072,2048,TN_RR_Row,110.351204,467.051,64,1,0
4096,3072,2048,TT_CR_Col,335.604919,153.572,21,1,0
4096,3072,2048,TT_CR_Row,336.200348,153.300,21,1,0
4096,3072,2048,TT_RC_Col,110.282707,467.341,64,1,0
4096,3072,2048,TT_RC_Row,110.307877,467.234,64,1,0
4096,16384,2048,NN_CR_Col,120.349564,2283.996,64,1,0
4096,16384,2048,NN_CR_Row,120.592705,2279.391,64,1,0
4096,16384,2048,NN_RC_Col,345.685791,795.167,21,1,0
4096,16384,2048,NN_RC_Row,339.394318,809.907,21,1,0
4096,16384,2048,NT_CC_Col,120.470299,2281.707,64,1,0
4096,16384,2048,NT_CC_Row,121.050400,2270.772,64,1,0
4096,16384,2048,NT_RR_Col,348.623138,788.467,21,1,0
4096,16384,2048,NT_RR_Row,339.229034,810.302,21,1,0
4096,16384,2048,TN_CC_Col,351.070984,782.970,21,1,0
4096,16384,2048,TN_CC_Row,340.077789,808.279,21,1,0
4096,16384,2048,TN_RR_Col,119.989426,2290.851,64,1,0
4096,16384,2048,TN_RR_Row,120.594734,2279.353,64,1,0
4096,16384,2048,TT_CR_Col,344.565826,797.752,21,1,0
4096,16384,2048,TT_CR_Row,339.188843,810.398,21,1,0
4096,16384,2048,TT_RC_Col,121.013176,2271.471,64,1,0
4096,16384,2048,TT_RC_Row,120.589424,2279.453,64,1,0
16384,2048,2048,NN_CR_Col,117.158051,1173.107,64,1,0
16384,2048,2048,NN_CR_Row,118.336143,1161.428,64,1,0
16384,2048,2048,NN_RC_Col,348.511871,394.359,21,1,0
16384,2048,2048,NN_RC_Row,340.089447,404.126,21,1,0
16384,2048,2048,NT_CC_Col,117.835213,1166.366,64,1,0
16384,2048,2048,NT_CC_Row,117.890182,1165.822,64,1,0
16384,2048,2048,NT_RR_Col,350.445557,392.183,21,1,0
16384,2048,2048,NT_RR_Row,339.689606,404.602,21,1,0
16384,2048,2048,TN_CC_Col,352.965576,389.383,21,1,0
16384,2048,2048,TN_CC_Row,339.867920,404.389,21,1,0
16384,2048,2048,TN_RR_Col,116.392784,1180.820,64,1,0
16384,2048,2048,TN_RR_Row,118.209023,1162.677,64,1,0
16384,2048,2048,TT_CR_Col,344.993927,398.381,21,1,0
16384,2048,2048,TT_CR_Row,339.406860,404.939,21,1,0
16384,2048,2048,TT_RC_Col,117.614914,1168.550,64,1,0
16384,2048,2048,TT_RC_Row,118.133698,1163.419,64,1,0
16384,2048,8192,NN_CR_Col,121.221405,4535.138,64,1,0
16384,2048,8192,NN_CR_Row,120.893036,4547.457,64,1,0
16384,2048,8192,NN_RC_Col,384.428589,1430.060,21,1,0
16384,2048,8192,NN_RC_Row,392.462372,1400.786,21,1,0
16384,2048,8192,NT_CC_Col,121.223625,4535.055,64,1,0
16384,2048,8192,NT_CC_Row,121.737923,4515.896,64,1,0
16384,2048,8192,NT_RR_Col,385.173828,1427.293,21,1,0
16384,2048,8192,NT_RR_Row,392.552338,1400.465,21,1,0
16384,2048,8192,TN_CC_Col,394.367188,1394.020,21,1,0
16384,2048,8192,TN_CC_Row,392.832947,1399.465,21,1,0
16384,2048,8192,TN_RR_Col,121.242371,4534.354,64,1,0
16384,2048,8192,TN_RR_Row,121.307487,4531.920,64,1,0
16384,2048,8192,TT_CR_Col,386.654724,1421.826,21,1,0
16384,2048,8192,TT_CR_Row,392.339569,1401.224,21,1,0
16384,2048,8192,TT_RC_Col,121.227135,4534.924,64,1,0
16384,2048,8192,TT_RC_Row,121.181847,4536.619,64,1,0
16384,3072,2048,NN_CR_Col,120.045815,1717.331,64,1,0
16384,3072,2048,NN_CR_Row,120.294098,1713.787,64,1,0
16384,3072,2048,NN_RC_Col,345.320007,597.007,21,1,0
16384,3072,2048,NN_RC_Row,343.305054,600.511,21,1,0
16384,3072,2048,NT_CC_Col,119.991409,1718.110,64,1,0
16384,3072,2048,NT_CC_Row,120.288567,1713.866,64,1,0
16384,3072,2048,NT_RR_Col,348.926514,590.836,21,1,0
16384,3072,2048,NT_RR_Row,342.842224,601.322,21,1,0
16384,3072,2048,TN_CC_Col,352.805450,584.340,21,1,0
16384,3072,2048,TN_CC_Row,342.974823,601.089,21,1,0
16384,3072,2048,TN_RR_Col,119.021637,1732.109,64,1,0
16384,3072,2048,TN_RR_Row,120.280106,1713.986,64,1,0
16384,3072,2048,TT_CR_Col,341.732910,603.274,21,1,0
16384,3072,2048,TT_CR_Row,343.650543,599.907,21,1,0
16384,3072,2048,TT_RC_Col,120.049248,1717.282,64,1,0
16384,3072,2048,TT_RC_Row,120.317017,1713.460,64,1,0
16384,16384,2048,NN_CR_Col,121.985153,9013.487,64,1,0
16384,16384,2048,NN_CR_Row,121.363098,9059.687,64,1,0
16384,16384,2048,NN_RC_Col,340.467133,3229.421,21,1,0
16384,16384,2048,NN_RC_Row,340.145813,3232.471,21,1,0
16384,16384,2048,NT_CC_Col,121.989922,9013.135,64,1,0
16384,16384,2048,NT_CC_Row,120.109375,9154.253,64,1,0
16384,16384,2048,NT_RR_Col,340.298981,3231.017,21,1,0
16384,16384,2048,NT_RR_Row,340.123932,3232.679,21,1,0
16384,16384,2048,TN_CC_Col,344.390961,3192.626,21,1,0
16384,16384,2048,TN_CC_Row,340.192535,3232.028,21,1,0
16384,16384,2048,TN_RR_Col,121.963631,9015.078,64,1,0
16384,16384,2048,TN_RR_Row,121.249939,9068.142,64,1,0
16384,16384,2048,TT_CR_Col,340.153870,3232.395,21,1,0
16384,16384,2048,TT_CR_Row,340.138763,3232.539,21,1,0
16384,16384,2048,TT_RC_Col,121.846619,9023.735,64,1,0
16384,16384,2048,TT_RC_Row,121.333778,9061.876,64,1,0
