init_top30,bo_top30
6.9,8.6
7.0,8.6
7.0,8.7
7.0,8.7
7.1,8.7
7.1,8.8
7.1,8.8
7.2,8.8
7.2,8.8
7.2,9.1
7.2,9.0
7.2,8.9
7.2,8.9
7.4,10.0
7.8,9.9
8.2,9.1
9.6,8.9
7.6,9.7
8.6,8.9
7.6,9.5
7.6,9.1
7.5,11.3
7.7,9.0
7.5,9.4
7.7,9.6
7.5,9.0
7.9,10.0
7.8,9.5
7.7,9.8
8.0,9.1
