dataset,metric,mean,std
HousePrice,mse,0.0007765537511621904,0.000170826924840928
HousePrice,aug_mse,0.0006986330673653295,0.0002112726257475226
HousePrice,delta_mse,-11.347810044299075,6.7636209728824594
HousePrice,p_wilcoxon,0.0009765625,0.0
HousePrice,should_proceed,1.0,0.0
