dataset,metric,mean,std
227_cpu_small_sample_300,mse,0.0016737972122448372,0.00014283664810725642
227_cpu_small_sample_300,aug_mse,0.001727463985201906,0.0001784776836514303
227_cpu_small_sample_300,delta_mse,1.9164561370875508,2.8917229205839043
227_cpu_small_sample_300,p_wilcoxon,0.18444010416666667,0.043942840079626164
227_cpu_small_sample_300,should_proceed,0.3333333333333333,0.12171612389003693
227_cpu_small_sample_500,mse,0.001172559456136485,6.339398895976511e-05
227_cpu_small_sample_500,aug_mse,0.0010878018852524872,6.804294837648315e-05
227_cpu_small_sample_500,delta_mse,-7.342633842551704,1.8449316838860006
227_cpu_small_sample_500,p_wilcoxon,0.16471354166666666,0.05263933909057883
227_cpu_small_sample_500,should_proceed,0.4,0.12649110640673517
227_cpu_small_sample_700,mse,0.0011071986480756342,4.959090182824392e-05
227_cpu_small_sample_700,aug_mse,0.0009467834613559539,2.6558297830835774e-05
227_cpu_small_sample_700,delta_mse,-13.041226040083277,2.8616917144795195
227_cpu_small_sample_700,p_wilcoxon,0.08014322916666666,0.02463097505179839
227_cpu_small_sample_700,should_proceed,0.4,0.12649110640673517
