filename,mae,sd,se,n,n_subset_items,n_all_items,benchmark
/store01/nchawla/pli9/llmbenchmark/winogrande_2pl/pirt_accuracy_se_0.1.csv,0.12096969031834548,0.22954967656803807,0.010056753922024696,521,197.74088291746642,1045.0,winogrande
/store01/nchawla/pli9/llmbenchmark/winogrande_2pl/pirt_accuracy_se_0.2.csv,0.17033933453900724,0.239255180231151,0.010481959757591646,521,77.05758157389636,1045.0,winogrande
/store01/nchawla/pli9/llmbenchmark/winogrande_2pl/pirt_accuracy_se_0.3.csv,0.19687824052694156,0.26047163417305647,0.011411469481071794,521,51.31669865642994,1045.0,winogrande
/store01/nchawla/pli9/llmbenchmark/truthfulqa_2pl/pirt_accuracy_se_0.1.csv,0.07786979069225547,0.08119146942353885,0.0035742551419931977,516,61.01744186046512,627.0,truthfulqa
/store01/nchawla/pli9/llmbenchmark/truthfulqa_2pl/pirt_accuracy_se_0.2.csv,0.0948160368046898,0.14369268828910564,0.006325717881825421,516,30.399224806201552,627.0,truthfulqa
/store01/nchawla/pli9/llmbenchmark/truthfulqa_2pl/pirt_accuracy_se_0.3.csv,0.09682187840500768,0.14075510102698918,0.0061963978134583686,516,30.0,627.0,truthfulqa
/store01/nchawla/pli9/llmbenchmark/hellaswag_2pl/pirt_accuracy_se_0.1.csv,0.14102082060157836,0.12303285642454001,0.006262207510255981,386,80.54145077720207,5595.0,hellaswag
/store01/nchawla/pli9/llmbenchmark/hellaswag_2pl/pirt_accuracy_se_0.2.csv,0.16777248414192647,0.15032770533128262,0.007651478740579243,386,31.94818652849741,5595.0,hellaswag
/store01/nchawla/pli9/llmbenchmark/hellaswag_2pl/pirt_accuracy_se_0.3.csv,0.17036324306084547,0.1547491296812483,0.007876523314646866,386,30.015544041450777,5595.0,hellaswag
/store01/nchawla/pli9/llmbenchmark/gsm8k_2pl/pirt_accuracy_se_0.1.csv,0.13191558855491142,0.13885443443359888,0.006775402634648824,420,99.90714285714286,1306.0,gsm8k
/store01/nchawla/pli9/llmbenchmark/gsm8k_2pl/pirt_accuracy_se_0.2.csv,0.1720985340334881,0.16054588542799428,0.007833837065038323,420,34.69761904761905,1306.0,gsm8k
/store01/nchawla/pli9/llmbenchmark/gsm8k_2pl/pirt_accuracy_se_0.3.csv,0.17490852065357482,0.1714204046386182,0.008364459269584729,420,31.116666666666667,1306.0,gsm8k
/store01/nchawla/pli9/llmbenchmark/arc_2pl/pirt_accuracy_se_0.1.csv,0.07591290555118177,0.07568837010709602,0.003706475430733365,417,134.757793764988,839.0,arc
/store01/nchawla/pli9/llmbenchmark/arc_2pl/pirt_accuracy_se_0.2.csv,0.10711413447190074,0.10399737331365386,0.005092773282109894,417,63.726618705035975,839.0,arc
/store01/nchawla/pli9/llmbenchmark/arc_2pl/pirt_accuracy_se_0.3.csv,0.11608509543627134,0.11993834524077097,0.005873406035943372,417,32.6810551558753,839.0,arc
