filename,mae,sd,se,n,n_subset_items,n_all_items,benchmark
/store01/nchawla/pli9/llmbenchmark/winogrande_2pl/pirt_vs_actual_se_0.1.csv,0.025091664187674518,0.017873658267944206,0.0007830591860311299,521,197.74088291746642,1045.0,winogrande
/store01/nchawla/pli9/llmbenchmark/winogrande_2pl/pirt_vs_actual_se_0.2.csv,0.03430738641901573,0.023721361570327944,0.0010392517191696099,521,77.05758157389636,1045.0,winogrande
/store01/nchawla/pli9/llmbenchmark/winogrande_2pl/pirt_vs_actual_se_0.3.csv,0.03631552950713607,0.023888740400591708,0.0010465847188622496,521,51.31669865642994,1045.0,winogrande
/store01/nchawla/pli9/llmbenchmark/truthfulqa_2pl/pirt_vs_actual_se_0.1.csv,0.04900470311904629,0.02213735485555827,0.0009745427073114115,516,61.01744186046512,627.0,truthfulqa
/store01/nchawla/pli9/llmbenchmark/truthfulqa_2pl/pirt_vs_actual_se_0.2.csv,0.051636299342410465,0.02310356508244957,0.001017077740809788,516,30.399224806201552,627.0,truthfulqa
/store01/nchawla/pli9/llmbenchmark/truthfulqa_2pl/pirt_vs_actual_se_0.3.csv,0.05162848706944673,0.02318816913214251,0.0010208022264213364,516,30.0,627.0,truthfulqa
/store01/nchawla/pli9/llmbenchmark/hellaswag_2pl/pirt_vs_actual_se_0.1.csv,0.0353278019478709,0.01869470949311736,0.0009515356595955829,386,80.54145077720207,5595.0,hellaswag
/store01/nchawla/pli9/llmbenchmark/hellaswag_2pl/pirt_vs_actual_se_0.2.csv,0.03535260825543194,0.018642378924632007,0.0009488721037901796,386,31.94818652849741,5595.0,hellaswag
/store01/nchawla/pli9/llmbenchmark/hellaswag_2pl/pirt_vs_actual_se_0.3.csv,0.035407869928305066,0.018778070053598977,0.0009557786004089362,386,30.015544041450777,5595.0,hellaswag
/store01/nchawla/pli9/llmbenchmark/gsm8k_2pl/pirt_vs_actual_se_0.1.csv,0.03623247138092743,0.028414465303436824,0.001386483938120878,420,99.90714285714286,1306.0,gsm8k
/store01/nchawla/pli9/llmbenchmark/gsm8k_2pl/pirt_vs_actual_se_0.2.csv,0.04249665474249479,0.031671021009431824,0.0015453875856729523,420,34.69761904761905,1306.0,gsm8k
/store01/nchawla/pli9/llmbenchmark/gsm8k_2pl/pirt_vs_actual_se_0.3.csv,0.04246506909639138,0.03139876406121307,0.001532102806891581,420,31.116666666666667,1306.0,gsm8k
/store01/nchawla/pli9/llmbenchmark/arc_2pl/pirt_vs_actual_se_0.1.csv,0.067864166449022,0.034212488778873125,0.0016753927836430655,417,134.757793764988,839.0,arc
/store01/nchawla/pli9/llmbenchmark/arc_2pl/pirt_vs_actual_se_0.2.csv,0.07325805287465845,0.03500124698980746,0.0017140184394139673,417,63.726618705035975,839.0,arc
/store01/nchawla/pli9/llmbenchmark/arc_2pl/pirt_vs_actual_se_0.3.csv,0.07738424928624844,0.0343926538945002,0.0016842155073138502,417,32.6810551558753,839.0,arc
