"model","pirt_accuracy","theta","n_subset_items","n_all_items","avg_observed","avg_predicted"
"YeungNLP/firefly-zephyr-6x7b",0.651489013932972,-0.359716816490291,52,839,0.596153846153846,0.655145213074668
"HanNayeoniee/LHK",0.65251911796028,-0.354481196451624,53,839,0.60377358490566,0.655806030494498
"Weyaxi/Einstein-bagel-7B",0.718293462813968,0.266363522841891,91,839,0.604395604395604,0.732150020455775
"ibivibiv/orthorus-125b-v2",0.69978997160127,0.0485351230203246,75,839,0.64,0.705659405986212
"yeontaek/llama-2-13B-ensemble-v3",0.611130665139448,-0.65078852668941,39,839,0.58974358974359,0.612173285064997
"AGI-0/ThetaWave-7B-v0.1",0.698926104393709,0.0563740509770888,78,839,0.58974358974359,0.710116953464287
"Inv/Dykh-Tau-7B",0.665070328581143,-0.236846752618343,56,839,0.553571428571429,0.673044707125899
"LeroyDyer/Mixtral_AI_SwahiliTron_7b",0.625340700936165,-0.547186692241821,43,839,0.558139534883721,0.628970914680204
"ResplendentAI/Paradigm_Shift_7B",0.738883171409268,0.600973621992073,139,839,0.618705035971223,0.762747115446251
"AA051610/C0322-reft",0.604465289978683,-0.703605599818327,36,839,0.638888888888889,0.60292201530774
"allknowingroger/ROGERphi-7B-slerp",0.730504033257776,0.511445499895272,120,839,0.591666666666667,0.753675777334178
"nisten/BigCodeLlama-92b",0.529673978987237,-1.10288803892795,30,839,0.533333333333333,0.529538279814946
"macadeliccc/Monarch-7B-SFT",0.666409548595635,-0.228283090810947,57,839,0.56140350877193,0.674063441523961
"yleo/EmertonMonarch-7B",0.749168253777959,2.51614998508365,500,839,0.666,0.871835294748399
"MSL7/INEX8-7B",0.759253577326119,3.19314204851925,500,839,0.666,0.896795726774671
"kyujinpy/Sakura-SOLAR-Instruct",0.699243160773159,0.0821030046830781,77,839,0.558441558441558,0.713471144210867
"azarafrooz/Mistral-7B-Instruct-v0.2-Selfplay-v0",0.643947615142675,-0.428932910578226,49,839,0.571428571428571,0.648445631778106
"dillfrescott/amadeus-v0.1",0.748469316671491,0.735932589593047,170,839,0.652941176470588,0.772744030922841
"lodrick-the-lafted/Grafted-Hermetic-Platypus-D-2x7B",0.616693000016094,-0.606381804941108,42,839,0.571428571428571,0.619078327494985
"Josephgflowers/Cinder-Phi-2-V1-F16-gguf",0.556328346474552,-0.973007985747908,30,839,0.6,0.554708878482261
"ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_102",0.626479272975581,-0.542692464042913,44,839,0.613636363636364,0.627190075505048
